Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
20.01.2001;  4    ;  5    ;01     ;
25.01.2001;  4    ;  7    ;01     ;
31.01.2001;  4    ; 10    ;01     ;
05.02.2001;  5    ; 12    ;01     ;
10.02.2001;  5    ; 16    ;01     ;
15.02.2001; 10    ; 15    ;01     ;
20.02.2001;  8    ; 10    ;01     ;
20.12.2001;  4    ;  5    ;01     ;
05.01.2003; 22    ; 23    ;01     ;
10.01.2003; 20    ; 24    ;01     ;
15.01.2003; 21    ; 24    ;01     ;
20.01.2003; 20    ; 25    ;01     ;
25.01.2003; 18    ; 25    ;01     ;
31.01.2003; 15    ; 28    ;01     ;
05.02.2003; 15    ; 20    ;01     ;
10.02.2003; 15    ; 20    ;01     ;
15.02.2003; 15    ; 20    ;01     ;
20.02.2003; 15    ; 18    ;01     ;
25.02.2003; 15    ; 15    ;01     ;
28.02.2003; 12    ; 10    ;01     ;
20.01.2004; 10    ; 15    ;01     ;
25.01.2004; 10    ; 17    ;01     ;
31.01.2004; 10    ; 21    ;01     ;
05.02.2004; 12    ; 21    ;01     ;
10.02.2004; 18    ; 25    ;01     ;
15.02.2004; 15    ; 20    ;01     ;
20.02.2004; 15    ; 17    ;01     ;
25.02.2004;  9    ; 21    ;01     ;
29.02.2004; 10    ; 25    ;01     ;
05.03.2004; 10    ; 20    ;01     ;
10.03.2004;  9    ; 20    ;01     ;
31.12.2004; 11    ; 10    ;01     ;
20.12.2005; 11    ;  2    ;01     ;
25.12.2005;  8    ;  2    ;01     ;
05.01.2006;  4    ;  6    ;01     ;
10.01.2006;  7    ;  5    ;01     ;
15.01.2006; 10    ;  8    ;01     ;
20.01.2006; 15    ;  7    ;01     ;
25.01.2006; 18    ;  7    ;01     ;
31.01.2006; 19    ;  7    ;01     ;
05.02.2006; 28    ;  7    ;01     ;
10.02.2006; 30    ;  7    ;01     ;
15.02.2006; 20    ;  6    ;01     ;
05.03.2006; 10    ;  5    ;01     ;
10.03.2006;  5    ;  3    ;01     ;
05.01.2007;  5    ;  5    ;01     ;
10.01.2007;  5    ;  5    ;01     ;
15.01.2007;  6    ;  5    ;01     ;
20.01.2007;  8    ;  5    ;01     ;
25.01.2007; 12    ;  3    ;01     ;
10.01.2008; 18    ;  7    ;01     ;
20.01.2008; 31    ;  5    ;01     ;
31.01.2008; 30    ;  1    ;01     ;
10.02.2008; 27    ;       ;01     ;
15.02.2008; 20    ;       ;01     ;
20.02.2008; 17    ;       ;01     ;
25.02.2008; 10    ;       ;01     ;
29.02.2008;  4    ;       ;01     ;
05.01.2009;  8    ;  5    ;01     ;
10.01.2009; 12    ;  7    ;01     ;
15.01.2009; 10    ; 10    ;01     ;
20.01.2009;  9    ; 10    ;01     ;
25.01.2009; 11    ; 11    ;01     ;
31.01.2009; 11    ; 15    ;01     ;
10.02.2009;  8    ; 10    ;01     ;
15.02.2009; 10    ; 15    ;01     ;
20.02.2009; 12    ; 25    ;01     ;
28.02.2009;  6    ; 16    ;01     ;
05.03.2009; 10    ; 12    ;01     ;
10.03.2009;  8    ; 15    ;01     ;
20.12.2009; 10    ;  6    ;01     ;
25.12.2009; 11    ;  5    ;01     ;
31.12.2009; 13    ; 11    ;01     ;
20.01.2010; 22    ; 15    ;01     ;
31.01.2010; 20    ; 10    ;01     ;
10.02.2010; 20    ; 15    ;01     ;
15.02.2010; 23    ; 15    ;01     ;
20.02.2010; 17    ; 10    ;01     ;
20.01.2011;  7    ; 12    ;01     ;
31.01.2011;  7    ; 14    ;01     ;
10.02.2011;  7    ; 12    ;01     ;
15.02.2011;  7    ; 10    ;01     ;
20.02.2011;  5    ;  8    ;01     ;
25.02.2011;  5    ;  5    ;01     ;
28.02.2011;  5    ;  5    ;01     ;
20.01.2012; 15    ; 10    ;01     ;
31.01.2012; 15    ; 10    ;01     ;
10.02.2012; 30    ; 17    ;01     ;
20.02.2012; 30    ; 17    ;01     ;
29.02.2012; 28    ; 15    ;01     ;
10.03.2012; 26    ; 14    ;01     ;
20.01.2014; 15    ;  1    ;01     ;
10.02.2014;  8    ;  1    ;01     ;
15.02.2014; 13    ;  1    ;01     ;
20.02.2014; 12    ;  0    ;01     ;
