Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
05.11.2003;       ;       ;01     ;
10.11.2003; 28    ;       ;01     ;
15.11.2003; 43    ;  5    ;01     ;
20.11.2003; 41    ; 14    ;01     ;
25.11.2003; 42    ; 15    ;01     ;
30.11.2003; 50    ; 25    ;01     ;
05.12.2003; 59    ; 20    ;01     ;
10.12.2003; 64    ; 20    ;01     ;
15.12.2003; 69    ; 20    ;01     ;
20.12.2003; 72    ; 19    ;01     ;
25.12.2003; 81    ;  8    ;01     ;
31.12.2003; 84    ; 17    ;01     ;
05.01.2004; 91    ; 20    ;01     ;
10.01.2004; 97    ; 20    ;01     ;
15.01.2004;101    ; 25    ;01     ;
20.01.2004;107    ; 24    ;01     ;
25.01.2004;115    ; 25    ;01     ;
31.01.2004;118    ; 25    ;01     ;
05.02.2004;124    ; 25    ;01     ;
10.02.2004;130    ; 25    ;01     ;
15.02.2004;132    ; 30    ;01     ;
20.02.2004;132    ; 30    ;01     ;
25.02.2004;133    ; 28    ;01     ;
29.02.2004;133    ; 25    ;01     ;
05.03.2004;138    ; 25    ;01     ;
10.03.2004;139    ; 24    ;01     ;
15.03.2004;142    ; 25    ;01     ;
20.03.2004;140    ; 35    ;01     ;
25.03.2004;140    ; 31    ;01     ;
31.03.2004;140    ; 30    ;01     ;
05.04.2004;138    ; 27    ;01     ;
10.04.2004;137    ; 26    ;01     ;
15.04.2004;       ;       ;01     ;
20.04.2004;       ;       ;01     ;
25.04.2004;       ;       ;01     ;
30.04.2004;       ;       ;01     ;
05.05.2004;       ;       ;01     ;
10.11.2004;       ;       ;01     ;
15.11.2004;       ;       ;01     ;
20.11.2004; 39    ;  3    ;01     ;
25.11.2004; 43    ;  4    ;01     ;
30.11.2004; 49    ;  4    ;01     ;
05.12.2004; 58    ;  4    ;01     ;
10.12.2004; 63    ; 10    ;01     ;
15.12.2004; 73    ; 10    ;01     ;
20.12.2004; 79    ; 12    ;01     ;
25.12.2004; 87    ; 15    ;01     ;
31.12.2004; 90    ; 15    ;01     ;
05.01.2005;       ;       ;01     ;
10.01.2005;118    ; 15    ;01     ;
15.01.2005;       ;       ;01     ;
20.01.2005;120    ; 14    ;01     ;
25.01.2005;       ;       ;01     ;
31.01.2005;125    ; 14    ;01     ;
05.02.2005;       ;       ;01     ;
10.02.2005;133    ; 15    ;01     ;
15.02.2005;       ;       ;01     ;
20.02.2005;148    ; 15    ;01     ;
25.02.2005;       ;       ;01     ;
28.02.2005;157    ; 15    ;01     ;
05.03.2005;       ;       ;01     ;
10.03.2005;159    ; 15    ;01     ;
15.03.2005;       ;       ;01     ;
20.03.2005;163    ; 13    ;01     ;
25.03.2005;       ;       ;01     ;
31.03.2005;163    ; 13    ;01     ;
05.04.2005;       ;       ;01     ;
10.04.2005;157    ;       ;01     ;
15.04.2005;       ;       ;01     ;
20.04.2005;       ;       ;01     ;
25.04.2005;       ;       ;01     ;
30.04.2005;       ;       ;01     ;
05.05.2005;       ;       ;01     ;
25.10.2005;       ;       ;01     ;
31.10.2005;       ;       ;01     ;
05.11.2005;       ;       ;01     ;
10.11.2005; 10    ;  5    ;01     ;
15.11.2005;       ;       ;01     ;
20.11.2005; 15    ;  5    ;01     ;
25.11.2005;       ;       ;01     ;
30.11.2005; 21    ;  8    ;01     ;
05.12.2005;       ;       ;01     ;
10.12.2005; 23    ; 22    ;01     ;
15.12.2005;       ;       ;01     ;
20.12.2005; 37    ; 24    ;01     ;
25.12.2005;       ;       ;01     ;
31.12.2005; 43    ; 24    ;01     ;
05.01.2006;       ;       ;01     ;
10.01.2006; 65    ; 23    ;01     ;
15.01.2006;       ;       ;01     ;
20.01.2006; 90    ; 25    ;01     ;
25.01.2006;       ;       ;01     ;
31.01.2006; 92    ; 25    ;01     ;
05.02.2006;       ;       ;01     ;
10.02.2006; 99    ; 25    ;01     ;
15.02.2006;       ;       ;01     ;
20.02.2006;115    ; 26    ;01     ;
25.02.2006;       ;       ;01     ;
28.02.2006;115    ; 28    ;01     ;
05.03.2006;       ;       ;01     ;
10.03.2006;118    ; 28    ;01     ;
15.03.2006;       ;       ;01     ;
20.03.2006;144    ;  3    ;01     ;
25.03.2006;       ;       ;01     ;
31.03.2006;144    ;  1    ;01     ;
05.04.2006;       ;       ;01     ;
10.04.2006;144    ;       ;01     ;
15.04.2006;       ;       ;01     ;
20.04.2006;140    ;       ;01     ;
25.04.2006;       ;       ;01     ;
30.04.2006;       ;       ;01     ;
20.10.2006;       ;       ;01     ;
25.10.2006;       ;       ;01     ;
31.10.2006;       ;       ;01     ;
05.11.2006;       ;       ;01     ;
10.11.2006; 15    ; 25    ;01     ;
15.11.2006;       ;       ;01     ;
