Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.2000  ;          ;     ;     ;     ;          ;     ;     ;     ;
02.2000  ;          ;     ;     ;     ;          ;     ;     ;     ;
03.2000  ;          ;     ;     ;     ;          ;     ;     ;     ;
04.2000  ;          ;     ;     ;     ;          ;     ;     ;     ;
05.2000  ;          ;     ;     ;     ;          ;     ;     ;     ;
06.2000  ;          ;     ;     ;     ;          ;     ;     ;     ;
07.2000  ;          ;     ;     ;     ;          ;     ;     ;     ;
08.2000  ;          ;     ;     ;     ;          ;     ;     ;     ;
09.2000  ;          ;     ;     ;     ;          ;     ;     ;     ;
10.2000  ;          ;     ;     ;     ;          ;     ;     ;     ;
11.2000  ;          ;     ;     ;     ;          ;     ;     ;     ;
12.2000  ;     0.460;24   ;31   ;08   ;          ;     ;     ;     ;
01.2001  ;     0.270;30   ;31   ;02   ;     0.450;01   ;     ;01   ;
02.2001  ;     0.260;09   ;18   ;09   ;     0.290;28   ;     ;01   ;
03.2001  ;     0.300;01   ;     ;01   ;          ;     ;     ;     ;
04.2001  ;          ;     ;     ;     ;          ;     ;     ;     ;
05.2001  ;          ;     ;     ;     ;          ;     ;     ;     ;
06.2001  ;          ;     ;     ;     ;          ;     ;     ;     ;
07.2001  ;          ;     ;     ;     ;          ;     ;     ;     ;
08.2001  ;          ;     ;     ;     ;          ;     ;     ;     ;
09.2001  ;          ;     ;     ;     ;          ;     ;     ;     ;
10.2001  ;          ;     ;     ;     ;          ;     ;     ;     ;
11.2001  ;          ;     ;     ;     ;          ;     ;     ;     ;
12.2001  ;          ;     ;     ;     ;          ;     ;     ;     ;
01.2002  ;          ;19   ;31   ;13   ;     0.086;01   ;     ;01   ;
02.2002  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2002  ;          ;01   ;03   ;03   ;          ;     ;     ;     ;
04.2002  ;          ;     ;     ;     ;          ;     ;     ;     ;
05.2002  ;          ;     ;     ;     ;          ;     ;     ;     ;
06.2002  ;          ;     ;     ;     ;          ;     ;     ;     ;
07.2002  ;          ;     ;     ;     ;          ;     ;     ;     ;
08.2002  ;          ;     ;     ;     ;          ;     ;     ;     ;
09.2002  ;          ;     ;     ;     ;          ;     ;     ;     ;
10.2002  ;          ;     ;     ;     ;          ;     ;     ;     ;
11.2002  ;          ;     ;     ;     ;          ;     ;     ;     ;
12.2002  ;     0.290;31   ;     ;01   ;          ;     ;     ;     ;
01.2003  ;     0.170;30   ;31   ;02   ;     0.290;01   ;     ;01   ;
02.2003  ;     0.080;28   ;     ;01   ;     0.170;01   ;     ;01   ;
03.2003  ;          ;     ;     ;     ;          ;     ;     ;     ;
04.2003  ;          ;     ;     ;     ;          ;     ;     ;     ;
05.2003  ;          ;     ;     ;     ;          ;     ;     ;     ;
06.2003  ;          ;     ;     ;     ;          ;     ;     ;     ;
07.2003  ;          ;     ;     ;     ;          ;     ;     ;     ;
08.2003  ;          ;     ;     ;     ;          ;     ;     ;     ;
09.2003  ;          ;     ;     ;     ;          ;     ;     ;     ;
10.2003  ;          ;     ;     ;     ;          ;     ;     ;     ;
11.2003  ;          ;     ;     ;     ;          ;     ;     ;     ;
12.2003  ;     0.093;31   ;     ;01   ;          ;     ;     ;     ;
01.2004  ;     0.041;31   ;     ;01   ;     0.091;01   ;     ;01   ;
02.2004  ;     0.041;01   ;15   ;15   ;     0.059;29   ;     ;01   ;
03.2004  ;     0.063;01   ;     ;01   ;          ;     ;     ;     ;
04.2004  ;          ;     ;     ;     ;          ;     ;     ;     ;
05.2004  ;          ;     ;     ;     ;          ;     ;     ;     ;
06.2004  ;          ;     ;     ;     ;          ;     ;     ;     ;
07.2004  ;          ;     ;     ;     ;          ;     ;     ;     ;
