Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
05.01.2000; 60    ; 12    ;01     ;
10.01.2000; 60    ; 30    ;01     ;
15.01.2000; 62    ; 23    ;01     ;
20.01.2000; 62    ; 22    ;01     ;
25.01.2000; 64    ; 22    ;01     ;
31.01.2000; 67    ; 22    ;01     ;
05.02.2000; 72    ; 22    ;01     ;
10.02.2000; 73    ; 22    ;01     ;
15.02.2000; 75    ; 22    ;01     ;
20.02.2000; 75    ; 22    ;01     ;
25.02.2000; 75    ; 22    ;01     ;
29.02.2000; 76    ; 22    ;01     ;
05.03.2000; 76    ; 23    ;01     ;
10.03.2000; 76    ; 23    ;01     ;
15.03.2000; 76    ; 20    ;01     ;
20.03.2000; 76    ; 18    ;01     ;
25.03.2000; 76    ; 19    ;01     ;
31.03.2000; 75    ; 15    ;01     ;
05.04.2000; 74    ;       ;01     ;
10.04.2000;       ;       ;01     ;
15.04.2000;       ;       ;01     ;
15.11.2000; 10    ;  2    ;01     ;
20.11.2000; 12    ;  0    ;01     ;
25.11.2000; 20    ;       ;01     ;
30.11.2000; 30    ;       ;01     ;
05.12.2000; 39    ;       ;01     ;
10.12.2000; 45    ;       ;01     ;
15.12.2000; 53    ;       ;01     ;
20.12.2000; 60    ;       ;01     ;
25.12.2000; 65    ;  1    ;01     ;
31.12.2000; 70    ;  2    ;01     ;
05.01.2001; 75    ; 14    ;01     ;
10.01.2001; 80    ; 12    ;01     ;
15.01.2001; 85    ; 12    ;01     ;
20.01.2001; 88    ; 11    ;01     ;
25.01.2001; 90    ; 11    ;01     ;
31.01.2001; 93    ; 10    ;01     ;
05.02.2001; 95    ; 17    ;01     ;
10.02.2001; 97    ; 15    ;01     ;
15.02.2001; 98    ; 14    ;01     ;
20.02.2001; 98    ; 15    ;01     ;
25.02.2001; 98    ; 13    ;01     ;
28.02.2001; 98    ; 14    ;01     ;
05.03.2001; 98    ; 16    ;01     ;
10.03.2001; 98    ; 15    ;01     ;
15.03.2001; 98    ; 17    ;01     ;
20.03.2001; 98    ; 15    ;01     ;
25.03.2001; 98    ; 12    ;01     ;
31.03.2001; 98    ;  7    ;01     ;
05.04.2001; 95    ;  5    ;01     ;
10.04.2001; 86    ;       ;01     ;
15.04.2001;       ;       ;01     ;
20.04.2001;       ;       ;01     ;
05.11.2001;       ;       ;01     ;
10.11.2001;       ;       ;01     ;
15.11.2001;       ;       ;01     ;
20.11.2001;       ;       ;01     ;
25.11.2001; 20    ;  5    ;01     ;
30.11.2001; 26    ;  1    ;01     ;
05.12.2001; 33    ;       ;01     ;
10.12.2001; 40    ;       ;01     ;
15.12.2001; 50    ; 11    ;01     ;
20.12.2001; 52    ;  7    ;01     ;
25.12.2001; 57    ;  6    ;01     ;
31.12.2001; 61    ;  5    ;01     ;
05.01.2002; 63    ;  5    ;01     ;
10.01.2002; 63    ;  9    ;01     ;
15.01.2002; 65    ; 18    ;01     ;
20.01.2002; 67    ; 13    ;01     ;
25.01.2002; 67    ; 12    ;01     ;
31.01.2002; 69    ; 11    ;01     ;
05.02.2002; 70    ; 10    ;01     ;
10.02.2002; 70    ; 12    ;01     ;
15.02.2002; 70    ; 17    ;01     ;
20.02.2002; 70    ; 22    ;01     ;
25.02.2002; 70    ; 18    ;01     ;
28.02.2002; 70    ; 18    ;01     ;
05.03.2002; 70    ; 18    ;01     ;
10.03.2002; 70    ; 18    ;01     ;
