Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
05.01.2000;       ;       ;01     ;
10.01.2000; 72    ; 37    ;01     ;
15.01.2000;       ;       ;01     ;
20.01.2000; 75    ; 31    ;01     ;
25.01.2000;       ;       ;01     ;
31.01.2000; 76    ; 32    ;01     ;
05.02.2000;       ;       ;01     ;
10.02.2000; 80    ; 31    ;01     ;
15.02.2000;       ;       ;01     ;
20.02.2000; 86    ; 41    ;01     ;
25.02.2000;       ;       ;01     ;
29.02.2000; 88    ; 40    ;01     ;
05.03.2000;       ;       ;01     ;
10.03.2000; 90    ; 42    ;01     ;
15.03.2000; 91    ; 37    ;01     ;
20.03.2000; 94    ; 39    ;01     ;
25.03.2000; 94    ; 41    ;01     ;
31.03.2000; 97    ; 40    ;01     ;
05.04.2000; 96    ; 39    ;01     ;
10.04.2000; 94    ; 37    ;01     ;
15.04.2000; 94    ; 22    ;01     ;
20.04.2000; 91    ; 17    ;01     ;
25.04.2000; 89    ;       ;01     ;
30.04.2000;       ;       ;01     ;
05.11.2000; 16    ;  0    ;01     ;
10.11.2000; 18    ; 14    ;01     ;
15.11.2000; 20    ; 14    ;01     ;
20.11.2000; 20    ; 13    ;01     ;
25.11.2000; 25    ; 15    ;01     ;
30.11.2000; 27    ; 16    ;01     ;
05.12.2000; 29    ; 16    ;01     ;
10.12.2000; 36    ; 12    ;01     ;
15.12.2000;       ;       ;01     ;
20.12.2000; 42    ; 10    ;01     ;
25.12.2000;       ;       ;01     ;
31.12.2000; 53    ; 17    ;01     ;
05.01.2001;       ;       ;01     ;
10.01.2001; 57    ; 42    ;01     ;
15.01.2001;       ;       ;01     ;
20.01.2001; 56    ; 32    ;01     ;
25.01.2001;       ;       ;01     ;
31.01.2001; 60    ; 34    ;01     ;
05.02.2001;       ;       ;01     ;
10.02.2001; 67    ; 25    ;01     ;
15.02.2001;       ;       ;01     ;
20.02.2001; 72    ; 25    ;01     ;
25.02.2001;       ;       ;01     ;
28.02.2001; 75    ; 26    ;01     ;
05.03.2001;       ;       ;01     ;
10.03.2001; 78    ; 26    ;01     ;
15.03.2001; 78    ; 34    ;01     ;
20.03.2001; 76    ; 37    ;01     ;
25.03.2001; 75    ; 46    ;01     ;
31.03.2001; 75    ; 40    ;01     ;
05.04.2001; 75    ; 32    ;01     ;
10.04.2001; 74    ; 29    ;01     ;
15.04.2001; 74    ; 19    ;01     ;
20.04.2001; 70    ;       ;01     ;
25.04.2001; 67    ;       ;01     ;
05.11.2001;       ;       ;01     ;
10.11.2001;       ;       ;01     ;
15.11.2001; 28    ;  2    ;01     ;
20.11.2001; 34    ;  2    ;01     ;
25.11.2001;       ;       ;01     ;
30.11.2001; 38    ;  7    ;01     ;
05.12.2001;       ;       ;01     ;
10.12.2001; 57    ;  7    ;01     ;
15.12.2001;       ;       ;01     ;
20.12.2001; 59    ; 20    ;01     ;
25.12.2001;       ;       ;01     ;
31.12.2001; 57    ; 19    ;01     ;
05.01.2002;       ;       ;01     ;
10.01.2002; 61    ; 50    ;01     ;
15.01.2002;       ;       ;01     ;
20.01.2002; 72    ; 44    ;01     ;
25.01.2002;       ;       ;01     ;
31.01.2002; 78    ; 35    ;01     ;
05.02.2002;       ;       ;01     ;
10.02.2002; 73    ; 35    ;01     ;
15.02.2002;       ;       ;01     ;
20.02.2002; 89    ; 54    ;01     ;
25.02.2002;       ;       ;01     ;
28.02.2002; 92    ; 39    ;01     ;
05.03.2002;       ;       ;01     ;
10.03.2002; 96    ; 35    ;01     ;
15.03.2002; 95    ; 27    ;01     ;
20.03.2002; 95    ; 26    ;01     ;
25.03.2002; 96    ; 25    ;01     ;
31.03.2002; 94    ; 23    ;01     ;
05.04.2002; 93    ; 13    ;01     ;
10.04.2002; 93    ; 17    ;01     ;
15.04.2002; 91    ;  8    ;01     ;
20.04.2002; 91    ;  9    ;01     ;
25.04.2002;       ;       ;01     ;
10.11.2002;       ;       ;01     ;
15.11.2002; 20    ;  1    ;01     ;
20.11.2002; 23    ; 23    ;01     ;
25.11.2002; 29    ; 14    ;01     ;
30.11.2002; 30    ;  9    ;01     ;
05.12.2002;       ;       ;01     ;
10.12.2002; 31    ; 10    ;01     ;
15.12.2002;       ;       ;01     ;
20.12.2002; 35    ; 12    ;01     ;
25.12.2002;       ;       ;01     ;
31.12.2002; 41    ; 15    ;01     ;
05.01.2003;       ;       ;01     ;
10.01.2003; 45    ; 29    ;01     ;
15.01.2003;       ;       ;01     ;
20.01.2003; 50    ; 19    ;01     ;
25.01.2003;       ;       ;01     ;
31.01.2003; 58    ; 31    ;01     ;
