Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
10.11.2004;       ;       ;01     ;
15.11.2004;  8    ;  7    ;01     ;
20.11.2004;  9    ;  8    ;01     ;
25.11.2004; 15    ; 10    ;01     ;
30.11.2004; 25    ;  8    ;01     ;
05.12.2004; 42    ;  8    ;01     ;
10.12.2004; 50    ;  5    ;01     ;
15.12.2004;       ;       ;01     ;
20.12.2004; 72    ;  8    ;01     ;
25.12.2004;       ;       ;01     ;
31.12.2004; 98    ;  8    ;01     ;
05.01.2005;       ;       ;01     ;
10.01.2005; 94    ;  5    ;01     ;
15.01.2005;       ;       ;01     ;
20.01.2005; 98    ;  6    ;01     ;
25.01.2005;       ;       ;01     ;
31.01.2005;100    ;  8    ;01     ;
05.02.2005;       ;       ;01     ;
10.02.2005;105    ;  8    ;01     ;
15.02.2005;       ;       ;01     ;
20.02.2005;106    ; 10    ;01     ;
25.02.2005;       ;       ;01     ;
28.02.2005;108    ; 10    ;01     ;
05.03.2005;       ;       ;01     ;
10.03.2005;108    ;  8    ;01     ;
15.03.2005;       ;       ;01     ;
20.03.2005;108    ;  8    ;01     ;
25.03.2005;       ;       ;01     ;
31.03.2005;104    ;  6    ;01     ;
05.04.2005;       ;       ;01     ;
10.04.2005;       ;       ;01     ;
15.04.2005;       ;       ;01     ;
20.04.2005;       ;       ;01     ;
31.10.2005;       ;       ;01     ;
05.11.2005;       ;       ;01     ;
10.11.2005;       ;       ;01     ;
15.11.2005;       ;       ;01     ;
20.11.2005;       ;       ;01     ;
25.11.2005;       ;       ;01     ;
30.11.2005;       ;       ;01     ;
05.12.2005;       ;       ;01     ;
10.12.2005; 30    ; 20    ;01     ;
15.12.2005;       ;       ;01     ;
20.12.2005; 35    ; 23    ;01     ;
25.12.2005;       ;       ;01     ;
31.12.2005; 40    ; 23    ;01     ;
05.01.2006;       ;       ;01     ;
10.01.2006; 46    ; 23    ;01     ;
15.01.2006;       ;       ;01     ;
20.01.2006; 53    ; 25    ;01     ;
25.01.2006;       ;       ;01     ;
31.01.2006; 55    ; 29    ;01     ;
05.02.2006;       ;       ;01     ;
10.02.2006; 48    ; 24    ;01     ;
15.02.2006;       ;       ;01     ;
20.02.2006; 44    ; 27    ;01     ;
25.02.2006;       ;       ;01     ;
28.02.2006; 30    ; 28    ;01     ;
05.03.2006;       ;       ;01     ;
10.03.2006; 34    ; 28    ;01     ;
15.03.2006;       ;       ;01     ;
20.03.2006; 33    ; 27    ;01     ;
25.03.2006;       ;       ;01     ;
31.03.2006; 33    ; 25    ;01     ;
05.04.2006; 36    ; 12    ;01     ;
10.04.2006; 32    ;  7    ;01     ;
15.04.2006; 29    ;       ;01     ;
20.04.2006;       ;       ;01     ;
31.10.2006;       ;       ;01     ;
05.11.2006;       ;       ;01     ;
10.11.2006;       ;       ;01     ;
15.11.2006;       ;       ;01     ;
20.11.2006;       ;       ;01     ;
25.11.2006;       ;       ;01     ;
30.11.2006; 17    ; 20    ;01     ;
05.12.2006; 18    ; 13    ;01     ;
10.12.2006; 21    ; 14    ;01     ;
15.12.2006; 22    ; 14    ;01     ;
20.12.2006; 21    ; 15    ;01     ;
25.12.2006; 24    ; 21    ;01     ;
31.12.2006; 23    ; 20    ;01     ;
05.01.2007; 28    ; 19    ;01     ;
10.01.2007; 31    ; 17    ;01     ;
15.01.2007; 25    ; 18    ;01     ;
20.01.2007; 29    ; 19    ;01     ;
25.01.2007; 16    ; 20    ;01     ;
31.01.2007; 19    ; 21    ;01     ;
05.02.2007; 22    ; 21    ;01     ;
10.02.2007; 13    ; 23    ;01     ;
15.02.2007; 12    ; 22    ;01     ;
20.02.2007; 20    ; 24    ;01     ;
25.02.2007; 21    ; 23    ;01     ;
28.02.2007; 16    ; 32    ;01     ;
05.03.2007; 19    ; 29    ;01     ;
10.03.2007; 14    ; 27    ;01     ;
15.03.2007; 13    ; 29    ;01     ;
20.03.2007; 14    ; 27    ;01     ;
25.03.2007; 18    ; 29    ;01     ;
31.03.2007; 21    ; 30    ;01     ;
05.04.2007; 20    ; 31    ;01     ;
10.04.2007; 19    ; 27    ;01     ;
15.04.2007;       ;       ;01     ;
05.11.2007;       ;       ;01     ;
10.11.2007;       ;       ;01     ;
15.11.2007; 12    ;  3    ;01     ;
20.11.2007; 16    ;  5    ;01     ;
25.11.2007; 18    ;  6    ;01     ;
30.11.2007; 21    ;  7    ;01     ;
05.12.2007; 20    ;  9    ;01     ;
10.12.2007; 27    ;  9    ;01     ;
15.12.2007; 32    ; 10    ;01     ;
20.12.2007; 44    ; 11    ;01     ;
25.12.2007; 40    ; 12    ;01     ;
31.12.2007; 43    ; 11    ;01     ;
05.01.2008;       ;       ;01     ;
10.01.2008; 50    ;  8    ;01     ;
15.01.2008;       ;       ;01     ;
20.01.2008; 67    ; 12    ;01     ;
25.01.2008;       ;       ;01     ;
31.01.2008; 74    ; 11    ;01     ;
05.02.2008;       ;       ;01     ;
10.02.2008; 81    ;  6    ;01     ;
15.02.2008;       ;       ;01     ;
20.02.2008; 72    ;  4    ;01     ;
25.02.2008;       ;       ;01     ;
29.02.2008; 64    ; 11    ;01     ;
05.03.2008;       ;       ;01     ;
10.03.2008; 66    ;  3    ;01     ;
15.03.2008; 49    ;  3    ;01     ;
20.03.2008; 49    ;  3    ;01     ;
25.03.2008; 47    ;  1    ;01     ;
31.03.2008; 48    ;       ;01     ;
05.04.2008; 36    ;       ;01     ;
05.11.2008;       ;       ;01     ;
10.11.2008; 15    ;  1    ;01     ;
15.11.2008; 20    ;  2    ;01     ;
20.11.2008; 23    ; 13    ;01     ;
25.11.2008; 25    ; 13    ;01     ;
30.11.2008; 24    ; 14    ;01     ;
05.12.2008; 24    ; 20    ;01     ;
10.12.2008; 26    ; 25    ;01     ;
15.12.2008; 31    ; 25    ;01     ;
20.12.2008; 26    ; 25    ;01     ;
25.12.2008; 32    ; 27    ;01     ;
31.12.2008; 31    ; 25    ;01     ;
05.01.2009; 27    ; 25    ;01     ;
10.01.2009; 28    ; 25    ;01     ;
15.01.2009; 24    ; 25    ;01     ;
20.01.2009; 26    ; 26    ;01     ;
25.01.2009; 30    ; 28    ;01     ;
31.01.2009; 31    ; 26    ;01     ;
