Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.1984  ;     0.036;30   ;31   ;02   ;     0.046;01   ;     ;01   ;
02.1984  ;     0.014;27   ;29   ;03   ;     0.035;01   ;03   ;03   ;
03.1984  ;     0.012;05   ;06   ;02   ;     0.096;31   ;     ;01   ;
04.1984  ;     0.130;01   ;     ;01   ;    25.900;14   ;     ;01   ;
05.1984  ;     0.130;29   ;30   ;02   ;    17.000;01   ;02   ;02   ;
06.1984  ;     0.210;01   ;     ;01   ;    26.800;12   ;     ;01   ;
07.1984  ;     0.290;28   ;31   ;04   ;     2.170;01   ;     ;01   ;
08.1984  ;     0.150;31   ;     ;01   ;     0.920;23   ;24   ;02   ;
09.1984  ;     0.060;06   ;28   ;08   ;     0.210;30   ;     ;01   ;
10.1984  ;     0.130;12   ;13   ;02   ;     1.120;31   ;     ;01   ;
11.1984  ;     0.040;30   ;     ;01   ;     1.120;01   ;     ;01   ;
12.1984  ;     0.005;20   ;31   ;12   ;     0.038;01   ;     ;01   ;
01.1985  ;          ;06   ;31   ;26   ;     0.004;01   ;     ;01   ;
02.1985  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.1985  ;          ;01   ;22   ;22   ;     5.810;31   ;     ;01   ;
04.1985  ;     0.990;27   ;28   ;02   ;    21.000;08   ;     ;01   ;
05.1985  ;     0.085;30   ;31   ;02   ;     2.850;04   ;     ;01   ;
06.1985  ;     0.052;08   ;09   ;02   ;     0.760;19   ;25   ;04   ;
07.1985  ;     0.023;16   ;     ;01   ;     0.360;01   ;12   ;03   ;
08.1985  ;     0.037;09   ;10   ;02   ;     0.180;03   ;     ;01   ;
09.1985  ;     0.027;02   ;03   ;02   ;     0.760;23   ;24   ;02   ;
10.1985  ;     0.015;31   ;     ;01   ;     0.063;01   ;     ;01   ;
11.1985  ;     0.015;01   ;08   ;07   ;     0.029;14   ;15   ;02   ;
12.1985  ;          ;17   ;31   ;15   ;     0.019;01   ;02   ;02   ;
01.1986  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.1986  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.1986  ;          ;01   ;22   ;22   ;     1.490;31   ;     ;01   ;
04.1986  ;     0.930;08   ;     ;01   ;     3.820;20   ;25   ;05   ;
05.1986  ;     0.920;14   ;15   ;02   ;     3.300;01   ;19   ;02   ;
06.1986  ;     0.046;12   ;15   ;04   ;     2.070;01   ;     ;01   ;
07.1986  ;     0.037;21   ;22   ;02   ;     0.120;02   ;05   ;04   ;
08.1986  ;     0.057;02   ;04   ;03   ;     3.430;15   ;16   ;02   ;
09.1986  ;     0.057;14   ;17   ;04   ;     1.120;01   ;05   ;05   ;
10.1986  ;     0.030;27   ;28   ;02   ;     0.500;01   ;     ;01   ;
11.1986  ;     0.021;29   ;30   ;02   ;     0.063;01   ;02   ;02   ;
12.1986  ;          ;20   ;31   ;12   ;     0.019;01   ;     ;01   ;
01.1987  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.1987  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.1987  ;          ;01   ;20   ;20   ;     1.380;31   ;     ;01   ;
04.1987  ;     1.020;16   ;     ;01   ;    17.600;23   ;     ;01   ;
05.1987  ;     0.320;31   ;     ;01   ;     3.190;03   ;19   ;03   ;
06.1987  ;     0.039;27   ;     ;01   ;     1.140;13   ;14   ;02   ;
07.1987  ;     0.053;05   ;     ;01   ;     1.610;13   ;     ;01   ;
08.1987  ;     0.060;06   ;07   ;02   ;     4.090;10   ;     ;01   ;
09.1987  ;     0.072;19   ;20   ;02   ;     3.960;27   ;28   ;02   ;
10.1987  ;     0.210;17   ;18   ;02   ;     3.560;04   ;     ;01   ;
11.1987  ;     0.032;30   ;     ;01   ;     1.200;02   ;06   ;05   ;
12.1987  ;     0.010;31   ;     ;01   ;     0.027;01   ;     ;01   ;
01.1988  ;          ;07   ;31   ;25   ;     0.009;01   ;     ;01   ;
02.1988  ;          ;01   ;29   ;29   ;          ;01   ;29   ;29   ;
03.1988  ;          ;01   ;19   ;19   ;     0.780;30   ;31   ;02   ;
04.1988  ;     0.920;07   ;     ;01   ;     6.000;13   ;     ;01   ;
05.1988  ;     0.880;31   ;     ;01   ;     3.760;07   ;08   ;02   ;
06.1988  ;     0.180;24   ;25   ;02   ;     1.410;09   ;     ;01   ;
07.1988  ;     0.046;30   ;31   ;02   ;     0.460;03   ;05   ;02   ;
08.1988  ;     0.010;15   ;19   ;02   ;     2.030;31   ;     ;01   ;
09.1988  ;     0.150;26   ;     ;01   ;     2.800;01   ;     ;01   ;
10.1988  ;     0.150;03   ;04   ;02   ;     0.450;24   ;27   ;04   ;
11.1988  ;     0.038;17   ;     ;01   ;     0.230;01   ;     ;01   ;
12.1988  ;     0.023;31   ;     ;01   ;     0.047;01   ;03   ;03   ;
01.1989  ;          ;29   ;31   ;03   ;     0.022;01   ;     ;01   ;
02.1989  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.1989  ;          ;01   ;20   ;20   ;     3.780;31   ;     ;01   ;
04.1989  ;     0.820;30   ;     ;01   ;     4.550;03   ;     ;01   ;
05.1989  ;     0.400;31   ;     ;01   ;     3.820;16   ;     ;01   ;
06.1989  ;     0.400;01   ;     ;01   ;     9.810;19   ;     ;01   ;
07.1989  ;     0.330;04   ;     ;01   ;    21.000;29   ;     ;01   ;
08.1989  ;     0.860;19   ;31   ;06   ;    11.100;01   ;     ;01   ;
09.1989  ;     2.830;19   ;     ;01   ;    38.400;04   ;     ;01   ;
10.1989  ;     2.610;27   ;31   ;05   ;     6.040;17   ;     ;01   ;
11.1989  ;     0.400;30   ;     ;01   ;     2.830;08   ;10   ;03   ;
12.1989  ;     0.029;31   ;     ;01   ;     0.370;01   ;     ;01   ;
01.1990  ;          ;20   ;31   ;12   ;     0.028;01   ;     ;01   ;
02.1990  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.1990  ;          ;01   ;19   ;19   ;    15.700;29   ;     ;01   ;
04.1990  ;     2.120;30   ;     ;01   ;    11.400;09   ;     ;01   ;
05.1990  ;     0.530;10   ;     ;01   ;     2.370;23   ;     ;01   ;
06.1990  ;     0.560;30   ;     ;01   ;     1.420;06   ;07   ;02   ;
07.1990  ;     0.084;27   ;     ;01   ;     2.120;14   ;29   ;02   ;
08.1990  ;     0.120;08   ;09   ;02   ;    51.000;23   ;     ;01   ;
09.1990  ;     1.630;28   ;     ;01   ;    37.100;03   ;     ;01   ;
10.1990  ;     0.390;18   ;     ;01   ;    16.100;20   ;     ;01   ;
11.1990  ;     0.450;30   ;     ;01   ;     1.980;02   ;03   ;02   ;
12.1990  ;     0.048;24   ;     ;01   ;     0.430;01   ;     ;01   ;
01.1991  ;     0.069;31   ;     ;01   ;     0.096;16   ;     ;01   ;
02.1991  ;     0.032;19   ;28   ;10   ;     0.065;01   ;     ;01   ;
03.1991  ;     0.029;09   ;10   ;02   ;     4.500;26   ;     ;01   ;
04.1991  ;     2.890;23   ;24   ;02   ;    13.100;05   ;     ;01   ;
05.1991  ;     0.340;31   ;     ;01   ;     8.040;03   ;     ;01   ;
06.1991  ;     0.130;07   ;     ;01   ;    10.500;23   ;     ;01   ;
07.1991  ;     0.480;07   ;08   ;02   ;    67.602;24   ;     ;01   ;
08.1991  ;     1.460;31   ;     ;01   ;    13.800;01   ;     ;01   ;
09.1991  ;     0.410;14   ;15   ;02   ;     1.830;01   ;04   ;04   ;
10.1991  ;     0.480;01   ;15   ;10   ;    38.898;28   ;     ;01   ;
11.1991  ;     1.340;29   ;30   ;02   ;     5.550;04   ;     ;01   ;
12.1991  ;     0.230;31   ;     ;01   ;     1.270;01   ;     ;01   ;
01.1992  ;     0.130;31   ;     ;01   ;     0.230;10   ;20   ;02   ;
02.1992  ;     0.087;29   ;     ;01   ;     0.150;08   ;11   ;04   ;
03.1992  ;     0.078;20   ;     ;01   ;     2.580;31   ;     ;01   ;
04.1992  ;     1.180;11   ;15   ;04   ;     4.100;21   ;22   ;02   ;
05.1992  ;     1.000;30   ;31   ;02   ;     3.030;10   ;     ;01   ;
06.1992  ;     0.570;22   ;     ;01   ;     1.730;18   ;     ;01   ;
07.1992  ;     0.230;29   ;     ;01   ;     0.890;30   ;31   ;02   ;
08.1992  ;     0.140;03   ;05   ;03   ;     0.890;04   ;06   ;03   ;
09.1992  ;     0.150;16   ;20   ;05   ;     0.260;30   ;     ;01   ;
10.1992  ;     0.110;30   ;     ;01   ;     0.250;01   ;     ;01   ;
11.1992  ;     0.063;31   ;     ;01   ;     0.180;01   ;     ;01   ;
12.1992  ;     0.048;     ;     ;     ;     0.062;01   ;     ;01   ;
01.1993  ;     0.018;20   ;     ;01   ;     0.061;10   ;     ;01   ;
02.1993  ;     0.020;01   ;02   ;02   ;     0.026;24   ;28   ;05   ;
03.1993  ;     0.026;01   ;     ;01   ;     2.210;25   ;     ;01   ;
04.1993  ;     0.250;01   ;02   ;02   ;     1.930;13   ;     ;01   ;
05.1993  ;     0.450;25   ;26   ;02   ;     1.110;01   ;18   ;07   ;
06.1993  ;     0.100;05   ;06   ;02   ;     1.360;08   ;10   ;03   ;
07.1993  ;     0.015;29   ;31   ;03   ;     0.700;01   ;     ;01   ;
08.1993  ;     0.015;01   ;02   ;02   ;     0.410;30   ;     ;01   ;
09.1993  ;     0.088;05   ;13   ;09   ;     0.260;14   ;28   ;10   ;
10.1993  ;     0.088;01   ;19   ;11   ;     0.940;27   ;28   ;02   ;
11.1993  ;     0.840;01   ;     ;01   ;     6.190;15   ;16   ;02   ;
12.1993  ;     0.240;31   ;     ;01   ;     1.040;01   ;     ;01   ;
