Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.1984  ;     3.660;31   ;     ;01   ;     6.730;10   ;     ;01   ;
02.1984  ;     2.650;21   ;     ;01   ;     3.650;01   ;     ;01   ;
03.1984  ;     2.690;31   ;     ;01   ;     3.200;01   ;02   ;02   ;
04.1984  ;     2.790;01   ;     ;01   ;   285.000;30   ;     ;01   ;
05.1984  ;   133.000;31   ;     ;01   ;   438.000;17   ;19   ;03   ;
06.1984  ;    93.500;06   ;     ;01   ;   239.000;28   ;29   ;02   ;
07.1984  ;    91.500;12   ;13   ;02   ;   362.000;26   ;     ;01   ;
08.1984  ;    46.000;14   ;     ;01   ;   228.000;24   ;     ;01   ;
09.1984  ;    62.600;08   ;09   ;02   ;   664.000;12   ;     ;01   ;
10.1984  ;    64.200;15   ;16   ;02   ;   382.000;23   ;     ;01   ;
11.1984  ;    30.200;13   ;     ;01   ;   135.000;01   ;     ;01   ;
12.1984  ;     5.780;31   ;     ;01   ;    29.400;01   ;     ;01   ;
01.1985  ;     1.770;31   ;     ;01   ;     5.580;01   ;     ;01   ;
02.1985  ;     1.470;28   ;     ;01   ;     1.780;07   ;13   ;07   ;
03.1985  ;     1.500;01   ;     ;01   ;     2.360;31   ;     ;01   ;
04.1985  ;     2.690;01   ;     ;01   ;   141.000;28   ;     ;01   ;
05.1985  ;    37.000;30   ;31   ;02   ;   197.000;04   ;     ;01   ;
06.1985  ;    23.800;21   ;22   ;02   ;    65.100;27   ;     ;01   ;
07.1985  ;    33.800;16   ;17   ;02   ;   147.000;24   ;     ;01   ;
08.1985  ;    92.600;25   ;26   ;02   ;   432.000;13   ;     ;01   ;
09.1985  ;    52.400;30   ;     ;01   ;   145.000;13   ;     ;01   ;
10.1985  ;    43.000;25   ;     ;01   ;   131.000;02   ;03   ;02   ;
11.1985  ;    17.900;30   ;     ;01   ;    40.600;01   ;03   ;02   ;
12.1985  ;     3.930;31   ;     ;01   ;    16.900;01   ;     ;01   ;
01.1986  ;     3.080;31   ;     ;01   ;     3.900;01   ;     ;01   ;
02.1986  ;     1.780;28   ;     ;01   ;     2.990;01   ;     ;01   ;
03.1986  ;     1.540;09   ;31   ;02   ;     1.750;01   ;     ;01   ;
04.1986  ;     3.790;01   ;     ;01   ;    79.800;30   ;     ;01   ;
05.1986  ;    51.000;11   ;     ;01   ;   241.000;25   ;     ;01   ;
06.1986  ;    52.400;13   ;     ;01   ;   123.000;01   ;     ;01   ;
07.1986  ;    51.000;31   ;     ;01   ;    94.300;17   ;     ;01   ;
08.1986  ;    24.800;29   ;30   ;02   ;    60.800;31   ;     ;01   ;
09.1986  ;    39.400;03   ;     ;01   ;   226.000;21   ;     ;01   ;
10.1986  ;    21.200;30   ;31   ;02   ;    97.800;01   ;     ;01   ;
11.1986  ;     8.850;30   ;     ;01   ;    20.600;01   ;     ;01   ;
12.1986  ;     4.420;31   ;     ;01   ;     8.770;01   ;     ;01   ;
01.1987  ;     1.380;21   ;23   ;03   ;     4.230;01   ;     ;01   ;
02.1987  ;     0.900;28   ;     ;01   ;     1.400;01   ;     ;01   ;
03.1987  ;     0.890;01   ;03   ;03   ;     1.120;31   ;     ;01   ;
04.1987  ;     1.140;01   ;     ;01   ;    52.400;30   ;     ;01   ;
05.1987  ;    40.600;31   ;     ;01   ;   105.000;02   ;     ;01   ;
06.1987  ;    38.200;02   ;     ;01   ;   178.000;24   ;     ;01   ;
07.1987  ;    76.700;01   ;06   ;02   ;   204.000;13   ;     ;01   ;
08.1987  ;    66.600;20   ;21   ;02   ;   199.000;01   ;     ;01   ;
09.1987  ;    81.300;26   ;     ;01   ;   413.000;09   ;     ;01   ;
10.1987  ;    37.000;31   ;     ;01   ;    89.300;01   ;     ;01   ;
11.1987  ;    11.400;15   ;     ;01   ;    37.000;04   ;     ;01   ;
12.1987  ;     6.220;31   ;     ;01   ;    11.700;01   ;     ;01   ;
01.1988  ;     2.500;31   ;     ;01   ;     6.110;01   ;     ;01   ;
02.1988  ;     1.350;23   ;     ;01   ;     2.420;01   ;     ;01   ;
03.1988  ;     1.540;12   ;     ;01   ;     2.360;31   ;     ;01   ;
04.1988  ;     2.630;01   ;     ;01   ;   153.000;30   ;     ;01   ;
05.1988  ;    53.600;30   ;31   ;02   ;   153.000;01   ;     ;01   ;
06.1988  ;    51.100;06   ;     ;01   ;   131.000;21   ;     ;01   ;
07.1988  ;    23.200;31   ;     ;01   ;    72.200;11   ;     ;01   ;
08.1988  ;    18.000;09   ;21   ;02   ;    41.900;24   ;     ;01   ;
09.1988  ;    13.300;30   ;     ;01   ;    34.300;02   ;     ;01   ;
10.1988  ;    13.300;01   ;06   ;04   ;    36.500;09   ;     ;01   ;
11.1988  ;     8.670;29   ;     ;01   ;    21.300;01   ;02   ;02   ;
12.1988  ;     7.340;31   ;     ;01   ;    11.300;10   ;     ;01   ;
01.1989  ;     5.490;30   ;31   ;02   ;     7.230;01   ;     ;01   ;
02.1989  ;     4.990;20   ;     ;01   ;     5.470;01   ;     ;01   ;
03.1989  ;     3.790;12   ;     ;01   ;     5.380;31   ;     ;01   ;
04.1989  ;     5.980;01   ;     ;01   ;    64.900;16   ;     ;01   ;
05.1989  ;    23.100;06   ;09   ;04   ;   127.000;18   ;     ;01   ;
06.1989  ;    56.700;25   ;     ;01   ;   153.000;20   ;     ;01   ;
07.1989  ;    47.600;11   ;     ;01   ;  2720.000;29   ;     ;01   ;
08.1989  ;    63.600;21   ;     ;01   ;   919.000;01   ;     ;01   ;
09.1989  ;    38.500;19   ;     ;01   ;   173.000;30   ;     ;01   ;
10.1989  ;    40.300;30   ;     ;01   ;   160.000;01   ;     ;01   ;
11.1989  ;    20.400;30   ;     ;01   ;    40.300;01   ;     ;01   ;
12.1989  ;    10.300;31   ;     ;01   ;    20.100;01   ;     ;01   ;
01.1990  ;     5.120;31   ;     ;01   ;    10.200;01   ;02   ;02   ;
02.1990  ;     3.060;28   ;     ;01   ;     4.970;01   ;     ;01   ;
03.1990  ;     3.080;01   ;     ;01   ;     8.110;31   ;     ;01   ;
04.1990  ;     9.900;01   ;     ;01   ;   112.000;23   ;     ;01   ;
05.1990  ;    62.400;04   ;     ;01   ;   351.000;22   ;     ;01   ;
06.1990  ;   141.000;30   ;     ;01   ;   357.000;03   ;     ;01   ;
07.1990  ;    36.300;03   ;04   ;02   ;   136.000;01   ;     ;01   ;
08.1990  ;    38.200;09   ;10   ;02   ;   873.000;27   ;     ;01   ;
09.1990  ;    53.500;30   ;     ;01   ;  1030.000;04   ;     ;01   ;
10.1990  ;    31.000;18   ;19   ;02   ;    78.500;21   ;     ;01   ;
11.1990  ;    19.200;30   ;     ;01   ;    42.300;07   ;     ;01   ;
12.1990  ;    11.000;31   ;     ;01   ;    19.000;01   ;     ;01   ;
01.1991  ;     7.100;20   ;     ;01   ;    10.700;01   ;     ;01   ;
02.1991  ;     4.660;20   ;     ;01   ;     7.510;01   ;     ;01   ;
03.1991  ;     4.250;10   ;     ;01   ;     4.840;31   ;     ;01   ;
04.1991  ;     8.810;01   ;     ;01   ;   157.000;30   ;     ;01   ;
05.1991  ;    82.398;31   ;     ;01   ;   225.000;11   ;     ;01   ;
06.1991  ;    73.199;12   ;     ;01   ;   452.000;24   ;     ;01   ;
07.1991  ;   103.000;05   ;     ;01   ;   446.000;25   ;     ;01   ;
08.1991  ;    28.199;30   ;31   ;02   ;   176.000;01   ;     ;01   ;
09.1991  ;    19.898;21   ;     ;01   ;    46.000;08   ;     ;01   ;
10.1991  ;    19.199;13   ;14   ;02   ;   166.000;28   ;     ;01   ;
11.1991  ;    15.200;26   ;     ;01   ;   132.000;01   ;     ;01   ;
12.1991  ;     9.710;31   ;     ;01   ;    34.602;01   ;     ;01   ;
01.1992  ;     3.390;31   ;     ;01   ;     9.500;01   ;     ;01   ;
02.1992  ;     1.870;29   ;     ;01   ;     3.370;01   ;     ;01   ;
03.1992  ;     1.890;01   ;     ;01   ;     4.910;31   ;     ;01   ;
04.1992  ;     5.860;01   ;     ;01   ;    65.500;26   ;     ;01   ;
05.1992  ;    36.301;06   ;07   ;02   ;   200.000;30   ;     ;01   ;
06.1992  ;   112.000;28   ;30   ;02   ;   264.000;18   ;     ;01   ;
07.1992  ;    52.199;21   ;     ;01   ;   145.000;03   ;31   ;02   ;
08.1992  ;    34.500;30   ;31   ;02   ;   188.000;01   ;     ;01   ;
09.1992  ;    37.301;01   ;     ;01   ;   669.000;10   ;     ;01   ;
10.1992  ;    42.301;31   ;     ;01   ;   174.000;01   ;     ;01   ;
11.1992  ;    12.700;30   ;     ;01   ;    41.102;01   ;     ;01   ;
12.1992  ;     8.810;31   ;     ;01   ;    12.600;01   ;     ;01   ;
01.1993  ;     5.380;20   ;     ;01   ;     8.590;01   ;     ;01   ;
02.1993  ;     4.250;20   ;     ;01   ;     5.940;01   ;     ;01   ;
03.1993  ;          ;     ;     ;     ;          ;     ;     ;     ;
