Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
05.01.2009;       ;  3    ;01     ;
10.01.2009;       ;  3    ;01     ;
15.01.2009;       ;  3    ;01     ;
20.01.2009;       ;  3    ;01     ;
25.01.2009;       ;  3    ;01     ;
31.01.2009;       ;  3    ;01     ;
05.02.2009;       ;  3    ;01     ;
10.02.2009;       ;  3    ;01     ;
15.02.2009;       ;  3    ;01     ;
20.02.2009;       ;  3    ;01     ;
25.02.2009;       ;  3    ;01     ;
28.02.2009;       ;  3    ;01     ;
05.03.2009;       ;  3    ;01     ;
10.03.2009;       ;  3    ;01     ;
15.03.2009;       ;  3    ;01     ;
20.03.2009;       ;  2    ;01     ;
25.03.2009;       ;  2    ;01     ;
31.03.2009;       ;  1    ;01     ;
