Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.1984  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.1984  ;          ;01   ;29   ;29   ;          ;01   ;29   ;29   ;
03.1984  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.1984  ;          ;01   ;04   ;04   ;     1.530;30   ;     ;01   ;
05.1984  ;     0.320;31   ;     ;01   ;     1.630;18   ;     ;01   ;
06.1984  ;     0.110;25   ;     ;01   ;     8.220;28   ;     ;01   ;
07.1984  ;     0.460;06   ;     ;01   ;    10.800;20   ;     ;01   ;
08.1984  ;     0.370;31   ;     ;01   ;     1.820;01   ;     ;01   ;
09.1984  ;     0.100;27   ;     ;01   ;     0.460;01   ;02   ;02   ;
10.1984  ;     0.110;22   ;     ;01   ;     0.320;24   ;31   ;05   ;
11.1984  ;     0.052;30   ;     ;01   ;     0.410;02   ;     ;01   ;
12.1984  ;          ;25   ;31   ;07   ;     0.050;01   ;     ;01   ;
01.1985  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.1985  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.1985  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.1985  ;     0.019;01   ;     ;01   ;     0.180;22   ;23   ;02   ;
05.1985  ;     0.082;01   ;11   ;04   ;     0.560;13   ;     ;01   ;
06.1985  ;     0.150;20   ;21   ;02   ;     0.880;25   ;     ;01   ;
07.1985  ;     0.040;06   ;08   ;03   ;     2.320;26   ;28   ;03   ;
08.1985  ;     0.390;31   ;     ;01   ;     7.480;01   ;     ;01   ;
09.1985  ;     0.011;19   ;     ;01   ;     0.560;29   ;30   ;02   ;
10.1985  ;     0.100;23   ;30   ;08   ;     0.340;01   ;     ;01   ;
11.1985  ;     0.078;17   ;     ;01   ;     0.300;01   ;02   ;02   ;
12.1985  ;          ;09   ;31   ;23   ;     0.078;01   ;     ;01   ;
01.1986  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.1986  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.1986  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.1986  ;     0.027;01   ;     ;01   ;     0.500;30   ;     ;01   ;
05.1986  ;     0.300;07   ;     ;01   ;    11.200;16   ;     ;01   ;
06.1986  ;     0.280;15   ;16   ;02   ;    24.000;21   ;     ;01   ;
07.1986  ;     1.580;31   ;     ;01   ;     9.180;01   ;     ;01   ;
08.1986  ;     1.490;01   ;03   ;02   ;    41.800;30   ;     ;01   ;
09.1986  ;     0.850;29   ;     ;01   ;    16.900;01   ;     ;01   ;
10.1986  ;     0.210;30   ;31   ;02   ;     0.920;01   ;     ;01   ;
11.1986  ;     0.130;14   ;     ;01   ;     0.250;02   ;25   ;03   ;
12.1986  ;     0.020;30   ;31   ;02   ;     0.210;03   ;     ;01   ;
01.1987  ;          ;04   ;31   ;28   ;     0.015;01   ;     ;01   ;
02.1987  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.1987  ;          ;01   ;30   ;30   ;     0.021;31   ;     ;01   ;
04.1987  ;     0.041;01   ;     ;01   ;     8.120;22   ;     ;01   ;
05.1987  ;     0.810;01   ;08   ;06   ;     2.310;18   ;     ;01   ;
06.1987  ;     0.420;10   ;11   ;02   ;     2.310;13   ;     ;01   ;
07.1987  ;     0.380;05   ;08   ;02   ;    69.300;17   ;     ;01   ;
08.1987  ;     1.070;07   ;     ;01   ;    12.600;12   ;     ;01   ;
09.1987  ;     0.940;25   ;     ;01   ;     5.190;01   ;     ;01   ;
10.1987  ;     0.740;08   ;09   ;02   ;     4.760;19   ;     ;01   ;
11.1987  ;     0.150;30   ;     ;01   ;     1.600;19   ;     ;01   ;
12.1987  ;     0.025;30   ;31   ;02   ;     0.140;04   ;10   ;02   ;
01.1988  ;          ;25   ;31   ;07   ;     0.027;15   ;     ;01   ;
02.1988  ;          ;01   ;29   ;29   ;          ;01   ;29   ;29   ;
