Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
31.10.2012;       ;       ;02     ;
05.01.2013;       ;       ;02     ;
10.01.2013; 59    ; 21    ;02     ;
15.01.2013;       ;       ;02     ;
20.01.2013; 75    ; 20    ;02     ;
25.01.2013;       ;       ;02     ;
31.01.2013; 85    ; 27    ;02     ;
05.02.2013;       ;       ;02     ;
10.02.2013; 67    ; 26    ;02     ;
15.02.2013;       ;       ;02     ;
20.02.2013; 79    ; 32    ;02     ;
25.02.2013;       ;       ;02     ;
28.02.2013; 80    ; 28    ;02     ;
05.03.2013;       ;       ;02     ;
10.03.2013; 81    ; 27    ;02     ;
15.03.2013; 85    ; 30    ;02     ;
20.03.2013; 85    ; 36    ;02     ;
25.03.2013; 85    ; 26    ;02     ;
31.03.2013;       ;       ;02     ;
05.04.2013;       ;       ;02     ;
10.04.2013;       ;       ;02     ;
15.04.2013;       ;       ;02     ;
20.04.2013;       ;       ;02     ;
25.04.2013;       ;       ;02     ;
30.04.2013;       ;       ;02     ;
10.11.2013;       ;       ;02     ;
15.11.2013; 20    ;  2    ;02     ;
20.11.2013; 20    ;  6    ;02     ;
25.11.2013; 22    ;  5    ;02     ;
30.11.2013; 22    ;  9    ;02     ;
05.12.2013; 25    ;  8    ;02     ;
10.12.2013; 29    ; 11    ;02     ;
15.12.2013; 31    ; 12    ;02     ;
20.12.2013;       ;       ;02     ;
25.12.2013;       ;       ;02     ;
31.12.2013; 47    ; 13    ;02     ;
05.01.2014;       ;       ;02     ;
10.01.2014; 56    ; 14    ;02     ;
15.01.2014;       ;       ;02     ;
20.01.2014; 57    ; 16    ;02     ;
25.01.2014;       ;       ;02     ;
31.01.2014; 63    ; 18    ;02     ;
05.02.2014;       ;       ;02     ;
10.02.2014; 73    ; 20    ;02     ;
15.02.2014;       ;       ;02     ;
20.02.2014; 78    ; 20    ;02     ;
25.02.2014;       ;       ;02     ;
28.02.2014; 82    ; 32    ;02     ;
05.03.2014;       ;       ;02     ;
10.03.2014; 84    ; 23    ;02     ;
15.03.2014; 87    ; 18    ;02     ;
20.03.2014; 87    ;  7    ;02     ;
25.03.2014;       ;       ;02     ;
31.03.2014;       ;       ;02     ;
05.04.2014;       ;       ;02     ;
10.04.2014;       ;       ;02     ;
15.04.2014;       ;       ;02     ;
20.04.2014;       ;       ;02     ;
31.10.2014;       ;       ;02     ;
05.11.2014; 10    ;       ;02     ;
10.11.2014; 14    ;  1    ;02     ;
15.11.2014; 25    ;  1    ;02     ;
20.11.2014; 30    ;  1    ;02     ;
25.11.2014;       ;       ;02     ;
30.11.2014; 37    ;  3    ;02     ;
05.12.2014;       ;       ;02     ;
10.12.2014; 45    ; 13    ;02     ;
15.12.2014;       ;       ;02     ;
20.12.2014; 57    ; 17    ;02     ;
25.12.2014;       ;       ;02     ;
31.12.2014; 70    ; 17    ;02     ;
05.01.2015;       ;       ;02     ;
10.01.2015; 77    ; 17    ;02     ;
15.01.2015;       ;       ;02     ;
20.01.2015; 83    ; 17    ;02     ;
25.01.2015;       ;       ;02     ;
31.01.2015; 85    ; 18    ;02     ;
05.02.2015;       ;       ;02     ;
10.02.2015; 87    ; 19    ;02     ;
15.02.2015;       ;       ;02     ;
20.02.2015; 90    ; 19    ;02     ;
25.02.2015;       ;       ;02     ;
28.02.2015; 91    ; 35    ;02     ;
05.03.2015;       ;       ;02     ;
10.03.2015; 92    ; 34    ;02     ;
15.03.2015;       ;       ;02     ;
20.03.2015; 94    ; 29    ;02     ;
25.03.2015; 95    ; 20    ;02     ;
31.03.2015;       ;       ;02     ;
05.04.2015;       ;       ;02     ;
10.04.2015;       ;       ;02     ;
15.04.2015;       ;       ;02     ;
20.04.2015;       ;       ;02     ;
25.04.2015;       ;       ;02     ;
