Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
05.01.2013; 50    ; 10    ;02     ;
10.01.2013; 55    ; 10    ;02     ;
15.01.2013; 60    ; 10    ;02     ;
20.01.2013; 70    ; 12    ;02     ;
25.01.2013;       ;       ;02     ;
31.01.2013; 80    ; 14    ;02     ;
05.02.2013;       ;       ;02     ;
10.02.2013; 90    ; 10    ;02     ;
15.02.2013;       ;       ;02     ;
20.02.2013;102    ; 10    ;02     ;
25.02.2013;       ;       ;02     ;
28.02.2013;102    ; 15    ;02     ;
05.03.2013;       ;       ;02     ;
10.03.2013;106    ; 15    ;02     ;
15.03.2013;       ;       ;02     ;
20.03.2013;106    ; 15    ;02     ;
25.03.2013;       ;       ;02     ;
31.03.2013; 90    ;  8    ;02     ;
05.04.2013;       ;       ;02     ;
10.04.2013; 90    ;  3    ;02     ;
15.04.2013; 90    ;  1    ;02     ;
20.04.2013;       ;       ;02     ;
25.04.2013;       ;       ;02     ;
30.04.2013;       ;       ;02     ;
15.12.2013;       ;       ;02     ;
20.12.2013;       ;       ;02     ;
25.12.2013; 17    ;  0    ;02     ;
31.12.2013; 32    ;  0    ;02     ;
05.01.2014; 40    ;  1    ;02     ;
10.01.2014; 50    ;  1    ;02     ;
15.01.2014; 60    ;  1    ;02     ;
20.01.2014; 70    ;  1    ;02     ;
25.01.2014;       ;       ;02     ;
31.01.2014; 90    ;  1    ;02     ;
05.02.2014;       ;       ;02     ;
10.02.2014; 96    ;  1    ;02     ;
15.02.2014;       ;       ;02     ;
20.02.2014;100    ;  1    ;02     ;
25.02.2014;       ;       ;02     ;
28.02.2014;104    ;  4    ;02     ;
05.03.2014;       ;       ;02     ;
10.03.2014;104    ;  4    ;02     ;
15.03.2014;       ;       ;02     ;
20.03.2014; 96    ;  0    ;02     ;
25.03.2014;       ;       ;02     ;
31.03.2014; 87    ;       ;02     ;
05.04.2014;       ;       ;02     ;
10.04.2014;       ;       ;02     ;
25.11.2014;       ;       ;02     ;
30.11.2014;       ;       ;02     ;
05.12.2014;       ;       ;02     ;
10.12.2014; 31    ;  3    ;02     ;
15.12.2014;       ;       ;02     ;
20.12.2014; 55    ;  2    ;02     ;
25.12.2014;       ;       ;02     ;
31.12.2014; 75    ;  3    ;02     ;
20.01.2016; 93    ;  2    ;02     ;
25.01.2016;       ;       ;02     ;
31.01.2016; 95    ;  2    ;02     ;
05.02.2016;       ;       ;02     ;
10.02.2016; 98    ;  2    ;02     ;
15.02.2016;       ;       ;02     ;
20.02.2016;103    ;  1    ;02     ;
25.02.2016;       ;       ;02     ;
29.02.2016;107    ;  1    ;02     ;
25.11.1984; 28    ;  0    ;01     ;
30.11.1984; 29    ;  0    ;01     ;
05.12.1984; 32    ;  2    ;01     ;
10.12.1984; 38    ;  2    ;01     ;
20.12.1984; 55    ;  2    ;01     ;
31.12.1984; 67    ;  3    ;01     ;
