Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.2000  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.2000  ;          ;01   ;29   ;29   ;          ;01   ;29   ;29   ;
03.2000  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2000  ;          ;01   ;11   ;11   ;   101.000;29   ;     ;01   ;
05.2000  ;     8.420;23   ;24   ;02   ;    92.300;01   ;     ;01   ;
06.2000  ;     7.320;20   ;22   ;03   ;   110.000;28   ;     ;01   ;
07.2000  ;    25.000;30   ;     ;01   ;   245.000;14   ;     ;01   ;
08.2000  ;     9.960;31   ;     ;01   ;    56.800;01   ;     ;01   ;
09.2000  ;     9.080;05   ;     ;01   ;    52.600;28   ;     ;01   ;
10.2000  ;     3.270;31   ;     ;01   ;    41.500;01   ;     ;01   ;
11.2000  ;     1.310;30   ;     ;01   ;     2.870;01   ;     ;01   ;
12.2000  ;          ;     ;     ;     ;     1.260;01   ;     ;01   ;
01.2001  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.2001  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2001  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2001  ;          ;01   ;11   ;11   ;    12.700;29   ;     ;01   ;
05.2001  ;     3.200;28   ;     ;01   ;    20.700;31   ;     ;01   ;
06.2001  ;     2.500;30   ;     ;01   ;    88.300;09   ;     ;01   ;
07.2001  ;     2.410;04   ;06   ;03   ;    81.000;23   ;     ;01   ;
08.2001  ;     4.160;06   ;07   ;02   ;   116.000;17   ;     ;01   ;
09.2001  ;     4.840;09   ;     ;01   ;    11.400;17   ;     ;01   ;
10.2001  ;     5.050;31   ;     ;01   ;    89.600;06   ;     ;01   ;
11.2001  ;     1.230;30   ;     ;01   ;     5.060;01   ;     ;01   ;
12.2001  ;     0.110;31   ;     ;01   ;     1.130;01   ;     ;01   ;
01.2002  ;     0.005;31   ;     ;01   ;     0.110;01   ;     ;01   ;
02.2002  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2002  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2002  ;          ;01   ;14   ;14   ;    22.500;30   ;     ;01   ;
05.2002  ;     6.900;29   ;     ;01   ;    48.600;08   ;     ;01   ;
06.2002  ;     4.480;27   ;28   ;02   ;    52.100;03   ;     ;01   ;
07.2002  ;    14.100;09   ;     ;01   ;   136.000;12   ;     ;01   ;
08.2002  ;    15.500;31   ;     ;01   ;   330.000;05   ;     ;01   ;
09.2002  ;    14.500;12   ;     ;01   ;    22.600;23   ;     ;01   ;
10.2002  ;     4.080;30   ;     ;01   ;    15.100;01   ;     ;01   ;
11.2002  ;     0.670;30   ;     ;01   ;     3.820;01   ;     ;01   ;
12.2002  ;     0.120;31   ;     ;01   ;     0.610;01   ;     ;01   ;
01.2003  ;          ;10   ;31   ;22   ;     0.110;01   ;     ;01   ;
02.2003  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2003  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2003  ;          ;01   ;12   ;12   ;    11.800;26   ;     ;01   ;
05.2003  ;     2.280;12   ;     ;01   ;    81.700;31   ;     ;01   ;
06.2003  ;     6.300;24   ;25   ;02   ;   154.000;01   ;     ;01   ;
07.2003  ;    19.200;05   ;     ;01   ;   140.000;26   ;     ;01   ;
08.2003  ;     7.320;13   ;     ;01   ;    55.200;30   ;     ;01   ;
09.2003  ;     9.960;11   ;     ;01   ;    56.800;20   ;     ;01   ;
10.2003  ;     2.630;31   ;     ;01   ;    24.600;01   ;     ;01   ;
11.2003  ;     1.760;30   ;     ;01   ;     2.600;01   ;     ;01   ;
12.2003  ;     0.860;31   ;     ;01   ;     1.740;01   ;     ;01   ;
01.2004  ;     0.280;31   ;     ;01   ;     0.830;01   ;     ;01   ;
02.2004  ;     0.110;29   ;     ;01   ;     0.280;01   ;     ;01   ;
03.2004  ;     0.061;15   ;16   ;02   ;     0.110;31   ;     ;01   ;
04.2004  ;     0.120;01   ;     ;01   ;    76.200;29   ;     ;01   ;
05.2004  ;    23.100;07   ;     ;01   ;    84.200;12   ;13   ;02   ;
06.2004  ;     5.920;17   ;     ;01   ;    50.100;02   ;     ;01   ;
07.2004  ;     2.500;20   ;     ;01   ;    11.100;27   ;     ;01   ;
08.2004  ;     2.900;22   ;     ;01   ;    66.600;30   ;     ;01   ;
09.2004  ;    10.400;26   ;     ;01   ;    62.600;01   ;     ;01   ;
10.2004  ;     4.630;31   ;     ;01   ;    28.300;01   ;     ;01   ;
11.2004  ;     2.140;30   ;     ;01   ;     4.210;01   ;     ;01   ;
12.2004  ;     1.060;31   ;     ;01   ;     2.070;01   ;     ;01   ;
01.2005  ;     0.280;31   ;     ;01   ;     1.030;01   ;     ;01   ;
02.2005  ;     0.120;27   ;28   ;02   ;     0.270;01   ;02   ;02   ;
03.2005  ;     0.031;31   ;     ;01   ;     0.110;01   ;     ;01   ;
04.2005  ;     0.078;01   ;     ;01   ;    32.100;30   ;     ;01   ;
05.2005  ;    10.600;11   ;     ;01   ;    77.400;03   ;     ;01   ;
06.2005  ;    13.400;07   ;     ;01   ;   205.000;18   ;     ;01   ;
07.2005  ;     3.740;19   ;     ;01   ;   218.000;06   ;     ;01   ;
08.2005  ;     4.020;05   ;     ;01   ;    39.600;25   ;     ;01   ;
09.2005  ;    17.400;29   ;     ;01   ;   104.000;13   ;     ;01   ;
10.2005  ;     5.390;31   ;     ;01   ;    25.800;03   ;     ;01   ;
11.2005  ;     0.990;30   ;     ;01   ;     6.620;02   ;     ;01   ;
12.2005  ;     0.780;31   ;     ;01   ;     0.980;01   ;     ;01   ;
01.2006  ;          ;19   ;31   ;13   ;     0.740;01   ;     ;01   ;
02.2006  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2006  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2006  ;          ;01   ;11   ;11   ;    39.700;30   ;     ;01   ;
05.2006  ;     3.740;30   ;31   ;02   ;   111.000;03   ;     ;01   ;
06.2006  ;     3.300;04   ;05   ;02   ;    18.800;28   ;     ;01   ;
07.2006  ;    10.600;02   ;     ;01   ;    96.300;25   ;     ;01   ;
08.2006  ;    10.400;05   ;     ;01   ;    73.300;07   ;     ;01   ;
09.2006  ;    17.400;27   ;30   ;02   ;    42.400;13   ;     ;01   ;
10.2006  ;     1.810;31   ;     ;01   ;    16.100;01   ;     ;01   ;
11.2006  ;     1.010;30   ;     ;01   ;     1.660;01   ;     ;01   ;
12.2006  ;     0.620;31   ;     ;01   ;     1.000;01   ;     ;01   ;
01.2007  ;     0.220;31   ;     ;01   ;     0.600;01   ;     ;01   ;
02.2007  ;          ;17   ;28   ;12   ;     0.210;01   ;     ;01   ;
03.2007  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2007  ;          ;01   ;11   ;11   ;    63.200;25   ;     ;01   ;
05.2007  ;    12.500;31   ;     ;01   ;    53.600;22   ;     ;01   ;
06.2007  ;     6.300;10   ;11   ;02   ;   116.000;23   ;     ;01   ;
07.2007  ;    17.800;08   ;     ;01   ;   290.000;23   ;     ;01   ;
08.2007  ;    10.200;24   ;     ;01   ;    52.600;28   ;     ;01   ;
09.2007  ;    13.100;13   ;     ;01   ;    41.500;04   ;     ;01   ;
10.2007  ;     7.760;09   ;     ;01   ;    20.300;18   ;     ;01   ;
11.2007  ;     7.470;30   ;     ;01   ;    11.900;01   ;     ;01   ;
12.2007  ;     4.390;31   ;     ;01   ;     7.370;01   ;     ;01   ;
01.2008  ;     1.620;31   ;     ;01   ;     5.350;01   ;     ;01   ;
02.2008  ;          ;13   ;29   ;17   ;     1.490;01   ;     ;01   ;
03.2008  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2008  ;          ;01   ;06   ;06   ;    36.800;30   ;     ;01   ;
05.2008  ;    19.600;31   ;     ;01   ;    48.600;20   ;     ;01   ;
06.2008  ;     8.860;29   ;30   ;02   ;    26.200;09   ;     ;01   ;
07.2008  ;     8.860;01   ;03   ;03   ;   177.000;10   ;     ;01   ;
08.2008  ;     8.420;31   ;     ;01   ;   131.000;05   ;     ;01   ;
09.2008  ;     7.760;02   ;     ;01   ;    96.300;19   ;     ;01   ;
10.2008  ;     4.980;31   ;     ;01   ;    27.100;01   ;     ;01   ;
11.2008  ;     0.670;30   ;     ;01   ;     4.220;01   ;     ;01   ;
12.2008  ;     0.180;31   ;     ;01   ;     0.660;01   ;     ;01   ;
01.2009  ;          ;11   ;31   ;21   ;     0.160;01   ;     ;01   ;
02.2009  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2009  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2009  ;          ;01   ;18   ;18   ;    83.000;30   ;     ;01   ;
05.2009  ;     2.600;31   ;     ;01   ;   157.000;06   ;     ;01   ;
06.2009  ;     2.900;01   ;     ;01   ;    29.200;23   ;     ;01   ;
07.2009  ;     3.000;07   ;     ;01   ;    25.800;10   ;     ;01   ;
08.2009  ;     4.840;25   ;     ;01   ;    67.200;29   ;     ;01   ;
09.2009  ;    23.400;03   ;     ;01   ;   102.000;09   ;     ;01   ;
10.2009  ;     4.100;31   ;     ;01   ;    49.100;01   ;03   ;02   ;
11.2009  ;     2.400;30   ;     ;01   ;     4.050;01   ;     ;01   ;
12.2009  ;     0.630;31   ;     ;01   ;     2.340;01   ;     ;01   ;
01.2010  ;     1.420;31   ;     ;01   ;     2.300;01   ;     ;01   ;
02.2010  ;     0.590;28   ;     ;01   ;     1.390;01   ;     ;01   ;
03.2010  ;     0.033;19   ;     ;01   ;     0.560;01   ;     ;01   ;
04.2010  ;     0.049;01   ;     ;01   ;    14.200;30   ;     ;01   ;
05.2010  ;     4.840;16   ;     ;01   ;   104.000;24   ;     ;01   ;
06.2010  ;     7.540;13   ;     ;01   ;    37.700;30   ;     ;01   ;
07.2010  ;    17.400;15   ;     ;01   ;   195.000;21   ;     ;01   ;
08.2010  ;     6.700;30   ;31   ;02   ;    52.100;01   ;     ;01   ;
09.2010  ;     4.300;30   ;     ;01   ;    16.500;04   ;     ;01   ;
10.2010  ;     2.690;31   ;     ;01   ;    20.100;13   ;     ;01   ;
11.2010  ;     1.580;30   ;     ;01   ;     2.650;01   ;     ;01   ;
12.2010  ;     0.430;31   ;     ;01   ;     1.540;01   ;     ;01   ;
01.2011  ;     0.330;31   ;     ;01   ;     0.430;01   ;02   ;02   ;
02.2011  ;     0.180;28   ;     ;01   ;     0.320;01   ;02   ;02   ;
03.2011  ;     0.140;30   ;31   ;02   ;     0.180;01   ;04   ;04   ;
04.2011  ;     0.120;20   ;     ;01   ;    55.700;30   ;     ;01   ;
05.2011  ;     2.600;26   ;28   ;03   ;    56.300;01   ;     ;01   ;
06.2011  ;     3.880;20   ;     ;01   ;    32.300;03   ;     ;01   ;
07.2011  ;     1.980;30   ;     ;01   ;     5.020;01   ;     ;01   ;
08.2011  ;     2.070;02   ;     ;01   ;    37.300;11   ;     ;01   ;
09.2011  ;     2.440;01   ;     ;01   ;    13.400;24   ;25   ;02   ;
10.2011  ;     1.510;31   ;     ;01   ;     6.900;13   ;14   ;02   ;
11.2011  ;     0.650;30   ;     ;01   ;     1.430;01   ;     ;01   ;
12.2011  ;     0.260;31   ;     ;01   ;     0.630;01   ;     ;01   ;
01.2012  ;     0.032;31   ;     ;01   ;     0.250;01   ;     ;01   ;
02.2012  ;     0.034;01   ;     ;01   ;     0.097;29   ;     ;01   ;
03.2012  ;     0.099;01   ;     ;01   ;     0.170;31   ;     ;01   ;
04.2012  ;     0.170;01   ;     ;01   ;    57.200;30   ;     ;01   ;
05.2012  ;     5.020;20   ;     ;01   ;    60.000;06   ;     ;01   ;
06.2012  ;     1.890;25   ;27   ;03   ;     6.100;01   ;     ;01   ;
