Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.2000  ;     4.990;31   ;     ;01   ;     8.420;09   ;10   ;02   ;
02.2000  ;     3.940;20   ;21   ;02   ;     4.930;01   ;     ;01   ;
03.2000  ;     3.720;20   ;     ;01   ;     4.080;31   ;     ;01   ;
04.2000  ;     4.220;01   ;     ;01   ;   159.000;23   ;     ;01   ;
05.2000  ;    69.600;27   ;     ;01   ;   150.000;03   ;     ;01   ;
06.2000  ;    29.000;25   ;26   ;02   ;    82.300;03   ;     ;01   ;
07.2000  ;    33.700;17   ;     ;01   ;   508.000;31   ;     ;01   ;
08.2000  ;    66.200;31   ;     ;01   ;   823.000;02   ;     ;01   ;
09.2000  ;    46.300;15   ;     ;01   ;    95.600;19   ;     ;01   ;
10.2000  ;    47.900;31   ;     ;01   ;   142.000;09   ;     ;01   ;
11.2000  ;    19.300;30   ;     ;01   ;    52.800;07   ;     ;01   ;
12.2000  ;     6.350;31   ;     ;01   ;    18.200;01   ;     ;01   ;
01.2001  ;     6.520;01   ;     ;01   ;     8.020;10   ;     ;01   ;
02.2001  ;     5.230;28   ;     ;01   ;     6.820;01   ;     ;01   ;
03.2001  ;     4.790;31   ;     ;01   ;     5.210;01   ;     ;01   ;
04.2001  ;     4.800;01   ;     ;01   ;   159.000;28   ;     ;01   ;
05.2001  ;    69.200;31   ;     ;01   ;   204.000;04   ;     ;01   ;
06.2001  ;    33.000;26   ;     ;01   ;   101.000;02   ;     ;01   ;
07.2001  ;    36.800;01   ;     ;01   ;   166.000;11   ;12   ;02   ;
08.2001  ;    42.300;20   ;     ;01   ;   120.000;09   ;     ;01   ;
09.2001  ;    23.500;28   ;30   ;03   ;    55.000;01   ;     ;01   ;
10.2001  ;    14.600;10   ;11   ;02   ;    26.700;22   ;     ;01   ;
11.2001  ;    12.000;30   ;     ;01   ;    18.300;01   ;02   ;02   ;
12.2001  ;     4.050;31   ;     ;01   ;    11.900;01   ;     ;01   ;
01.2002  ;     4.080;01   ;     ;01   ;     4.970;31   ;     ;01   ;
02.2002  ;     4.350;10   ;     ;01   ;     4.910;01   ;     ;01   ;
03.2002  ;     3.970;10   ;     ;01   ;     7.190;31   ;     ;01   ;
04.2002  ;     7.390;01   ;     ;01   ;   273.000;25   ;     ;01   ;
05.2002  ;    57.000;22   ;     ;01   ;   150.000;01   ;     ;01   ;
06.2002  ;    48.600;26   ;27   ;02   ;   118.000;09   ;     ;01   ;
07.2002  ;    43.200;03   ;     ;01   ;   172.000;06   ;     ;01   ;
08.2002  ;    51.300;17   ;     ;01   ;   252.000;04   ;     ;01   ;
09.2002  ;    29.400;29   ;30   ;02   ;   309.000;03   ;     ;01   ;
10.2002  ;    29.400;01   ;02   ;02   ;   319.000;08   ;09   ;02   ;
11.2002  ;    11.900;30   ;     ;01   ;    54.100;01   ;     ;01   ;
12.2002  ;     7.880;31   ;     ;01   ;    11.600;01   ;     ;01   ;
01.2003  ;     6.080;31   ;     ;01   ;     7.760;01   ;     ;01   ;
02.2003  ;     5.510;28   ;     ;01   ;     6.250;10   ;     ;01   ;
03.2003  ;     4.810;10   ;     ;01   ;    13.900;31   ;     ;01   ;
04.2003  ;    20.600;01   ;     ;01   ;   130.000;18   ;     ;01   ;
05.2003  ;    31.800;30   ;31   ;02   ;    82.400;01   ;     ;01   ;
06.2003  ;    13.800;29   ;30   ;02   ;    31.800;01   ;     ;01   ;
07.2003  ;     7.200;27   ;29   ;03   ;    17.200;05   ;     ;01   ;
08.2003  ;    10.900;01   ;     ;01   ;   167.000;23   ;     ;01   ;
09.2003  ;    28.300;27   ;28   ;02   ;    94.800;06   ;     ;01   ;
10.2003  ;    36.600;09   ;     ;01   ;    93.100;24   ;     ;01   ;
11.2003  ;    21.000;30   ;     ;01   ;    72.200;01   ;02   ;02   ;
12.2003  ;    11.300;31   ;     ;01   ;    19.500;01   ;     ;01   ;
01.2004  ;     5.280;31   ;     ;01   ;    11.300;01   ;10   ;10   ;
02.2004  ;     4.390;29   ;     ;01   ;     5.220;01   ;     ;01   ;
03.2004  ;     3.920;10   ;     ;01   ;    11.700;31   ;     ;01   ;
04.2004  ;    11.900;01   ;     ;01   ;   171.000;21   ;     ;01   ;
05.2004  ;   101.000;28   ;31   ;02   ;   342.000;11   ;     ;01   ;
06.2004  ;    38.900;21   ;     ;01   ;   116.000;01   ;     ;01   ;
07.2004  ;    39.900;17   ;     ;01   ;   605.000;25   ;     ;01   ;
08.2004  ;    34.900;30   ;     ;01   ;   136.000;01   ;     ;01   ;
09.2004  ;    30.000;07   ;     ;01   ;    71.600;19   ;     ;01   ;
10.2004  ;    33.200;20   ;21   ;02   ;    77.700;02   ;     ;01   ;
11.2004  ;    36.800;01   ;03   ;03   ;    87.900;11   ;12   ;02   ;
12.2004  ;    13.300;31   ;     ;01   ;    39.900;01   ;     ;01   ;
01.2005  ;     8.260;31   ;     ;01   ;    13.100;01   ;     ;01   ;
02.2005  ;     4.500;28   ;     ;01   ;     8.140;01   ;     ;01   ;
03.2005  ;     4.560;01   ;     ;01   ;     6.430;31   ;     ;01   ;
04.2005  ;     6.700;01   ;     ;01   ;   301.000;29   ;     ;01   ;
05.2005  ;   114.000;10   ;14   ;03   ;   361.000;20   ;     ;01   ;
06.2005  ;    49.100;30   ;     ;01   ;   152.000;01   ;     ;01   ;
07.2005  ;    27.600;14   ;     ;01   ;    60.500;31   ;     ;01   ;
08.2005  ;    21.000;25   ;     ;01   ;    81.800;29   ;     ;01   ;
09.2005  ;    29.800;30   ;     ;01   ;    65.200;01   ;     ;01   ;
10.2005  ;    36.200;27   ;     ;01   ;   149.000;09   ;10   ;02   ;
11.2005  ;    18.400;20   ;     ;01   ;    38.700;08   ;     ;01   ;
12.2005  ;    10.300;31   ;     ;01   ;    20.800;01   ;     ;01   ;
01.2006  ;     5.270;31   ;     ;01   ;    10.000;01   ;     ;01   ;
02.2006  ;     4.460;10   ;     ;01   ;     5.650;28   ;     ;01   ;
