Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.2000  ;     1.370;01   ;     ;01   ;     1.590;31   ;     ;01   ;
02.2000  ;     1.600;01   ;02   ;02   ;     1.860;20   ;     ;01   ;
03.2000  ;     1.290;25   ;     ;01   ;     2.300;31   ;     ;01   ;
04.2000  ;     2.470;01   ;     ;01   ;    31.500;26   ;     ;01   ;
05.2000  ;     2.780;23   ;24   ;02   ;     9.420;01   ;     ;01   ;
06.2000  ;     2.260;22   ;23   ;02   ;     3.760;27   ;     ;01   ;
07.2000  ;     2.190;11   ;20   ;03   ;     6.440;31   ;     ;01   ;
08.2000  ;     2.860;23   ;     ;01   ;    20.000;27   ;     ;01   ;
09.2000  ;     2.780;29   ;30   ;02   ;     5.500;01   ;     ;01   ;
10.2000  ;     2.530;31   ;     ;01   ;     3.680;11   ;12   ;02   ;
11.2000  ;     0.420;30   ;     ;01   ;     2.490;01   ;     ;01   ;
12.2000  ;     0.430;01   ;     ;01   ;     0.790;30   ;31   ;02   ;
01.2001  ;     0.800;01   ;     ;01   ;     1.000;31   ;     ;01   ;
02.2001  ;     0.940;20   ;     ;01   ;     1.050;09   ;10   ;02   ;
03.2001  ;     0.990;01   ;     ;01   ;     1.280;31   ;     ;01   ;
04.2001  ;     2.360;01   ;     ;01   ;    37.300;12   ;     ;01   ;
05.2001  ;     4.540;28   ;31   ;02   ;    45.300;09   ;     ;01   ;
06.2001  ;     2.930;25   ;     ;01   ;     4.860;07   ;     ;01   ;
07.2001  ;     2.930;02   ;03   ;02   ;     3.920;24   ;25   ;02   ;
08.2001  ;     2.260;16   ;18   ;03   ;    10.300;24   ;     ;01   ;
09.2001  ;     2.330;05   ;18   ;13   ;     2.530;01   ;     ;01   ;
10.2001  ;     1.750;30   ;     ;01   ;     2.800;11   ;17   ;02   ;
11.2001  ;     0.660;30   ;     ;01   ;     1.890;01   ;     ;01   ;
12.2001  ;     0.660;01   ;     ;01   ;     1.160;20   ;     ;01   ;
01.2002  ;     0.740;20   ;21   ;02   ;     1.010;01   ;     ;01   ;
02.2002  ;     1.010;01   ;     ;01   ;     1.570;28   ;     ;01   ;
03.2002  ;     1.590;01   ;     ;01   ;     3.500;31   ;     ;01   ;
04.2002  ;     4.040;25   ;     ;01   ;    10.400;10   ;     ;01   ;
05.2002  ;     2.630;28   ;     ;01   ;     7.430;31   ;     ;01   ;
06.2002  ;     2.540;29   ;30   ;02   ;     7.720;01   ;     ;01   ;
07.2002  ;     2.470;21   ;29   ;07   ;     4.030;12   ;13   ;02   ;
08.2002  ;     2.040;25   ;     ;01   ;     3.030;04   ;     ;01   ;
09.2002  ;     2.190;09   ;18   ;10   ;     2.880;20   ;21   ;02   ;
10.2002  ;     1.030;31   ;     ;01   ;     3.030;14   ;     ;01   ;
11.2002  ;     0.640;29   ;30   ;02   ;     1.120;02   ;     ;01   ;
12.2002  ;     0.660;01   ;     ;01   ;     0.800;10   ;     ;01   ;
01.2003  ;     0.680;01   ;     ;01   ;     0.860;31   ;     ;01   ;
02.2003  ;     0.870;01   ;     ;01   ;     1.000;28   ;     ;01   ;
03.2003  ;     0.770;10   ;     ;01   ;     0.980;01   ;     ;01   ;
04.2003  ;     1.000;01   ;     ;01   ;     6.540;20   ;     ;01   ;
05.2003  ;     2.680;01   ;     ;01   ;     5.580;14   ;     ;01   ;
06.2003  ;     3.150;25   ;26   ;02   ;    12.200;29   ;     ;01   ;
07.2003  ;     4.050;12   ;     ;01   ;    78.800;18   ;     ;01   ;
08.2003  ;     5.430;25   ;31   ;03   ;    48.700;01   ;     ;01   ;
09.2003  ;     4.680;08   ;     ;01   ;    13.000;17   ;18   ;02   ;
10.2003  ;     2.940;28   ;     ;01   ;     5.280;01   ;     ;01   ;
11.2003  ;     1.160;30   ;     ;01   ;     2.890;02   ;     ;01   ;
12.2003  ;     0.770;29   ;31   ;03   ;     1.140;01   ;     ;01   ;
01.2004  ;     0.790;01   ;     ;01   ;     1.020;31   ;     ;01   ;
02.2004  ;     1.040;01   ;     ;01   ;     1.210;10   ;     ;01   ;
03.2004  ;     1.160;01   ;10   ;10   ;     3.130;31   ;     ;01   ;
04.2004  ;     3.670;01   ;     ;01   ;    70.600;12   ;     ;01   ;
05.2004  ;     6.590;31   ;     ;01   ;    47.000;12   ;     ;01   ;
06.2004  ;     4.900;23   ;27   ;05   ;     6.400;01   ;     ;01   ;
07.2004  ;     3.450;19   ;     ;01   ;     7.020;17   ;     ;01   ;
08.2004  ;     3.020;25   ;27   ;03   ;     8.350;31   ;     ;01   ;
09.2004  ;     3.740;30   ;     ;01   ;    10.600;04   ;     ;01   ;
10.2004  ;     2.440;25   ;     ;01   ;     3.880;07   ;     ;01   ;
11.2004  ;     1.280;30   ;     ;01   ;     2.520;01   ;     ;01   ;
12.2004  ;     0.750;20   ;     ;01   ;     1.260;01   ;     ;01   ;
01.2005  ;     1.030;01   ;     ;01   ;     1.530;31   ;     ;01   ;
02.2005  ;     1.550;01   ;     ;01   ;     1.710;28   ;     ;01   ;
03.2005  ;     1.730;01   ;     ;01   ;     2.100;21   ;31   ;11   ;
04.2005  ;     2.100;01   ;04   ;04   ;    97.000;22   ;     ;01   ;
05.2005  ;     4.700;26   ;28   ;02   ;    27.400;05   ;     ;01   ;
06.2005  ;     3.160;30   ;     ;01   ;    25.800;17   ;     ;01   ;
07.2005  ;     2.800;12   ;31   ;04   ;     9.860;20   ;     ;01   ;
