Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
10.01.2000; 85    ;  5    ;01     ;
20.01.2000; 90    ;  5    ;01     ;
31.01.2000;102    ;  5    ;01     ;
10.02.2000;102    ;  2    ;01     ;
20.02.2000;113    ;  2    ;01     ;
29.02.2000;113    ;  3    ;01     ;
10.03.2000;113    ;  5    ;01     ;
20.03.2000;110    ;  3    ;01     ;
31.03.2000;110    ;  5    ;01     ;
10.04.2000;100    ;       ;01     ;
30.11.2000;       ;       ;01     ;
05.12.2000;       ;       ;01     ;
10.12.2000; 60    ;  4    ;01     ;
15.12.2000;       ;       ;01     ;
20.12.2000; 79    ;  7    ;01     ;
25.12.2000;       ;       ;01     ;
31.12.2000; 96    ;  3    ;01     ;
10.01.2001;105    ;  9    ;01     ;
20.01.2001;112    ;  6    ;01     ;
31.01.2001;115    ;  5    ;01     ;
10.02.2001;117    ;  6    ;01     ;
20.02.2001;114    ;  5    ;01     ;
28.02.2001;107    ;  6    ;01     ;
10.03.2001;104    ; 13    ;01     ;
20.03.2001;104    ; 11    ;01     ;
31.03.2001;102    ; 12    ;01     ;
10.12.2001; 43    ;       ;01     ;
20.12.2001; 56    ;       ;01     ;
31.12.2001; 76    ;  1    ;01     ;
10.01.2002; 76    ;       ;01     ;
20.01.2002; 85    ;  5    ;01     ;
31.01.2002;102    ;       ;01     ;
10.02.2002;108    ;  3    ;01     ;
20.02.2002;109    ;  8    ;01     ;
28.02.2002;114    ;       ;01     ;
10.03.2002;122    ;       ;01     ;
20.03.2002;122    ;       ;01     ;
31.03.2002;100    ;       ;01     ;
10.12.2002; 36    ;       ;01     ;
20.12.2002; 74    ;       ;01     ;
31.12.2002; 90    ;  0    ;01     ;
10.01.2003;103    ; 11    ;01     ;
20.01.2003;108    ; 10    ;01     ;
31.01.2003;118    ; 16    ;01     ;
10.02.2003;122    ; 12    ;01     ;
20.02.2003;125    ; 10    ;01     ;
28.02.2003;125    ;  9    ;01     ;
10.03.2003;125    ;  4    ;01     ;
20.03.2003;117    ;  6    ;01     ;
31.03.2003;112    ;  2    ;01     ;
10.12.2003; 19    ;  7    ;01     ;
20.12.2003; 28    ;  9    ;01     ;
31.12.2003; 34    ; 16    ;01     ;
10.01.2004; 39    ;  7    ;01     ;
20.01.2004; 47    ;  7    ;01     ;
31.01.2004; 49    ; 27    ;01     ;
10.02.2004; 54    ; 26    ;01     ;
20.02.2004; 57    ; 20    ;01     ;
29.02.2004; 57    ; 18    ;01     ;
10.03.2004; 61    ; 16    ;01     ;
20.03.2004; 65    ; 12    ;01     ;
31.12.2004; 34    ;  6    ;01     ;
10.01.2005; 53    ;  8    ;01     ;
20.01.2005; 62    ;  8    ;01     ;
31.01.2005; 71    ; 10    ;01     ;
10.02.2005; 82    ; 11    ;01     ;
20.02.2005; 94    ; 15    ;01     ;
28.02.2005; 90    ; 14    ;01     ;
10.03.2005; 90    ; 10    ;01     ;
20.03.2005; 88    ;  9    ;01     ;
31.03.2005; 87    ; 27    ;01     ;
10.04.2005; 83    ; 17    ;01     ;
20.12.2005; 35    ;  1    ;01     ;
31.12.2005; 48    ;  1    ;01     ;
10.01.2006; 60    ;  4    ;01     ;
20.01.2006; 75    ;       ;01     ;
31.01.2006; 82    ;       ;01     ;
10.02.2006; 97    ;  2    ;01     ;
20.02.2006;103    ;  1    ;01     ;
28.02.2006;106    ; 10    ;01     ;
10.03.2006;110    ; 13    ;01     ;
20.03.2006;109    ;  1    ;01     ;
31.03.2006;108    ; 22    ;01     ;
10.04.2006; 99    ;       ;01     ;
20.04.2006; 66    ;       ;01     ;
10.12.2006; 46    ;  1    ;01     ;
20.12.2006; 54    ;  3    ;01     ;
31.12.2006; 56    ; 11    ;01     ;
10.01.2007; 57    ;  8    ;01     ;
20.01.2007; 60    ;  9    ;01     ;
31.01.2007; 62    ;  9    ;01     ;
10.02.2007; 63    ;  9    ;01     ;
20.02.2007; 61    ;  9    ;01     ;
28.02.2007; 49    ;  7    ;01     ;
10.03.2007; 47    ; 18    ;01     ;
20.03.2007; 44    ; 21    ;01     ;
31.03.2007; 25    ;  2    ;01     ;
10.12.2007; 45    ;  1    ;01     ;
20.12.2007; 62    ;  1    ;01     ;
31.12.2007; 71    ; 25    ;01     ;
10.01.2008; 77    ; 13    ;01     ;
20.01.2008; 80    ; 10    ;01     ;
31.01.2008; 82    ;  8    ;01     ;
10.02.2008; 88    ;  5    ;01     ;
20.02.2008; 95    ;  9    ;01     ;
29.02.2008; 95    ;  5    ;01     ;
10.03.2008; 95    ;  1    ;01     ;
20.03.2008; 91    ;  1    ;01     ;
30.11.2008; 24    ;  2    ;01     ;
10.12.2008; 29    ; 15    ;01     ;
20.12.2008; 38    ;  7    ;01     ;
31.12.2008; 44    ;  7    ;01     ;
10.01.2009; 50    ;  8    ;01     ;
20.01.2009; 51    ; 20    ;01     ;
31.01.2009; 58    ; 17    ;01     ;
10.02.2009; 66    ; 14    ;01     ;
20.02.2009; 68    ; 19    ;01     ;
28.02.2009; 75    ; 21    ;01     ;
10.03.2009; 75    ; 18    ;01     ;
