Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
15.11.2002;       ;       ;02     ;
20.11.2002;       ;       ;02     ;
25.11.2002; 38    ;  3    ;02     ;
30.11.2002; 44    ;  7    ;02     ;
05.12.2002;       ;       ;02     ;
10.12.2002; 49    ; 10    ;02     ;
15.12.2002;       ;       ;02     ;
20.12.2002; 54    ;  6    ;02     ;
25.12.2002;       ;       ;02     ;
31.12.2002; 60    ; 41    ;02     ;
15.11.2010;       ;       ;02     ;
20.11.2010; 14    ;       ;02     ;
25.11.2010;       ;       ;02     ;
30.11.2010; 25    ;  4    ;02     ;
05.12.2010;       ;       ;02     ;
10.12.2010; 29    ; 13    ;02     ;
15.12.2010;       ;       ;02     ;
20.12.2010; 37    ; 19    ;02     ;
25.12.2010;       ;       ;02     ;
31.12.2010; 56    ; 14    ;02     ;
05.01.2013;       ;       ;02     ;
10.01.2013; 68    ; 20    ;02     ;
15.01.2013;       ;       ;02     ;
20.01.2013; 78    ; 20    ;02     ;
25.01.2013;       ;       ;02     ;
31.01.2013; 88    ; 30    ;02     ;
05.02.2013;       ;       ;02     ;
10.02.2013; 97    ; 24    ;02     ;
15.02.2013;       ;       ;02     ;
20.02.2013;103    ; 27    ;02     ;
25.02.2013;       ;       ;02     ;
28.02.2013;106    ; 27    ;02     ;
05.03.2013;       ;       ;02     ;
10.03.2013;104    ; 29    ;02     ;
15.03.2013;       ;       ;02     ;
20.03.2013;106    ; 34    ;02     ;
25.03.2013;       ;       ;02     ;
31.03.2013; 96    ; 38    ;02     ;
05.04.2013; 96    ; 38    ;02     ;
10.04.2013; 94    ; 22    ;02     ;
15.04.2013;       ;       ;02     ;
20.04.2013;       ;       ;02     ;
25.04.2013;       ;       ;02     ;
15.11.2013;       ;       ;02     ;
20.11.2013;       ;       ;02     ;
25.11.2013;       ;       ;02     ;
30.11.2013; 19    ;  4    ;02     ;
05.12.2013; 23    ;  8    ;02     ;
10.12.2013; 27    ; 10    ;02     ;
15.12.2013; 29    ;  6    ;02     ;
20.12.2013; 31    ;  6    ;02     ;
25.12.2013;       ;       ;02     ;
31.12.2013; 35    ; 12    ;02     ;
05.01.2014;       ;       ;02     ;
10.01.2014; 42    ; 13    ;02     ;
15.01.2014;       ;       ;02     ;
20.01.2014; 47    ; 12    ;02     ;
25.01.2014;       ;       ;02     ;
31.01.2014; 50    ; 18    ;02     ;
05.02.2014;       ;       ;02     ;
10.02.2014; 56    ; 20    ;02     ;
15.02.2014;       ;       ;02     ;
20.02.2014; 59    ; 20    ;02     ;
25.02.2014;       ;       ;02     ;
28.02.2014; 59    ; 18    ;02     ;
05.03.2014;       ;       ;02     ;
10.03.2014; 61    ; 17    ;02     ;
15.03.2014;       ;       ;02     ;
20.03.2014; 55    ;  9    ;02     ;
25.03.2014;       ;       ;02     ;
31.03.2014;       ;       ;02     ;
05.04.2014;       ;       ;02     ;
25.11.2014; 25    ;       ;02     ;
30.11.2014; 36    ;       ;02     ;
05.12.2014;       ;       ;02     ;
10.12.2014; 41    ; 18    ;02     ;
