Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.2000  ;    42.000;20   ;21   ;02   ;    60.800;01   ;     ;01   ;
02.2000  ;    29.000;29   ;     ;01   ;    41.900;01   ;     ;01   ;
03.2000  ;    28.300;10   ;11   ;02   ;    33.500;31   ;     ;01   ;
04.2000  ;    34.000;01   ;     ;01   ;   818.000;28   ;     ;01   ;
05.2000  ;   752.000;02   ;     ;01   ;  1250.000;28   ;     ;01   ;
06.2000  ;   395.000;28   ;29   ;02   ;  1100.000;01   ;     ;01   ;
07.2000  ;   546.000;15   ;     ;01   ;  1390.000;31   ;     ;01   ;
08.2000  ;   829.000;31   ;     ;01   ;  2160.000;10   ;     ;01   ;
09.2000  ;   448.000;30   ;     ;01   ;   818.000;03   ;     ;01   ;
10.2000  ;   277.000;27   ;     ;01   ;   443.000;01   ;     ;01   ;
11.2000  ;    51.200;30   ;     ;01   ;   289.000;01   ;     ;01   ;
12.2000  ;    28.500;31   ;     ;01   ;    50.700;01   ;     ;01   ;
01.2001  ;    20.300;31   ;     ;01   ;    28.400;01   ;     ;01   ;
02.2001  ;    18.100;20   ;     ;01   ;    20.200;01   ;     ;01   ;
03.2001  ;    16.400;20   ;21   ;02   ;    19.300;01   ;     ;01   ;
04.2001  ;    17.800;01   ;     ;01   ;   466.000;22   ;     ;01   ;
05.2001  ;   316.000;01   ;     ;01   ;   897.000;27   ;     ;01   ;
06.2001  ;   244.000;29   ;     ;01   ;   688.000;03   ;     ;01   ;
07.2001  ;   304.000;01   ;     ;01   ;   616.000;19   ;20   ;02   ;
08.2001  ;   493.000;01   ;     ;01   ;  1420.000;18   ;19   ;02   ;
09.2001  ;   296.000;30   ;     ;01   ;  1100.000;01   ;     ;01   ;
10.2001  ;   198.000;31   ;     ;01   ;   371.000;11   ;     ;01   ;
11.2001  ;    42.900;30   ;     ;01   ;   198.000;01   ;     ;01   ;
12.2001  ;    15.900;31   ;     ;01   ;    42.400;01   ;     ;01   ;
01.2002  ;    15.300;31   ;     ;01   ;    16.800;01   ;     ;01   ;
02.2002  ;    14.300;27   ;28   ;02   ;    15.300;01   ;03   ;03   ;
03.2002  ;    13.600;14   ;15   ;02   ;    22.100;31   ;     ;01   ;
04.2002  ;    23.300;01   ;     ;01   ;   306.000;27   ;28   ;02   ;
05.2002  ;   292.000;01   ;     ;01   ;   434.000;21   ;     ;01   ;
06.2002  ;   256.000;29   ;30   ;02   ;   952.000;07   ;     ;01   ;
07.2002  ;   268.000;01   ;     ;01   ;   961.000;30   ;31   ;02   ;
08.2002  ;   638.000;31   ;     ;01   ;  1360.000;12   ;     ;01   ;
09.2002  ;   231.000;30   ;     ;01   ;   630.000;01   ;     ;01   ;
10.2002  ;   221.000;31   ;     ;01   ;   316.000;18   ;     ;01   ;
11.2002  ;    55.700;30   ;     ;01   ;   219.000;01   ;     ;01   ;
12.2002  ;    28.500;31   ;     ;01   ;    54.300;01   ;     ;01   ;
01.2003  ;    17.300;20   ;25   ;06   ;    27.500;01   ;     ;01   ;
02.2003  ;    16.300;20   ;     ;01   ;    22.300;28   ;     ;01   ;
03.2003  ;    23.000;01   ;     ;01   ;    37.400;31   ;     ;01   ;
04.2003  ;    36.700;01   ;     ;01   ;   217.000;13   ;     ;01   ;
05.2003  ;    84.100;15   ;     ;01   ;   352.000;31   ;     ;01   ;
06.2003  ;   161.000;26   ;     ;01   ;   645.000;04   ;     ;01   ;
07.2003  ;   268.000;04   ;     ;01   ;  1390.000;20   ;     ;01   ;
08.2003  ;   371.000;05   ;06   ;02   ;   769.000;19   ;20   ;02   ;
09.2003  ;   486.000;28   ;     ;01   ;   777.000;15   ;     ;01   ;
10.2003  ;   325.000;20   ;21   ;02   ;   580.000;01   ;     ;01   ;
11.2003  ;   107.000;30   ;     ;01   ;   347.000;01   ;02   ;02   ;
12.2003  ;    52.400;30   ;     ;01   ;   105.000;01   ;     ;01   ;
01.2004  ;    32.100;31   ;     ;01   ;    51.000;01   ;     ;01   ;
02.2004  ;    25.600;20   ;     ;01   ;    31.500;01   ;     ;01   ;
03.2004  ;    27.400;01   ;     ;01   ;    32.900;31   ;     ;01   ;
04.2004  ;    33.600;01   ;     ;01   ;   428.000;18   ;     ;01   ;
05.2004  ;   351.000;01   ;     ;01   ;  1680.000;31   ;     ;01   ;
06.2004  ;   465.000;21   ;     ;01   ;  1680.000;01   ;     ;01   ;
07.2004  ;   422.000;17   ;     ;01   ;  1140.000;08   ;     ;01   ;
08.2004  ;   442.000;31   ;     ;01   ;   932.000;01   ;     ;01   ;
09.2004  ;   326.000;30   ;     ;01   ;   899.000;09   ;     ;01   ;
