Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
10.01.1984; 49    ; 20    ;01     ;
20.01.1984; 53    ; 21    ;01     ;
31.01.1984; 60    ;       ;01     ;
10.02.1984; 80    ;       ;01     ;
20.02.1984;111    ;       ;01     ;
29.02.1984;151    ;       ;01     ;
10.03.1984;140    ;       ;01     ;
20.03.1984;154    ;       ;01     ;
31.03.1984;153    ;  6    ;01     ;
10.04.1984;162    ;       ;01     ;
20.04.1984;160    ;  2    ;01     ;
30.04.1984;158    ;       ;01     ;
20.11.1984; 18    ;  3    ;01     ;
30.11.1984; 22    ;  4    ;01     ;
10.12.1984;113    ;       ;01     ;
20.12.1984;126    ;       ;01     ;
31.12.1984;131    ;  5    ;01     ;
10.01.1985;130    ;       ;01     ;
20.01.1985;135    ;       ;01     ;
31.01.1985;135    ;       ;01     ;
10.02.1985;135    ;  8    ;01     ;
20.02.1985;136    ; 10    ;01     ;
28.02.1985;138    ; 32    ;01     ;
10.03.1985;170    ;       ;01     ;
20.03.1985;190    ;       ;01     ;
31.03.1985;210    ;       ;01     ;
10.04.1985;200    ;       ;01     ;
20.04.1985;187    ;       ;01     ;
30.04.1985;164    ;       ;01     ;
10.11.1985;  6    ;  8    ;01     ;
20.11.1985; 36    ; 10    ;01     ;
30.11.1985; 40    ; 13    ;01     ;
10.12.1985; 33    ; 12    ;01     ;
20.12.1985; 53    ; 13    ;01     ;
31.12.1985; 56    ; 16    ;01     ;
10.01.1986; 40    ; 23    ;01     ;
20.01.1986; 40    ; 30    ;01     ;
31.01.1986; 38    ; 27    ;01     ;
10.02.1986; 42    ; 27    ;01     ;
20.02.1986; 44    ; 29    ;01     ;
28.02.1986; 50    ; 30    ;01     ;
10.03.1986; 64    ;       ;01     ;
20.03.1986; 83    ;       ;01     ;
31.03.1986; 87    ;       ;01     ;
10.04.1986; 36    ;       ;01     ;
20.04.1986; 30    ;       ;01     ;
30.04.1986; 27    ;       ;01     ;
10.11.1986; 20    ; 32    ;01     ;
20.11.1986; 35    ; 14    ;01     ;
30.11.1986; 36    ; 13    ;01     ;
10.12.1986; 42    ;  0    ;01     ;
20.12.1986; 43    ;  2    ;01     ;
31.12.1986; 44    ; 11    ;01     ;
10.01.1987; 39    ; 22    ;01     ;
20.01.1987; 42    ; 23    ;01     ;
31.01.1987; 42    ; 27    ;01     ;
10.02.1987; 45    ; 16    ;01     ;
20.02.1987; 52    ;  2    ;01     ;
28.02.1987; 57    ;  0    ;01     ;
10.03.1987; 95    ;  0    ;01     ;
20.03.1987;113    ;  1    ;01     ;
31.03.1987;122    ;  5    ;01     ;
10.04.1987;112    ;       ;01     ;
20.04.1987; 90    ;       ;01     ;
30.04.1987; 62    ;       ;01     ;
10.11.1987;  9    ;  3    ;01     ;
20.11.1987; 18    ;  7    ;01     ;
30.11.1987; 35    ; 10    ;01     ;
10.12.1987;  0    ;  0    ;01     ;
20.12.1987;  0    ;  0    ;01     ;
31.12.1987;  0    ;  0    ;01     ;
10.01.1988; 45    ; 17    ;01     ;
20.01.1988; 40    ; 27    ;01     ;
31.01.1988; 47    ; 21    ;01     ;
10.02.1988; 48    ; 18    ;01     ;
20.02.1988; 50    ;  6    ;01     ;
29.02.1988; 56    ;  1    ;01     ;
10.03.1988; 52    ;  0    ;01     ;
20.03.1988; 55    ;  0    ;01     ;
31.03.1988; 64    ;  3    ;01     ;
10.04.1988; 54    ;       ;01     ;
20.04.1988; 26    ;       ;01     ;
30.04.1988; 12    ;       ;01     ;
10.11.1988;  6    ;       ;01     ;
20.11.1988; 11    ;       ;01     ;
30.11.1988; 12    ; 21    ;01     ;
10.12.1988; 23    ; 15    ;01     ;
20.12.1988; 25    ; 14    ;01     ;
31.12.1988; 28    ; 11    ;01     ;
10.01.1989; 29    ; 10    ;01     ;
20.01.1989; 30    ;  8    ;01     ;
31.01.1989; 30    ; 11    ;01     ;
10.02.1989; 42    ; 14    ;01     ;
20.02.1989; 44    ; 12    ;01     ;
28.02.1989; 44    ;  0    ;01     ;
10.03.1989; 52    ;       ;01     ;
20.03.1989; 52    ;       ;01     ;
31.03.1989; 51    ;       ;01     ;
10.04.1989; 40    ;       ;01     ;
20.11.1989;  8    ;  2    ;01     ;
30.11.1989; 16    ;  9    ;01     ;
