Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
05.01.2000;       ;       ;01     ;
10.01.2000;       ;       ;01     ;
15.01.2000;       ;       ;01     ;
20.01.2000;       ;       ;01     ;
25.01.2000;       ;       ;01     ;
31.01.2000;       ;       ;01     ;
05.03.2000;       ;       ;01     ;
10.03.2000;       ;       ;01     ;
15.03.2000;       ;       ;01     ;
20.03.2000;       ;       ;01     ;
25.03.2000;       ;       ;01     ;
31.03.2000;       ;       ;01     ;
05.04.2000;       ;       ;01     ;
10.04.2000;       ;       ;01     ;
15.04.2000;       ;       ;01     ;
20.04.2000;       ;       ;01     ;
25.04.2000;       ;       ;01     ;
05.11.2000;       ;       ;01     ;
10.11.2000; 13    ;  8    ;01     ;
15.11.2000; 20    ;  9    ;01     ;
20.11.2000; 25    ;  9    ;01     ;
25.11.2000; 39    ;  8    ;01     ;
30.11.2000; 47    ;  8    ;01     ;
05.12.2000; 50    ;  8    ;01     ;
10.12.2000;       ;       ;01     ;
15.12.2000;       ;       ;01     ;
20.12.2000;       ;       ;01     ;
25.12.2000;       ;       ;01     ;
31.12.2000;       ;       ;01     ;
05.01.2001;       ;       ;01     ;
10.01.2001;       ;       ;01     ;
15.01.2001;       ;       ;01     ;
20.01.2001;       ;       ;01     ;
25.01.2001;       ;       ;01     ;
31.01.2001;       ;       ;01     ;
05.02.2001;       ;       ;01     ;
10.02.2001;       ;       ;01     ;
15.02.2001;       ;       ;01     ;
20.02.2001;       ;       ;01     ;
25.02.2001;       ;       ;01     ;
28.02.2001;       ;       ;01     ;
05.03.2001;       ;       ;01     ;
10.03.2001;       ;       ;01     ;
15.03.2001;       ;       ;01     ;
20.03.2001;       ;       ;01     ;
25.03.2001;       ;       ;01     ;
31.03.2001;       ;       ;01     ;
25.10.2001;  2    ;  6    ;01     ;
31.10.2001;  4    ;  3    ;01     ;
05.11.2001; 11    ;  8    ;01     ;
10.11.2001; 18    ; 10    ;01     ;
15.11.2001; 25    ; 10    ;01     ;
20.11.2001; 35    ;  6    ;01     ;
25.11.2001; 40    ;  8    ;01     ;
30.11.2001; 48    ;  7    ;01     ;
05.12.2001;       ;       ;01     ;
10.12.2001; 80    ;  7    ;01     ;
15.12.2001;       ;       ;01     ;
20.12.2001;       ;       ;01     ;
25.12.2001;       ;       ;01     ;
31.12.2001;       ;       ;01     ;
05.01.2002;       ;       ;01     ;
10.01.2002;       ;       ;01     ;
15.01.2002;       ;       ;01     ;
20.01.2002;       ;       ;01     ;
25.01.2002;       ;       ;01     ;
31.01.2002;       ;       ;01     ;
05.02.2002;       ;       ;01     ;
10.02.2002;       ;       ;01     ;
15.02.2002;       ;       ;01     ;
20.02.2002;       ;       ;01     ;
25.02.2002;       ;       ;01     ;
28.02.2002;       ;       ;01     ;
05.03.2002;       ;       ;01     ;
10.03.2002;       ;       ;01     ;
15.03.2002;       ;       ;01     ;
20.03.2002;       ;       ;01     ;
25.03.2002;       ;       ;01     ;
31.03.2002;       ;       ;01     ;
05.04.2002;       ;       ;01     ;
10.04.2002;       ;       ;01     ;
15.04.2002;       ;       ;01     ;
20.04.2002;       ;       ;01     ;
25.04.2002;       ;       ;01     ;
31.10.2002;  2    ;       ;01     ;
05.11.2002;  6    ;       ;02     ;
10.11.2002; 16    ;       ;02     ;
15.11.2002; 23    ;       ;02     ;
20.11.2002; 26    ;  2    ;02     ;
25.11.2002; 37    ;  2    ;02     ;
30.11.2002; 43    ;  6    ;02     ;
05.12.2002; 45    ; 12    ;02     ;
10.12.2002; 52    ; 15    ;02     ;
15.12.2002;       ;       ;02     ;
20.12.2002;       ;       ;02     ;
25.12.2002;       ;       ;02     ;
31.12.2002;       ;       ;02     ;
05.04.2003;       ;       ;01     ;
10.04.2003;       ;       ;01     ;
15.04.2003;       ;       ;01     ;
20.04.2003;       ;       ;01     ;
05.11.2003;  3    ;  1    ;01     ;
10.11.2003; 23    ;       ;01     ;
15.11.2003; 28    ;  3    ;01     ;
20.11.2003; 28    ;  3    ;01     ;
25.11.2003; 30    ; 20    ;01     ;
30.11.2003; 30    ; 20    ;01     ;
05.12.2003; 44    ; 20    ;01     ;
10.12.2003; 52    ; 20    ;01     ;
15.12.2003; 54    ; 20    ;01     ;
20.12.2003;       ;       ;01     ;
25.12.2003;       ;       ;01     ;
31.12.2003;       ;       ;01     ;
05.01.2004;       ;       ;01     ;
10.01.2004;       ;       ;01     ;
15.01.2004;       ;       ;01     ;
20.01.2004;       ;       ;01     ;
25.01.2004;       ;       ;01     ;
31.01.2004;       ;       ;01     ;
05.02.2004;       ;       ;01     ;
