Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.2000  ;    18.900;30   ;31   ;02   ;    27.200;01   ;     ;01   ;
02.2000  ;    13.600;29   ;     ;01   ;    18.900;01   ;     ;01   ;
03.2000  ;    13.400;07   ;09   ;03   ;    15.800;30   ;31   ;02   ;
04.2000  ;    16.000;01   ;     ;01   ;   909.000;30   ;     ;01   ;
05.2000  ;   468.000;16   ;     ;01   ;  1070.000;06   ;     ;01   ;
06.2000  ;   279.000;27   ;28   ;02   ;   797.000;02   ;     ;01   ;
07.2000  ;   382.000;12   ;14   ;03   ;  1300.000;02   ;08   ;02   ;
08.2000  ;   313.000;31   ;     ;01   ;  1350.000;09   ;     ;01   ;
09.2000  ;   192.000;20   ;     ;01   ;   325.000;04   ;     ;01   ;
10.2000  ;    70.600;31   ;     ;01   ;   200.000;01   ;     ;01   ;
11.2000  ;    20.900;30   ;     ;01   ;    68.600;01   ;     ;01   ;
12.2000  ;    15.300;31   ;     ;01   ;    20.600;01   ;     ;01   ;
01.2001  ;    13.200;31   ;     ;01   ;    15.200;01   ;02   ;02   ;
02.2001  ;     8.260;28   ;     ;01   ;    13.000;01   ;     ;01   ;
03.2001  ;     8.390;01   ;     ;01   ;    12.200;26   ;31   ;06   ;
04.2001  ;    12.300;01   ;     ;01   ;   762.000;30   ;     ;01   ;
05.2001  ;   508.000;11   ;12   ;02   ;  1280.000;26   ;     ;01   ;
06.2001  ;   264.000;27   ;     ;01   ;  1150.000;09   ;     ;01   ;
07.2001  ;   356.000;06   ;     ;01   ;  1860.000;17   ;     ;01   ;
08.2001  ;   388.000;21   ;     ;01   ;  1250.000;12   ;     ;01   ;
09.2001  ;   193.000;27   ;     ;01   ;   522.000;13   ;     ;01   ;
10.2001  ;   136.000;31   ;     ;01   ;   221.000;09   ;11   ;03   ;
11.2001  ;    23.600;30   ;     ;01   ;   128.000;01   ;     ;01   ;
12.2001  ;    11.600;27   ;31   ;05   ;    22.600;01   ;     ;01   ;
01.2002  ;    11.000;31   ;     ;01   ;    13.400;19   ;     ;01   ;
02.2002  ;    10.700;12   ;14   ;03   ;    12.900;28   ;     ;01   ;
03.2002  ;    12.900;01   ;04   ;04   ;    13.100;15   ;31   ;17   ;
04.2002  ;    14.100;01   ;     ;01   ;   489.000;30   ;     ;01   ;
05.2002  ;   356.000;06   ;     ;01   ;   833.000;19   ;     ;01   ;
06.2002  ;   245.000;29   ;     ;01   ;  1930.000;05   ;     ;01   ;
07.2002  ;   257.000;01   ;     ;01   ;   861.000;22   ;     ;01   ;
08.2002  ;   412.000;31   ;     ;01   ;  1710.000;08   ;     ;01   ;
09.2002  ;   212.000;30   ;     ;01   ;   861.000;07   ;     ;01   ;
10.2002  ;   169.000;31   ;     ;01   ;   441.000;08   ;     ;01   ;
11.2002  ;    44.200;30   ;     ;01   ;   165.000;01   ;     ;01   ;
12.2002  ;    20.700;31   ;     ;01   ;    43.200;01   ;     ;01   ;
