Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.2000  ;     1.090;13   ;     ;01   ;     1.290;01   ;03   ;03   ;
02.2000  ;     1.280;01   ;     ;01   ;     1.500;18   ;19   ;02   ;
03.2000  ;     1.260;11   ;     ;01   ;     2.140;31   ;     ;01   ;
04.2000  ;     2.200;01   ;     ;01   ;    16.400;24   ;     ;01   ;
05.2000  ;     3.280;10   ;     ;01   ;     8.000;13   ;     ;01   ;
06.2000  ;     2.870;20   ;24   ;05   ;     4.780;28   ;     ;01   ;
07.2000  ;     2.770;19   ;20   ;02   ;     6.950;31   ;     ;01   ;
08.2000  ;     3.010;08   ;     ;01   ;    18.200;27   ;     ;01   ;
09.2000  ;     3.090;30   ;     ;01   ;     5.780;11   ;     ;01   ;
10.2000  ;     3.010;31   ;     ;01   ;     4.660;11   ;     ;01   ;
11.2000  ;     1.390;30   ;     ;01   ;     2.960;01   ;     ;01   ;
12.2000  ;     1.040;30   ;31   ;02   ;     1.370;01   ;     ;01   ;
01.2001  ;     0.970;26   ;28   ;03   ;     1.040;01   ;02   ;02   ;
02.2001  ;     0.920;28   ;     ;01   ;     0.970;01   ;13   ;13   ;
03.2001  ;     0.880;12   ;31   ;12   ;     1.550;31   ;     ;01   ;
04.2001  ;     1.760;01   ;     ;01   ;     9.150;12   ;     ;01   ;
05.2001  ;     3.940;26   ;31   ;03   ;     6.900;06   ;     ;01   ;
06.2001  ;     3.420;23   ;     ;01   ;     3.880;01   ;02   ;02   ;
07.2001  ;     3.480;02   ;03   ;02   ;     8.210;20   ;21   ;02   ;
08.2001  ;     3.940;17   ;18   ;02   ;    16.700;23   ;     ;01   ;
09.2001  ;     3.650;15   ;29   ;05   ;     4.170;01   ;     ;01   ;
10.2001  ;     3.050;31   ;     ;01   ;     4.120;19   ;     ;01   ;
11.2001  ;     2.210;30   ;     ;01   ;     3.200;04   ;     ;01   ;
12.2001  ;     1.830;30   ;31   ;02   ;     2.180;01   ;     ;01   ;
01.2002  ;     1.510;31   ;     ;01   ;     1.820;01   ;     ;01   ;
02.2002  ;     1.360;28   ;     ;01   ;     1.500;01   ;     ;01   ;
03.2002  ;     1.090;20   ;     ;01   ;     2.090;31   ;     ;01   ;
04.2002  ;     3.330;01   ;     ;01   ;    15.700;16   ;     ;01   ;
05.2002  ;     3.710;29   ;     ;01   ;     5.700;01   ;     ;01   ;
06.2002  ;     3.650;27   ;28   ;02   ;     4.930;20   ;21   ;02   ;
07.2002  ;     3.420;11   ;12   ;02   ;     5.640;26   ;     ;01   ;
08.2002  ;     3.360;14   ;15   ;02   ;     6.540;04   ;     ;01   ;
09.2002  ;     3.300;09   ;18   ;10   ;     3.940;03   ;20   ;02   ;
10.2002  ;     2.740;31   ;     ;01   ;     5.160;13   ;     ;01   ;
11.2002  ;     1.400;29   ;30   ;02   ;     2.690;01   ;     ;01   ;
12.2002  ;     1.160;30   ;31   ;02   ;     1.390;01   ;02   ;02   ;
01.2003  ;     0.990;30   ;31   ;02   ;     1.150;01   ;     ;01   ;
02.2003  ;     0.930;27   ;28   ;02   ;     0.990;01   ;13   ;13   ;
03.2003  ;     0.870;10   ;     ;01   ;     2.550;30   ;     ;01   ;
04.2003  ;     2.120;01   ;     ;01   ;     7.210;14   ;     ;01   ;
05.2003  ;     2.850;01   ;     ;01   ;     4.720;30   ;31   ;02   ;
06.2003  ;     3.010;19   ;     ;01   ;     6.550;25   ;26   ;02   ;
07.2003  ;     2.850;28   ;     ;01   ;    10.200;10   ;     ;01   ;
08.2003  ;     3.370;01   ;     ;01   ;    29.300;20   ;     ;01   ;
09.2003  ;     3.560;22   ;     ;01   ;    12.300;26   ;27   ;02   ;
10.2003  ;     2.970;26   ;     ;01   ;     4.720;18   ;     ;01   ;
11.2003  ;     1.580;20   ;30   ;11   ;     3.370;01   ;02   ;02   ;
12.2003  ;     1.580;01   ;     ;01   ;     1.780;27   ;30   ;04   ;
01.2004  ;     1.760;08   ;11   ;04   ;     1.880;30   ;31   ;02   ;
02.2004  ;     1.890;01   ;02   ;02   ;     2.010;21   ;22   ;02   ;
03.2004  ;     1.910;14   ;15   ;02   ;    31.300;31   ;     ;01   ;
04.2004  ;     3.240;27   ;30   ;02   ;    27.600;01   ;     ;01   ;
05.2004  ;     3.170;03   ;     ;01   ;    26.300;07   ;     ;01   ;
06.2004  ;     2.900;24   ;     ;01   ;     3.750;01   ;     ;01   ;
07.2004  ;     2.850;18   ;     ;01   ;     5.250;23   ;24   ;02   ;
08.2004  ;     2.850;26   ;28   ;03   ;    13.800;05   ;     ;01   ;
09.2004  ;     3.200;13   ;     ;01   ;     7.710;27   ;     ;01   ;
10.2004  ;     2.730;31   ;     ;01   ;     5.190;02   ;     ;01   ;
11.2004  ;     2.050;30   ;     ;01   ;     2.670;01   ;     ;01   ;
12.2004  ;     1.780;31   ;     ;01   ;     2.040;01   ;     ;01   ;
01.2005  ;     1.820;01   ;     ;01   ;     2.220;10   ;     ;01   ;
02.2005  ;     1.670;28   ;     ;01   ;     1.990;01   ;     ;01   ;
03.2005  ;     1.550;22   ;23   ;02   ;     1.840;31   ;     ;01   ;
04.2005  ;     1.880;01   ;     ;01   ;    25.400;14   ;     ;01   ;
05.2005  ;     3.700;28   ;     ;01   ;    48.200;31   ;     ;01   ;
06.2005  ;     3.610;30   ;     ;01   ;    42.200;01   ;     ;01   ;
07.2005  ;     2.900;12   ;     ;01   ;     4.150;18   ;21   ;04   ;
08.2005  ;     2.900;09   ;11   ;03   ;     6.880;17   ;31   ;03   ;
09.2005  ;     3.560;26   ;28   ;03   ;     6.750;09   ;     ;01   ;
10.2005  ;     2.630;30   ;31   ;02   ;     3.750;01   ;     ;01   ;
11.2005  ;     1.520;30   ;     ;01   ;     2.660;08   ;     ;01   ;
12.2005  ;     1.050;29   ;31   ;03   ;     1.460;01   ;     ;01   ;
01.2006  ;     0.890;29   ;31   ;03   ;     1.040;01   ;02   ;02   ;
02.2006  ;     0.840;23   ;28   ;06   ;     0.890;01   ;     ;01   ;
03.2006  ;     0.810;16   ;18   ;03   ;     1.450;31   ;     ;01   ;
04.2006  ;     1.590;01   ;     ;01   ;    10.800;13   ;     ;01   ;
05.2006  ;     3.330;26   ;31   ;06   ;     5.250;01   ;     ;01   ;
06.2006  ;     3.330;01   ;02   ;02   ;     8.300;17   ;18   ;02   ;
07.2006  ;     3.200;08   ;09   ;02   ;    25.400;29   ;     ;01   ;
08.2006  ;     3.170;20   ;24   ;05   ;     9.840;02   ;     ;01   ;
09.2006  ;     3.090;02   ;03   ;02   ;     6.550;10   ;     ;01   ;
10.2006  ;     2.900;27   ;     ;01   ;     3.560;19   ;     ;01   ;
11.2006  ;     1.390;28   ;30   ;03   ;     3.730;07   ;     ;01   ;
12.2006  ;     1.340;12   ;21   ;10   ;     1.380;01   ;03   ;03   ;
01.2007  ;     1.370;01   ;     ;01   ;     1.620;28   ;31   ;04   ;
02.2007  ;     1.620;01   ;07   ;07   ;     1.770;28   ;     ;01   ;
03.2007  ;     1.800;01   ;     ;01   ;     2.790;28   ;31   ;04   ;
04.2007  ;     2.790;01   ;02   ;02   ;    30.100;11   ;     ;01   ;
05.2007  ;     3.850;03   ;07   ;05   ;    15.300;22   ;     ;01   ;
06.2007  ;     3.370;13   ;16   ;04   ;    16.700;25   ;     ;01   ;
07.2007  ;     2.870;16   ;17   ;02   ;     4.100;01   ;     ;01   ;
08.2007  ;     2.870;09   ;     ;01   ;     6.480;25   ;     ;01   ;
09.2007  ;     3.090;06   ;08   ;03   ;     3.900;27   ;     ;01   ;
10.2007  ;     3.060;31   ;     ;01   ;     6.220;08   ;     ;01   ;
11.2007  ;     1.370;30   ;     ;01   ;     3.020;01   ;     ;01   ;
12.2007  ;     1.170;29   ;31   ;03   ;     1.320;01   ;     ;01   ;
01.2008  ;     1.010;31   ;     ;01   ;     1.170;01   ;     ;01   ;
02.2008  ;     1.000;01   ;04   ;04   ;     1.240;29   ;     ;01   ;
03.2008  ;     1.260;01   ;     ;01   ;    14.100;29   ;     ;01   ;
04.2008  ;     3.330;27   ;29   ;03   ;    10.200;01   ;     ;01   ;
05.2008  ;     3.460;24   ;27   ;04   ;     6.480;31   ;     ;01   ;
06.2008  ;     3.050;29   ;30   ;02   ;     6.150;01   ;     ;01   ;
07.2008  ;     3.050;01   ;02   ;02   ;     6.420;08   ;     ;01   ;
08.2008  ;     2.980;24   ;28   ;05   ;     6.750;03   ;     ;01   ;
09.2008  ;     3.560;01   ;30   ;02   ;     5.080;24   ;     ;01   ;
10.2008  ;     3.320;31   ;     ;01   ;     7.150;25   ;     ;01   ;
11.2008  ;     1.740;30   ;     ;01   ;     3.180;01   ;     ;01   ;
12.2008  ;     1.270;31   ;     ;01   ;     1.720;01   ;     ;01   ;
01.2009  ;     1.180;31   ;     ;01   ;     1.270;01   ;02   ;02   ;
02.2009  ;     1.100;28   ;     ;01   ;     1.170;01   ;     ;01   ;
03.2009  ;     1.060;04   ;     ;01   ;     1.760;31   ;     ;01   ;
04.2009  ;     2.820;01   ;     ;01   ;    21.600;06   ;     ;01   ;
05.2009  ;     2.350;28   ;29   ;02   ;     6.060;02   ;     ;01   ;
06.2009  ;     2.870;17   ;18   ;02   ;     7.640;22   ;     ;01   ;
07.2009  ;     2.870;12   ;13   ;02   ;    18.600;23   ;     ;01   ;
08.2009  ;     2.280;08   ;     ;01   ;    13.800;16   ;     ;01   ;
09.2009  ;     3.060;11   ;13   ;03   ;     7.060;24   ;     ;01   ;
10.2009  ;     2.490;30   ;     ;01   ;     5.230;01   ;     ;01   ;
11.2009  ;     1.700;30   ;     ;01   ;     2.830;07   ;     ;01   ;
12.2009  ;     1.420;24   ;31   ;08   ;     1.650;01   ;     ;01   ;
01.2010  ;     0.980;25   ;26   ;02   ;     1.420;01   ;02   ;02   ;
02.2010  ;     1.000;01   ;     ;01   ;     1.330;28   ;     ;01   ;
03.2010  ;     1.330;01   ;02   ;02   ;     1.500;31   ;     ;01   ;
04.2010  ;     1.510;01   ;02   ;02   ;    23.600;22   ;     ;01   ;
05.2010  ;     3.460;31   ;     ;01   ;     5.990;03   ;     ;01   ;
06.2010  ;     2.170;30   ;     ;01   ;     5.710;20   ;     ;01   ;
07.2010  ;     1.910;12   ;15   ;04   ;    10.200;27   ;     ;01   ;
08.2010  ;     3.660;29   ;30   ;02   ;    19.700;04   ;     ;01   ;
09.2010  ;     2.610;16   ;20   ;05   ;     4.540;01   ;     ;01   ;
10.2010  ;     2.590;31   ;     ;01   ;     3.660;15   ;     ;01   ;
11.2010  ;     1.630;30   ;     ;01   ;     2.310;04   ;     ;01   ;
12.2010  ;     1.330;31   ;     ;01   ;     1.620;01   ;     ;01   ;
01.2011  ;     1.080;21   ;     ;01   ;     1.320;01   ;02   ;02   ;
02.2011  ;     1.210;01   ;     ;01   ;     1.450;26   ;28   ;03   ;
03.2011  ;     1.450;01   ;07   ;07   ;     7.310;31   ;     ;01   ;
04.2011  ;     3.930;30   ;     ;01   ;    11.600;05   ;     ;01   ;
05.2011  ;     3.060;26   ;27   ;02   ;    10.100;31   ;     ;01   ;
06.2011  ;     3.280;29   ;30   ;02   ;    11.700;01   ;02   ;02   ;
