Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.2000  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.2000  ;          ;01   ;29   ;29   ;          ;01   ;29   ;29   ;
03.2000  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2000  ;          ;01   ;10   ;10   ;     5.170;25   ;     ;01   ;
05.2000  ;     1.330;11   ;     ;01   ;     5.250;18   ;     ;01   ;
06.2000  ;     0.440;25   ;27   ;03   ;     2.630;06   ;     ;01   ;
07.2000  ;     0.320;05   ;     ;01   ;    15.900;24   ;25   ;02   ;
08.2000  ;     0.570;30   ;     ;01   ;     9.000;01   ;     ;01   ;
09.2000  ;     0.630;05   ;17   ;04   ;     1.410;01   ;20   ;03   ;
10.2000  ;     0.540;31   ;     ;01   ;     1.640;12   ;13   ;02   ;
11.2000  ;     0.160;30   ;     ;01   ;     0.530;01   ;     ;01   ;
12.2000  ;          ;25   ;31   ;07   ;     0.150;01   ;     ;01   ;
01.2001  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.2001  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2001  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2001  ;          ;01   ;08   ;08   ;    18.800;17   ;     ;01   ;
05.2001  ;     1.360;14   ;15   ;02   ;     7.500;18   ;     ;01   ;
06.2001  ;     0.380;23   ;25   ;02   ;     4.840;01   ;     ;01   ;
07.2001  ;     0.059;27   ;31   ;04   ;     0.660;13   ;     ;01   ;
08.2001  ;     0.038;04   ;05   ;02   ;     1.290;21   ;     ;01   ;
09.2001  ;     0.090;14   ;18   ;05   ;     0.230;01   ;30   ;07   ;
10.2001  ;     0.069;31   ;     ;01   ;     0.450;07   ;09   ;03   ;
11.2001  ;          ;14   ;30   ;17   ;     0.062;01   ;     ;01   ;
12.2001  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
01.2002  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.2002  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2002  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2002  ;          ;01   ;03   ;03   ;    13.600;26   ;     ;01   ;
05.2002  ;     1.020;21   ;23   ;03   ;     6.880;01   ;     ;01   ;
06.2002  ;     1.630;30   ;     ;01   ;     8.630;10   ;     ;01   ;
07.2002  ;     0.260;22   ;25   ;04   ;     1.470;01   ;     ;01   ;
08.2002  ;     0.430;12   ;     ;01   ;     2.390;05   ;     ;01   ;
09.2002  ;     0.260;23   ;30   ;08   ;     0.980;08   ;     ;01   ;
10.2002  ;     0.260;01   ;02   ;02   ;     1.800;06   ;     ;01   ;
11.2002  ;     0.006;30   ;     ;01   ;     1.150;02   ;     ;01   ;
12.2002  ;          ;10   ;31   ;22   ;     0.006;01   ;02   ;02   ;
01.2003  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.2003  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2003  ;          ;01   ;26   ;26   ;     0.500;26   ;     ;01   ;
04.2003  ;     0.230;02   ;04   ;02   ;     5.400;19   ;     ;01   ;
05.2003  ;     0.430;06   ;07   ;02   ;     6.880;15   ;     ;01   ;
06.2003  ;     0.360;23   ;30   ;02   ;     1.560;01   ;     ;01   ;
07.2003  ;     0.120;25   ;28   ;04   ;     2.130;11   ;     ;01   ;
08.2003  ;     0.070;27   ;     ;01   ;     0.470;30   ;31   ;02   ;
09.2003  ;     0.310;02   ;03   ;02   ;     1.130;30   ;     ;01   ;
10.2003  ;     0.400;13   ;17   ;04   ;     3.370;25   ;     ;01   ;
11.2003  ;     0.047;30   ;     ;01   ;     1.160;01   ;     ;01   ;
12.2003  ;          ;27   ;31   ;05   ;     0.043;01   ;     ;01   ;
01.2004  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.2004  ;          ;01   ;29   ;29   ;          ;01   ;29   ;29   ;
03.2004  ;          ;01   ;27   ;27   ;     0.140;30   ;31   ;02   ;
04.2004  ;     0.140;01   ;     ;01   ;     3.340;15   ;     ;01   ;
05.2004  ;     1.060;02   ;03   ;02   ;    16.600;22   ;     ;01   ;
06.2004  ;     1.020;16   ;18   ;03   ;    29.600;29   ;     ;01   ;
07.2004  ;     0.580;14   ;15   ;02   ;    11.300;01   ;     ;01   ;
08.2004  ;     0.490;28   ;29   ;02   ;     8.730;10   ;     ;01   ;
09.2004  ;     0.500;13   ;16   ;04   ;     2.660;19   ;     ;01   ;
10.2004  ;     0.580;01   ;     ;01   ;     2.660;14   ;     ;01   ;
11.2004  ;     0.290;30   ;     ;01   ;     2.410;08   ;     ;01   ;
12.2004  ;     0.014;25   ;30   ;06   ;     0.270;01   ;     ;01   ;
01.2005  ;     0.007;31   ;     ;01   ;     0.022;10   ;     ;01   ;
02.2005  ;          ;09   ;28   ;20   ;     0.006;01   ;     ;01   ;
03.2005  ;          ;01   ;20   ;20   ;     0.140;28   ;31   ;04   ;
04.2005  ;     0.150;01   ;04   ;04   ;    11.400;30   ;     ;01   ;
05.2005  ;     2.400;29   ;30   ;02   ;    16.900;03   ;     ;01   ;
06.2005  ;     0.990;30   ;     ;01   ;     6.000;01   ;02   ;02   ;
07.2005  ;     0.070;29   ;31   ;03   ;     0.990;01   ;17   ;02   ;
08.2005  ;     0.054;19   ;27   ;06   ;     0.200;05   ;31   ;02   ;
09.2005  ;     0.066;29   ;     ;01   ;     0.170;01   ;03   ;02   ;
10.2005  ;     0.069;28   ;31   ;04   ;     0.170;02   ;19   ;05   ;
11.2005  ;          ;29   ;30   ;02   ;     0.330;07   ;     ;01   ;
12.2005  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
01.2006  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.2006  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2006  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2006  ;          ;01   ;21   ;21   ;    12.800;30   ;     ;01   ;
05.2006  ;     1.550;31   ;     ;01   ;    15.600;01   ;     ;01   ;
06.2006  ;     0.920;15   ;16   ;02   ;    12.200;30   ;     ;01   ;
07.2006  ;     0.920;27   ;28   ;02   ;    41.400;13   ;     ;01   ;
08.2006  ;     0.710;27   ;     ;01   ;    21.600;02   ;     ;01   ;
09.2006  ;     0.610;20   ;     ;01   ;     3.810;01   ;     ;01   ;
10.2006  ;     0.550;11   ;31   ;21   ;     0.820;01   ;05   ;03   ;
11.2006  ;     0.420;25   ;     ;01   ;     0.550;01   ;05   ;05   ;
12.2006  ;     0.013;31   ;     ;01   ;     0.400;01   ;     ;01   ;
01.2007  ;          ;24   ;31   ;08   ;     0.012;01   ;     ;01   ;
02.2007  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2007  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2007  ;          ;01   ;06   ;06   ;     2.840;16   ;     ;01   ;
05.2007  ;     0.700;01   ;     ;01   ;     8.530;23   ;     ;01   ;
06.2007  ;     0.300;19   ;     ;01   ;     0.950;01   ;22   ;02   ;
07.2007  ;     0.150;15   ;18   ;04   ;     7.170;28   ;     ;01   ;
08.2007  ;     0.470;10   ;     ;01   ;    40.100;22   ;     ;01   ;
09.2007  ;     0.720;23   ;24   ;02   ;     6.530;01   ;     ;01   ;
10.2007  ;     0.720;04   ;07   ;02   ;    11.100;10   ;     ;01   ;
11.2007  ;     0.150;29   ;30   ;02   ;     1.380;01   ;     ;01   ;
12.2007  ;     0.021;31   ;     ;01   ;     0.270;13   ;     ;01   ;
01.2008  ;          ;12   ;31   ;20   ;     0.019;01   ;     ;01   ;
02.2008  ;          ;01   ;29   ;29   ;          ;01   ;29   ;29   ;
03.2008  ;          ;01   ;18   ;18   ;     1.200;31   ;     ;01   ;
04.2008  ;     0.790;12   ;     ;01   ;     7.690;30   ;     ;01   ;
05.2008  ;     1.450;24   ;31   ;03   ;    25.100;06   ;     ;01   ;
06.2008  ;     0.290;25   ;30   ;06   ;     2.000;10   ;11   ;02   ;
07.2008  ;     0.160;15   ;29   ;08   ;     0.720;30   ;31   ;02   ;
08.2008  ;     0.160;30   ;31   ;02   ;     1.780;04   ;     ;01   ;
09.2008  ;     0.160;01   ;     ;01   ;     1.890;11   ;     ;01   ;
10.2008  ;     0.480;18   ;23   ;03   ;     4.370;26   ;     ;01   ;
11.2008  ;     0.140;30   ;     ;01   ;     1.010;01   ;     ;01   ;
12.2008  ;     0.050;30   ;31   ;02   ;     0.140;01   ;     ;01   ;
01.2009  ;          ;26   ;31   ;06   ;     0.050;01   ;02   ;02   ;
02.2009  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2009  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2009  ;          ;01   ;09   ;09   ;     6.110;28   ;29   ;02   ;
05.2009  ;     1.440;31   ;     ;01   ;     6.530;03   ;     ;01   ;
06.2009  ;     0.370;19   ;     ;01   ;    16.800;25   ;     ;01   ;
07.2009  ;     1.890;07   ;     ;01   ;    19.200;19   ;     ;01   ;
08.2009  ;     0.900;10   ;11   ;02   ;    54.500;22   ;     ;01   ;
09.2009  ;     2.750;28   ;30   ;02   ;    20.000;08   ;     ;01   ;
10.2009  ;     0.720;30   ;     ;01   ;     6.800;04   ;     ;01   ;
11.2009  ;     0.330;29   ;30   ;02   ;     0.780;01   ;     ;01   ;
12.2009  ;     0.140;26   ;31   ;06   ;     0.320;01   ;     ;01   ;
01.2010  ;          ;25   ;31   ;07   ;     0.140;01   ;07   ;07   ;
02.2010  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2010  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2010  ;          ;01   ;13   ;13   ;    15.700;21   ;     ;01   ;
05.2010  ;     1.670;31   ;     ;01   ;    13.100;01   ;     ;01   ;
06.2010  ;     0.410;29   ;     ;01   ;     2.630;23   ;     ;01   ;
07.2010  ;     0.380;13   ;14   ;02   ;     1.780;31   ;     ;01   ;
08.2010  ;     2.250;01   ;04   ;02   ;    17.600;17   ;     ;01   ;
09.2010  ;     0.580;19   ;22   ;04   ;     9.250;01   ;     ;01   ;
10.2010  ;     1.070;31   ;     ;01   ;     8.500;18   ;     ;01   ;
11.2010  ;     0.500;16   ;     ;01   ;     1.030;01   ;     ;01   ;
12.2010  ;     0.120;29   ;31   ;03   ;     0.570;01   ;     ;01   ;
01.2011  ;     0.083;30   ;31   ;02   ;     0.120;01   ;18   ;18   ;
02.2011  ;     0.046;26   ;28   ;03   ;     0.082;01   ;     ;01   ;
03.2011  ;     0.046;01   ;02   ;02   ;     0.110;31   ;     ;01   ;
04.2011  ;     0.120;01   ;02   ;02   ;    18.000;26   ;     ;01   ;
05.2011  ;     0.810;31   ;     ;01   ;    11.800;01   ;     ;01   ;
06.2011  ;     0.400;28   ;30   ;02   ;     0.900;01   ;07   ;02   ;
07.2011  ;     0.240;31   ;     ;01   ;     3.430;06   ;     ;01   ;
08.2011  ;     0.210;02   ;04   ;03   ;    66.300;12   ;     ;01   ;
09.2011  ;     2.000;05   ;     ;01   ;    62.300;08   ;     ;01   ;
10.2011  ;     1.230;30   ;31   ;02   ;     2.690;01   ;03   ;03   ;
11.2011  ;     0.310;30   ;     ;01   ;     1.350;02   ;03   ;02   ;
12.2011  ;     0.150;30   ;31   ;02   ;     0.300;01   ;     ;01   ;
01.2012  ;     0.006;31   ;     ;01   ;     0.150;01   ;     ;01   ;
02.2012  ;          ;06   ;29   ;24   ;     0.005;01   ;     ;01   ;
03.2012  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2012  ;          ;01   ;13   ;13   ;     7.100;28   ;     ;01   ;
05.2012  ;     0.500;31   ;     ;01   ;    13.400;07   ;     ;01   ;
