Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
05.01.2000;       ;       ;01     ;
10.01.2000; 74    ; 17    ;01     ;
15.01.2000;       ;       ;01     ;
20.01.2000; 79    ; 16    ;01     ;
25.01.2000;       ;       ;01     ;
31.01.2000; 85    ; 16    ;01     ;
05.02.2000;       ;       ;01     ;
10.02.2000; 89    ; 16    ;01     ;
15.02.2000;       ;       ;01     ;
20.02.2000; 93    ; 16    ;01     ;
25.02.2000;       ;       ;01     ;
29.02.2000; 96    ; 16    ;01     ;
05.03.2000;       ;       ;01     ;
10.03.2000; 98    ; 15    ;01     ;
15.03.2000; 99    ; 16    ;01     ;
20.03.2000;100    ; 16    ;01     ;
25.03.2000;100    ; 14    ;01     ;
31.03.2000;100    ;       ;01     ;
05.04.2000; 99    ; 11    ;01     ;
10.04.2000; 98    ;  9    ;01     ;
15.04.2000; 97    ;       ;01     ;
20.04.2000; 91    ;       ;01     ;
25.04.2000; 71    ;       ;01     ;
05.11.2000;       ;       ;01     ;
10.11.2000;  7    ;       ;01     ;
15.11.2000; 13    ;  1    ;01     ;
20.11.2000; 21    ;  1    ;01     ;
25.11.2000; 39    ;  2    ;01     ;
30.11.2000; 50    ;  3    ;01     ;
05.12.2000;       ;       ;01     ;
10.12.2000; 72    ;  4    ;01     ;
15.12.2000;       ;       ;01     ;
20.12.2000; 79    ;  4    ;01     ;
25.12.2000;       ;       ;01     ;
31.12.2000; 88    ;  5    ;01     ;
05.01.2001;       ;       ;01     ;
10.01.2001; 92    ;  6    ;01     ;
15.01.2001;       ;       ;01     ;
20.01.2001; 97    ;  7    ;01     ;
25.01.2001;       ;       ;01     ;
31.01.2001; 99    ;  7    ;01     ;
05.02.2001;       ;       ;01     ;
10.02.2001;111    ;  9    ;01     ;
15.02.2001;       ;       ;01     ;
20.02.2001;129    ; 10    ;01     ;
25.02.2001;       ;       ;01     ;
28.02.2001;141    ; 11    ;01     ;
05.03.2001;       ;       ;01     ;
10.03.2001;145    ; 12    ;01     ;
15.03.2001;       ;       ;01     ;
20.03.2001;147    ; 17    ;01     ;
25.03.2001;       ;       ;01     ;
31.03.2001;147    ;  4    ;01     ;
05.04.2001;       ;       ;01     ;
10.04.2001;145    ;       ;01     ;
15.04.2001;       ;       ;01     ;
20.04.2001;131    ;       ;01     ;
25.04.2001;       ;       ;01     ;
30.04.2001;       ;       ;01     ;
31.10.2001;       ;       ;01     ;
05.11.2001;       ;       ;01     ;
10.11.2001;       ;       ;01     ;
15.11.2001; 14    ;       ;01     ;
20.11.2001; 26    ;       ;01     ;
25.11.2001; 39    ;       ;01     ;
30.11.2001; 54    ;       ;01     ;
05.12.2001;       ;       ;01     ;
10.12.2001; 69    ;       ;01     ;
15.12.2001;       ;       ;01     ;
20.12.2001; 75    ;  1    ;01     ;
25.12.2001;       ;       ;01     ;
31.12.2001; 82    ;  2    ;01     ;
10.01.2002; 90    ;  2    ;01     ;
20.01.2002; 95    ;  2    ;01     ;
31.01.2002;101    ;  3    ;01     ;
10.02.2002;140    ;  4    ;01     ;
20.02.2002;144    ;  3    ;01     ;
28.02.2002;149    ;  2    ;01     ;
10.03.2002;150    ;  2    ;01     ;
20.03.2002;151    ;  2    ;01     ;
31.03.2002;150    ;  1    ;01     ;
05.04.2002;143    ;       ;01     ;
10.04.2002;140    ;       ;01     ;
15.04.2002;140    ;       ;01     ;
20.04.2002;138    ;  1    ;01     ;
25.04.2002;131    ;       ;01     ;
30.04.2002;125    ;       ;01     ;
05.05.2002;109    ;       ;01     ;
31.10.2002;  7    ;       ;01     ;
05.11.2002; 11    ;       ;01     ;
10.11.2002; 24    ;  2    ;01     ;
15.11.2002; 34    ;  2    ;01     ;
20.11.2002; 43    ;  3    ;01     ;
25.11.2002; 51    ;  3    ;01     ;
30.11.2002; 59    ;  3    ;01     ;
05.12.2002;       ;       ;01     ;
10.12.2002; 66    ;  4    ;01     ;
15.12.2002;       ;       ;01     ;
20.12.2002; 73    ;  4    ;01     ;
25.12.2002;       ;       ;01     ;
31.12.2002; 79    ;  5    ;01     ;
10.01.2003; 85    ;  6    ;01     ;
20.01.2003; 90    ;  9    ;01     ;
31.01.2003; 97    ;  9    ;01     ;
10.02.2003;102    ;  9    ;01     ;
20.02.2003;106    ; 10    ;01     ;
28.02.2003;109    ; 10    ;01     ;
05.03.2003;111    ; 14    ;01     ;
10.03.2003;113    ; 14    ;01     ;
15.03.2003;115    ; 13    ;01     ;
20.03.2003;116    ; 12    ;01     ;
25.03.2003;116    ;  8    ;01     ;
31.03.2003;115    ;  5    ;01     ;
