Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
05.01.2000;       ;       ;01     ;
10.01.2000; 93    ; 15    ;01     ;
15.01.2000;       ;       ;01     ;
20.01.2000; 99    ; 34    ;01     ;
25.01.2000;       ;       ;01     ;
31.01.2000;101    ; 36    ;01     ;
05.02.2000;       ;       ;01     ;
10.02.2000;101    ; 36    ;01     ;
15.02.2000;       ;       ;01     ;
20.02.2000;112    ; 28    ;01     ;
25.02.2000;       ;       ;01     ;
29.02.2000;104    ; 27    ;01     ;
05.03.2000;       ;       ;01     ;
10.03.2000;106    ; 12    ;01     ;
15.03.2000;       ;       ;01     ;
20.03.2000;108    ;  3    ;01     ;
25.03.2000;       ;       ;01     ;
31.03.2000;110    ;  2    ;01     ;
05.04.2000;       ;       ;01     ;
10.04.2000;       ;       ;01     ;
15.04.2000;       ;       ;01     ;
20.04.2000;       ;       ;01     ;
25.04.2000;       ;       ;01     ;
30.11.2000; 43    ;  1    ;01     ;
05.12.2000; 50    ;  2    ;01     ;
10.12.2000; 71    ;  2    ;01     ;
20.12.2000; 75    ;  2    ;01     ;
31.12.2000;105    ;  2    ;01     ;
05.01.2001;       ;       ;01     ;
10.01.2001;112    ;  3    ;01     ;
15.01.2001;       ;       ;01     ;
20.01.2001;121    ;  3    ;01     ;
25.01.2001;       ;       ;01     ;
31.01.2001;132    ;  4    ;01     ;
05.02.2001;       ;       ;01     ;
10.02.2001;143    ; 10    ;01     ;
15.02.2001;       ;       ;01     ;
20.02.2001;146    ; 12    ;01     ;
25.02.2001;       ;       ;01     ;
28.02.2001;149    ; 19    ;01     ;
05.03.2001;       ;       ;01     ;
10.03.2001;150    ; 19    ;01     ;
15.03.2001;       ;       ;01     ;
20.03.2001;150    ; 15    ;01     ;
25.03.2001;       ;       ;01     ;
31.03.2001;148    ;  0    ;01     ;
05.04.2001;       ;       ;01     ;
10.04.2001;136    ;       ;01     ;
15.04.2001;       ;       ;01     ;
20.04.2001;       ;       ;01     ;
25.04.2001;       ;       ;01     ;
30.11.2001;       ;       ;01     ;
05.12.2001; 25    ;       ;01     ;
10.12.2001; 42    ;  1    ;01     ;
15.12.2001; 47    ;  2    ;01     ;
20.12.2001; 62    ;  2    ;01     ;
25.12.2001; 66    ;  2    ;01     ;
31.12.2001; 68    ;  3    ;01     ;
05.01.2002;       ;       ;01     ;
10.01.2002; 78    ; 11    ;01     ;
15.01.2002;       ;       ;01     ;
20.01.2002; 84    ; 16    ;01     ;
25.01.2002;       ;       ;01     ;
31.01.2002; 91    ; 18    ;01     ;
05.02.2002;       ;       ;01     ;
10.02.2002; 92    ;  8    ;01     ;
15.02.2002;       ;       ;01     ;
20.02.2002; 93    ;  8    ;01     ;
25.02.2002;       ;       ;01     ;
28.02.2002; 92    ;       ;01     ;
05.03.2002;       ;       ;01     ;
10.03.2002; 95    ;       ;01     ;
15.03.2002;       ;       ;01     ;
20.03.2002; 91    ;       ;01     ;
25.03.2002;       ;       ;01     ;
31.03.2002; 84    ;       ;01     ;
05.04.2002;       ;       ;01     ;
10.04.2002;       ;       ;01     ;
15.04.2002;       ;       ;01     ;
15.11.2002;       ;       ;01     ;
20.11.2002;       ;       ;01     ;
25.11.2002;       ;       ;01     ;
30.11.2002;       ;       ;01     ;
05.12.2002; 15    ;       ;01     ;
10.12.2002; 35    ;  1    ;01     ;
15.12.2002;       ;       ;01     ;
20.12.2002; 53    ;  1    ;01     ;
25.12.2002;       ;       ;01     ;
31.12.2002; 60    ;  1    ;01     ;
05.01.2003;       ;       ;01     ;
10.01.2003; 65    ;  1    ;01     ;
15.01.2003;       ;       ;01     ;
20.01.2003; 79    ;  1    ;01     ;
25.01.2003;       ;       ;01     ;
31.01.2003; 85    ;  1    ;01     ;
05.02.2003;       ;       ;01     ;
10.02.2003; 89    ;  1    ;01     ;
15.02.2003;       ;       ;01     ;
20.02.2003; 93    ;       ;01     ;
25.02.2003;       ;       ;01     ;
28.02.2003; 98    ;       ;01     ;
05.03.2003;       ;       ;01     ;
10.03.2003;106    ;       ;01     ;
15.03.2003;       ;       ;01     ;
20.03.2003;103    ;       ;01     ;
25.03.2003;       ;       ;01     ;
31.03.2003; 91    ;       ;01     ;
05.04.2003;       ;       ;01     ;
10.04.2003;       ;       ;01     ;
15.04.2003;       ;       ;01     ;
05.12.2003; 34    ; 12    ;01     ;
10.12.2003; 36    ; 12    ;01     ;
15.12.2003; 40    ; 13    ;01     ;
20.12.2003; 46    ; 15    ;01     ;
25.12.2003; 50    ; 15    ;01     ;
31.12.2003; 70    ; 15    ;01     ;
