Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.2000  ;     0.012;30   ;31   ;02   ;     0.016;01   ;14   ;14   ;
02.2000  ;     0.007;17   ;29   ;13   ;     0.012;01   ;     ;01   ;
03.2000  ;     0.007;01   ;22   ;22   ;     0.016;31   ;     ;01   ;
04.2000  ;     0.019;01   ;     ;01   ;    16.900;24   ;     ;01   ;
05.2000  ;     1.320;10   ;     ;01   ;    10.200;14   ;     ;01   ;
06.2000  ;     1.010;17   ;20   ;04   ;     2.160;30   ;     ;01   ;
07.2000  ;     0.960;12   ;20   ;04   ;    12.700;30   ;     ;01   ;
08.2000  ;     2.050;21   ;29   ;05   ;    12.700;01   ;     ;01   ;
09.2000  ;     1.220;28   ;30   ;03   ;     2.890;01   ;     ;01   ;
10.2000  ;     0.900;31   ;     ;01   ;     1.380;03   ;12   ;04   ;
11.2000  ;     0.120;30   ;     ;01   ;     1.160;02   ;     ;01   ;
12.2000  ;          ;26   ;31   ;06   ;     0.100;01   ;     ;01   ;
01.2001  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.2001  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2001  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2001  ;          ;01   ;05   ;05   ;     3.220;12   ;     ;01   ;
05.2001  ;     0.890;17   ;19   ;02   ;     5.620;23   ;     ;01   ;
06.2001  ;     0.450;25   ;26   ;02   ;     1.380;01   ;     ;01   ;
07.2001  ;     0.450;04   ;06   ;03   ;    27.500;31   ;     ;01   ;
08.2001  ;     1.790;19   ;     ;01   ;    26.400;01   ;     ;01   ;
09.2001  ;     1.270;30   ;     ;01   ;     2.140;06   ;     ;01   ;
10.2001  ;     1.110;23   ;30   ;07   ;     2.260;05   ;     ;01   ;
11.2001  ;     0.300;30   ;     ;01   ;     1.110;01   ;     ;01   ;
12.2001  ;          ;30   ;31   ;02   ;     0.290;01   ;     ;01   ;
01.2002  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.2002  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2002  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2002  ;          ;01   ;02   ;02   ;     5.480;16   ;     ;01   ;
05.2002  ;     0.680;26   ;29   ;04   ;     1.980;01   ;     ;01   ;
06.2002  ;     0.620;15   ;16   ;02   ;     1.790;20   ;     ;01   ;
07.2002  ;     1.070;01   ;02   ;02   ;    20.400;25   ;     ;01   ;
08.2002  ;     2.630;12   ;13   ;02   ;    25.400;04   ;     ;01   ;
09.2002  ;     1.330;29   ;30   ;02   ;     3.540;01   ;03   ;02   ;
10.2002  ;     1.330;01   ;31   ;05   ;     3.090;04   ;     ;01   ;
11.2002  ;     0.260;30   ;     ;01   ;     1.380;01   ;     ;01   ;
12.2002  ;     0.093;31   ;     ;01   ;     0.250;01   ;02   ;02   ;
01.2003  ;     0.040;31   ;     ;01   ;     0.092;01   ;     ;01   ;
02.2003  ;     0.017;28   ;     ;01   ;     0.039;01   ;     ;01   ;
03.2003  ;     0.017;01   ;02   ;02   ;     0.310;30   ;31   ;02   ;
04.2003  ;     0.180;01   ;     ;01   ;     1.100;15   ;25   ;07   ;
05.2003  ;     0.680;24   ;29   ;04   ;     1.390;30   ;     ;01   ;
06.2003  ;     0.630;13   ;     ;01   ;     1.050;01   ;     ;01   ;
07.2003  ;     0.820;01   ;02   ;02   ;     7.020;15   ;     ;01   ;
08.2003  ;     0.950;01   ;     ;01   ;    12.200;10   ;     ;01   ;
09.2003  ;     1.250;24   ;30   ;04   ;     4.190;04   ;     ;01   ;
10.2003  ;     1.100;25   ;28   ;04   ;     1.390;10   ;     ;01   ;
11.2003  ;     0.510;30   ;     ;01   ;     1.430;04   ;     ;01   ;
12.2003  ;     0.120;30   ;31   ;02   ;     0.490;01   ;     ;01   ;
01.2004  ;     0.056;31   ;     ;01   ;     0.120;01   ;02   ;02   ;
02.2004  ;          ;18   ;29   ;12   ;     0.051;01   ;     ;01   ;
03.2004  ;          ;01   ;23   ;23   ;     0.065;31   ;     ;01   ;
04.2004  ;     0.088;01   ;     ;01   ;     3.340;14   ;     ;01   ;
05.2004  ;     0.890;01   ;02   ;02   ;    12.900;21   ;     ;01   ;
