Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
20.11.2002;       ;       ;01     ;
25.11.2002;       ;       ;01     ;
30.11.2002;       ;       ;01     ;
05.12.2002;       ;       ;01     ;
10.12.2002; 42    ;       ;01     ;
15.12.2002;       ;       ;01     ;
20.12.2002; 52    ;  1    ;01     ;
25.12.2002;       ;       ;01     ;
31.12.2002; 67    ;       ;01     ;
30.11.2010;       ;       ;02     ;
05.12.2010;       ;       ;02     ;
10.12.2010;       ;       ;02     ;
15.12.2010; 20    ; 15    ;02     ;
20.12.2010; 36    ; 15    ;02     ;
25.12.2010;       ;       ;02     ;
31.12.2010; 51    ; 20    ;02     ;
05.01.2013;       ;       ;02     ;
10.01.2013; 70    ; 20    ;02     ;
15.01.2013;       ;       ;02     ;
20.01.2013; 78    ; 15    ;02     ;
25.01.2013;       ;       ;02     ;
31.01.2013; 88    ; 21    ;02     ;
05.02.2013;       ;       ;02     ;
10.02.2013; 95    ; 27    ;02     ;
15.02.2013;       ;       ;02     ;
20.02.2013;103    ; 30    ;02     ;
25.02.2013;       ;       ;02     ;
28.02.2013;109    ; 24    ;02     ;
05.03.2013;       ;       ;02     ;
10.03.2013;113    ; 10    ;02     ;
15.03.2013;       ;       ;02     ;
20.03.2013;114    ; 12    ;02     ;
25.03.2013;106    ; 12    ;02     ;
31.03.2013; 95    ;  8    ;02     ;
05.04.2013;       ;       ;02     ;
10.04.2013;       ;       ;02     ;
15.04.2013;       ;       ;02     ;
20.04.2013;       ;       ;02     ;
25.04.2013;       ;       ;02     ;
05.12.2013;       ;       ;02     ;
10.12.2013;       ;       ;02     ;
15.12.2013;       ;       ;02     ;
20.12.2013;       ;       ;02     ;
25.12.2013;       ;       ;02     ;
31.12.2013; 35    ; 10    ;02     ;
05.01.2014;       ;       ;02     ;
10.01.2014; 56    ; 10    ;02     ;
15.01.2014;       ;       ;02     ;
20.01.2014; 65    ; 10    ;02     ;
25.01.2014;       ;       ;02     ;
31.01.2014; 75    ; 10    ;02     ;
05.02.2014;       ;       ;02     ;
10.02.2014; 86    ;  9    ;02     ;
15.02.2014;       ;       ;02     ;
20.02.2014; 99    ;  7    ;02     ;
25.02.2014;       ;       ;02     ;
28.02.2014;107    ;  8    ;02     ;
05.03.2014;       ;       ;02     ;
10.03.2014;113    ;  7    ;02     ;
15.03.2014;115    ;  5    ;02     ;
20.03.2014;117    ;  0    ;02     ;
25.03.2014;115    ;       ;02     ;
31.03.2014;100    ;       ;02     ;
05.04.2014; 80    ;       ;02     ;
10.04.2014;       ;       ;02     ;
15.04.2014;       ;       ;02     ;
25.11.2014;       ;       ;02     ;
30.11.2014;       ;       ;02     ;
05.12.2014;       ;       ;02     ;
10.12.2014; 42    ;  5    ;02     ;
15.12.2014;       ;       ;02     ;
20.12.2014; 55    ; 10    ;02     ;
25.12.2014;       ;       ;02     ;
31.12.2014; 64    ; 10    ;02     ;
05.01.2015;       ;       ;02     ;
10.01.2015; 72    ;  9    ;02     ;
15.01.2015;       ;       ;02     ;
20.01.2015; 86    ; 10    ;02     ;
25.01.2015;       ;       ;02     ;
31.01.2015; 96    ;  9    ;02     ;
05.02.2015;       ;       ;02     ;
10.02.2015;102    ; 10    ;02     ;
15.02.2015;       ;       ;02     ;
20.02.2015;108    ;  4    ;02     ;
25.02.2015;       ;       ;02     ;
28.02.2015;114    ; 15    ;02     ;
05.03.2015;       ;       ;02     ;
10.03.2015;116    ; 10    ;02     ;
15.03.2015;       ;       ;02     ;
20.03.2015; 92    ;  4    ;02     ;
25.03.2015; 80    ;  0    ;02     ;
31.03.2015; 67    ;       ;02     ;
05.04.2015; 63    ;       ;02     ;
10.04.2015;       ;       ;02     ;
15.04.2015;       ;       ;02     ;
20.04.2015;       ;       ;02     ;
25.11.2015;       ;       ;02     ;
30.11.2015;       ;       ;02     ;
