Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
10.01.2000; 49    ; 21    ;01     ;
20.01.2000; 53    ; 18    ;01     ;
31.01.2000; 61    ; 19    ;01     ;
10.02.2000; 63    ; 19    ;01     ;
20.02.2000; 69    ; 19    ;01     ;
29.02.2000; 66    ; 24    ;01     ;
10.03.2000; 68    ; 30    ;01     ;
20.03.2000; 70    ; 14    ;01     ;
31.03.2000; 53    ;  4    ;01     ;
30.11.2000; 17    ;  5    ;01     ;
10.01.2001; 58    ; 19    ;01     ;
20.01.2001; 60    ; 21    ;01     ;
31.01.2001; 62    ; 22    ;01     ;
10.02.2001; 63    ; 20    ;01     ;
20.02.2001; 59    ; 24    ;01     ;
28.02.2001; 58    ; 19    ;01     ;
10.03.2001; 60    ; 26    ;01     ;
20.03.2001; 56    ; 16    ;01     ;
30.11.2001; 11    ;       ;01     ;
10.12.2001; 41    ;       ;01     ;
20.12.2001; 59    ; 11    ;01     ;
31.12.2001; 52    ; 12    ;01     ;
10.01.2002; 54    ; 29    ;01     ;
20.01.2002; 54    ; 21    ;01     ;
31.01.2002; 57    ; 25    ;01     ;
10.02.2002; 65    ; 27    ;01     ;
20.02.2002; 71    ; 17    ;01     ;
28.02.2002; 69    ;  8    ;01     ;
10.03.2002; 62    ;  2    ;01     ;
10.12.2002; 31    ;       ;01     ;
20.12.2002; 54    ;  4    ;01     ;
31.12.2002; 76    ;  3    ;01     ;
10.01.2003; 82    ; 14    ;01     ;
20.01.2003; 84    ; 16    ;01     ;
31.01.2003; 86    ; 26    ;01     ;
10.02.2003; 88    ; 28    ;01     ;
20.02.2003; 88    ; 26    ;01     ;
28.02.2003; 89    ; 26    ;01     ;
10.03.2003; 90    ; 21    ;01     ;
20.03.2003; 89    ; 10    ;01     ;
30.11.2003; 20    ;  4    ;01     ;
10.12.2003; 34    ;  4    ;01     ;
20.12.2003; 50    ;  8    ;01     ;
31.12.2003; 53    ; 14    ;01     ;
10.01.2004; 58    ; 13    ;01     ;
20.01.2004; 61    ; 13    ;01     ;
31.01.2004; 64    ; 27    ;01     ;
10.02.2004; 66    ; 36    ;01     ;
20.02.2004; 64    ; 36    ;01     ;
29.02.2004; 73    ; 33    ;01     ;
10.03.2004; 75    ; 14    ;01     ;
20.03.2004; 75    ;  4    ;01     ;
10.12.2004; 20    ;  1    ;01     ;
20.12.2004; 32    ;  7    ;01     ;
31.12.2004; 38    ; 20    ;01     ;
10.01.2005; 44    ; 20    ;01     ;
20.01.2005; 46    ; 21    ;01     ;
31.01.2005; 48    ; 26    ;01     ;
10.02.2005; 48    ; 30    ;01     ;
20.02.2005; 48    ; 40    ;01     ;
28.02.2005; 47    ; 37    ;01     ;
10.03.2005; 59    ; 17    ;01     ;
20.03.2005; 57    ;  8    ;01     ;
10.12.2005; 19    ;  7    ;01     ;
20.12.2005; 25    ; 10    ;01     ;
