Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.2000  ;     0.300;01   ;31   ;16   ;     0.310;14   ;28   ;15   ;
02.2000  ;     0.250;11   ;29   ;19   ;     0.290;01   ;02   ;02   ;
03.2000  ;     0.240;08   ;31   ;24   ;     0.250;01   ;07   ;07   ;
04.2000  ;     0.220;08   ;13   ;06   ;     0.810;30   ;     ;01   ;
05.2000  ;     0.750;01   ;     ;01   ;     6.230;30   ;31   ;02   ;
06.2000  ;     1.230;28   ;30   ;03   ;     8.030;05   ;     ;01   ;
07.2000  ;     0.890;09   ;21   ;03   ;     2.510;22   ;     ;01   ;
08.2000  ;     0.620;27   ;31   ;05   ;     1.460;06   ;     ;01   ;
09.2000  ;     0.530;13   ;30   ;18   ;     0.620;01   ;04   ;04   ;
10.2000  ;     0.530;01   ;03   ;03   ;     1.540;10   ;     ;01   ;
11.2000  ;     0.360;27   ;30   ;04   ;     0.670;08   ;     ;01   ;
12.2000  ;     0.330;24   ;27   ;04   ;     0.360;01   ;06   ;06   ;
01.2001  ;     0.350;26   ;31   ;06   ;     0.360;01   ;25   ;25   ;
02.2001  ;     0.300;24   ;28   ;05   ;     0.340;01   ;06   ;06   ;
03.2001  ;     0.220;27   ;31   ;05   ;     0.300;01   ;     ;01   ;
04.2001  ;     0.220;01   ;18   ;18   ;     0.670;30   ;     ;01   ;
05.2001  ;     0.440;01   ;     ;01   ;     4.690;12   ;     ;01   ;
06.2001  ;     0.950;23   ;28   ;04   ;     3.450;01   ;03   ;02   ;
07.2001  ;     0.450;30   ;31   ;02   ;     1.020;01   ;     ;01   ;
08.2001  ;     0.350;19   ;28   ;09   ;     0.450;01   ;31   ;13   ;
09.2001  ;     0.310;11   ;27   ;17   ;     0.500;27   ;     ;01   ;
10.2001  ;     0.250;31   ;     ;01   ;     0.450;02   ;17   ;06   ;
11.2001  ;     0.160;27   ;30   ;04   ;     0.250;01   ;     ;01   ;
12.2001  ;     0.160;01   ;     ;01   ;     0.220;12   ;15   ;04   ;
01.2002  ;     0.180;01   ;03   ;03   ;     0.200;12   ;31   ;20   ;
02.2002  ;     0.160;22   ;28   ;07   ;     0.200;01   ;02   ;02   ;
03.2002  ;     0.160;01   ;02   ;02   ;     0.200;20   ;31   ;12   ;
