Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
05.01.2000; 39    ;  8    ;01     ;
10.01.2000; 44    ; 12    ;01     ;
15.01.2000; 47    ;  9    ;01     ;
20.01.2000; 54    ;  9    ;01     ;
25.01.2000; 63    ;  9    ;01     ;
31.01.2000; 69    ;  7    ;01     ;
05.02.2000; 73    ;  8    ;01     ;
10.02.2000; 76    ;  7    ;01     ;
15.02.2000; 77    ;  7    ;01     ;
20.02.2000; 79    ;  7    ;01     ;
25.02.2000; 81    ;  6    ;01     ;
29.02.2000; 86    ;  7    ;01     ;
05.03.2000; 87    ;  7    ;01     ;
10.03.2000; 89    ;  6    ;01     ;
15.03.2000; 88    ;  6    ;01     ;
20.03.2000; 88    ;  4    ;01     ;
25.03.2000; 90    ;  1    ;01     ;
31.03.2000; 87    ;  1    ;01     ;
05.04.2000; 88    ;       ;01     ;
10.04.2000; 89    ;       ;01     ;
15.04.2000; 80    ;       ;01     ;
20.04.2000;       ;       ;01     ;
25.11.2000; 23    ;  2    ;01     ;
30.11.2000; 35    ;  1    ;01     ;
05.12.2000; 37    ;  0    ;01     ;
10.12.2000; 41    ;  1    ;01     ;
15.12.2000; 46    ;  1    ;01     ;
20.12.2000; 51    ;  2    ;01     ;
25.12.2000; 55    ;  2    ;01     ;
31.12.2000; 60    ;  3    ;01     ;
05.01.2001;       ;       ;01     ;
10.01.2001; 73    ;  7    ;01     ;
15.01.2001;       ;       ;01     ;
20.01.2001; 87    ;  7    ;01     ;
25.01.2001;       ;       ;01     ;
31.01.2001; 93    ;  8    ;01     ;
05.02.2001;       ;       ;01     ;
10.02.2001; 96    ; 12    ;01     ;
15.02.2001;       ;       ;01     ;
20.02.2001;102    ; 13    ;01     ;
25.02.2001;       ;       ;01     ;
28.02.2001;104    ; 13    ;01     ;
05.03.2001;105    ; 17    ;01     ;
10.03.2001;105    ; 17    ;01     ;
15.03.2001;104    ; 16    ;01     ;
20.03.2001;103    ; 13    ;01     ;
25.03.2001;103    ; 13    ;01     ;
31.03.2001;101    ; 10    ;01     ;
05.04.2001;100    ;  8    ;01     ;
10.04.2001; 98    ;  3    ;01     ;
15.04.2001; 92    ;  1    ;01     ;
20.04.2001;       ;       ;01     ;
25.04.2001;       ;       ;01     ;
30.11.2001;       ;       ;01     ;
05.12.2001; 24    ;  0    ;01     ;
10.12.2001; 36    ;  0    ;01     ;
15.12.2001; 40    ; 23    ;01     ;
20.12.2001; 43    ; 21    ;01     ;
25.12.2001; 53    ; 21    ;01     ;
31.12.2001; 62    ; 18    ;01     ;
05.01.2002; 66    ; 10    ;01     ;
10.01.2002; 69    ;  9    ;01     ;
15.01.2002; 73    ;  9    ;01     ;
20.01.2002; 75    ;  9    ;01     ;
25.01.2002; 75    ;  9    ;01     ;
31.01.2002; 77    ;  8    ;01     ;
05.02.2002;       ;       ;01     ;
10.02.2002; 76    ; 10    ;01     ;
15.02.2002;       ;       ;01     ;
20.02.2002; 79    ; 14    ;01     ;
25.02.2002;       ;       ;01     ;
28.02.2002; 79    ; 14    ;01     ;
05.03.2002; 70    ;  9    ;01     ;
10.03.2002; 73    ;  9    ;01     ;
15.03.2002; 73    ;  9    ;01     ;
20.03.2002; 73    ;  4    ;01     ;
25.03.2002; 74    ;  8    ;01     ;
31.03.2002; 72    ;  8    ;01     ;
05.04.2002; 74    ;       ;01     ;
10.04.2002; 73    ;       ;01     ;
15.04.2002;       ;       ;01     ;
20.11.2002;       ;       ;01     ;
25.11.2002; 17    ;  3    ;01     ;
30.11.2002; 26    ; 11    ;01     ;
05.12.2002; 34    ;  4    ;01     ;
10.12.2002; 37    ;  4    ;01     ;
15.12.2002; 44    ;  4    ;01     ;
20.12.2002; 51    ;  3    ;01     ;
25.12.2002; 57    ;  3    ;01     ;
31.12.2002; 62    ;  4    ;01     ;
05.01.2003;       ;       ;01     ;
10.01.2003; 72    ;  4    ;01     ;
15.01.2003;       ;       ;01     ;
20.01.2003; 79    ;  4    ;01     ;
25.01.2003;       ;       ;01     ;
31.01.2003; 88    ;  3    ;01     ;
05.02.2003;       ;       ;01     ;
10.02.2003; 89    ;  4    ;01     ;
15.02.2003;       ;       ;01     ;
20.02.2003; 95    ;  4    ;01     ;
25.02.2003;       ;       ;01     ;
28.02.2003; 97    ;  4    ;01     ;
05.03.2003; 97    ;  4    ;01     ;
10.03.2003; 98    ;  4    ;01     ;
15.03.2003; 99    ;  4    ;01     ;
20.03.2003;100    ;  4    ;01     ;
25.03.2003;101    ;  4    ;01     ;
31.03.2003;101    ;  4    ;01     ;
05.04.2003; 81    ;  1    ;01     ;
10.04.2003; 81    ;  1    ;01     ;
15.04.2003; 79    ;  0    ;01     ;
25.11.2003; 23    ;  2    ;01     ;
30.11.2003; 32    ;  2    ;01     ;
05.12.2003; 42    ;  1    ;01     ;
10.12.2003; 61    ;  1    ;01     ;
15.12.2003; 72    ;  1    ;01     ;
20.12.2003; 81    ;  1    ;01     ;
25.12.2003; 83    ;  1    ;01     ;
31.12.2003; 86    ;  2    ;01     ;
05.01.2004; 89    ;  3    ;01     ;
10.01.2004; 91    ;  3    ;01     ;
15.01.2004; 98    ;  4    ;01     ;
20.01.2004;103    ;  5    ;01     ;
25.01.2004;113    ;  7    ;01     ;
31.01.2004;117    ;  7    ;01     ;
05.02.2004;119    ; 12    ;01     ;
10.02.2004;121    ; 12    ;01     ;
15.02.2004;122    ; 14    ;01     ;
20.02.2004;122    ; 14    ;01     ;
25.02.2004;122    ; 14    ;01     ;
29.02.2004;122    ; 14    ;01     ;
05.03.2004;123    ; 14    ;01     ;
10.03.2004;123    ; 14    ;01     ;
15.03.2004;123    ; 14    ;01     ;
20.03.2004;123    ; 14    ;01     ;
25.03.2004;123    ; 15    ;01     ;
31.03.2004;123    ; 15    ;01     ;
05.04.2004;119    ;  5    ;01     ;
10.04.2004;117    ;  2    ;01     ;
15.04.2004;       ;       ;01     ;
20.04.2004;       ;       ;01     ;
30.11.2004;       ;       ;01     ;
05.12.2004;       ;       ;01     ;
10.12.2004; 26    ;  1    ;01     ;
15.12.2004;       ;       ;01     ;
