Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.2000  ;    16.200;31   ;     ;01   ;    18.700;09   ;     ;01   ;
02.2000  ;    11.000;28   ;29   ;02   ;    16.100;01   ;     ;01   ;
03.2000  ;     8.750;19   ;     ;01   ;    11.000;31   ;     ;01   ;
04.2000  ;    11.200;01   ;     ;01   ;   279.000;27   ;28   ;02   ;
05.2000  ;   217.000;01   ;     ;01   ;   491.000;26   ;     ;01   ;
06.2000  ;   119.000;28   ;     ;01   ;   390.000;02   ;     ;01   ;
07.2000  ;   186.000;13   ;15   ;03   ;   910.000;31   ;     ;01   ;
08.2000  ;   251.000;31   ;     ;01   ;  1100.000;03   ;04   ;02   ;
09.2000  ;   127.000;30   ;     ;01   ;   267.000;03   ;04   ;02   ;
10.2000  ;    72.500;31   ;     ;01   ;   124.000;01   ;     ;01   ;
11.2000  ;    21.600;30   ;     ;01   ;    71.600;01   ;     ;01   ;
12.2000  ;     8.600;31   ;     ;01   ;    21.100;01   ;     ;01   ;
01.2001  ;     5.220;31   ;     ;01   ;     8.380;01   ;     ;01   ;
02.2001  ;     4.140;24   ;     ;01   ;     5.150;01   ;     ;01   ;
03.2001  ;     4.520;01   ;     ;01   ;     5.040;08   ;     ;01   ;
04.2001  ;     4.890;01   ;     ;01   ;   195.000;26   ;     ;01   ;
05.2001  ;   153.000;01   ;     ;01   ;   482.000;26   ;     ;01   ;
06.2001  ;   111.000;28   ;     ;01   ;   351.000;02   ;     ;01   ;
07.2001  ;   141.000;06   ;07   ;02   ;   336.000;18   ;19   ;02   ;
08.2001  ;   197.000;08   ;     ;01   ;   779.000;15   ;     ;01   ;
09.2001  ;    90.200;30   ;     ;01   ;   332.000;01   ;     ;01   ;
10.2001  ;    59.900;31   ;     ;01   ;   122.000;10   ;     ;01   ;
11.2001  ;    19.300;30   ;     ;01   ;    59.900;01   ;     ;01   ;
12.2001  ;    12.400;31   ;     ;01   ;    18.900;01   ;     ;01   ;
01.2002  ;     9.420;31   ;     ;01   ;    12.300;01   ;     ;01   ;
02.2002  ;     8.450;23   ;     ;01   ;     9.360;01   ;     ;01   ;
03.2002  ;     8.500;01   ;02   ;02   ;    12.200;31   ;     ;01   ;
04.2002  ;    12.600;01   ;     ;01   ;   103.000;27   ;     ;01   ;
05.2002  ;   101.000;01   ;     ;01   ;   164.000;15   ;     ;01   ;
06.2002  ;    99.600;29   ;     ;01   ;   491.000;04   ;05   ;02   ;
07.2002  ;   130.000;03   ;     ;01   ;   394.000;23   ;     ;01   ;
08.2002  ;   201.000;31   ;     ;01   ;   644.000;09   ;     ;01   ;
09.2002  ;    79.600;30   ;     ;01   ;   195.000;01   ;     ;01   ;
10.2002  ;    75.000;23   ;25   ;03   ;   110.000;09   ;10   ;02   ;
11.2002  ;    23.100;30   ;     ;01   ;    78.500;01   ;     ;01   ;
12.2002  ;    13.900;31   ;     ;01   ;    22.800;01   ;     ;01   ;
01.2003  ;     9.110;26   ;     ;01   ;    13.700;01   ;     ;01   ;
02.2003  ;     8.260;28   ;     ;01   ;     9.390;08   ;     ;01   ;
03.2003  ;     8.060;09   ;     ;01   ;    14.500;31   ;     ;01   ;
04.2003  ;    14.500;01   ;     ;01   ;    95.200;30   ;     ;01   ;
05.2003  ;    36.000;14   ;     ;01   ;   163.000;29   ;     ;01   ;
06.2003  ;    88.300;25   ;     ;01   ;   353.000;02   ;     ;01   ;
07.2003  ;   117.000;04   ;     ;01   ;   749.000;16   ;     ;01   ;
08.2003  ;   148.000;02   ;     ;01   ;   341.000;13   ;     ;01   ;
09.2003  ;   170.000;28   ;     ;01   ;   309.000;15   ;16   ;02   ;
10.2003  ;   127.000;19   ;     ;01   ;   189.000;01   ;     ;01   ;
11.2003  ;    50.900;30   ;     ;01   ;   144.000;01   ;     ;01   ;
12.2003  ;    28.500;31   ;     ;01   ;    49.700;01   ;     ;01   ;
01.2004  ;    10.900;31   ;     ;01   ;    27.400;01   ;     ;01   ;
02.2004  ;     8.940;08   ;     ;01   ;    10.600;01   ;     ;01   ;
03.2004  ;     9.780;15   ;     ;01   ;    14.400;31   ;     ;01   ;
04.2004  ;    15.400;01   ;     ;01   ;   187.000;24   ;     ;01   ;
05.2004  ;   118.000;02   ;03   ;02   ;  1150.000;26   ;     ;01   ;
06.2004  ;   217.000;20   ;     ;01   ;   812.000;01   ;     ;01   ;
07.2004  ;   208.000;15   ;16   ;02   ;   723.000;04   ;     ;01   ;
08.2004  ;   152.000;31   ;     ;01   ;   411.000;19   ;20   ;02   ;
09.2004  ;   131.000;30   ;     ;01   ;   370.000;06   ;     ;01   ;
10.2004  ;    94.000;31   ;     ;01   ;   143.000;02   ;05   ;04   ;
11.2004  ;    28.900;30   ;     ;01   ;    93.000;01   ;     ;01   ;
12.2004  ;    15.700;31   ;     ;01   ;    27.900;01   ;     ;01   ;
01.2005  ;    10.800;31   ;     ;01   ;    15.500;01   ;     ;01   ;
02.2005  ;     8.970;28   ;     ;01   ;    10.600;01   ;     ;01   ;
03.2005  ;     8.780;08   ;     ;01   ;    11.300;31   ;     ;01   ;
04.2005  ;    11.500;01   ;     ;01   ;   188.000;30   ;     ;01   ;
05.2005  ;   191.000;14   ;     ;01   ;   512.000;31   ;     ;01   ;
06.2005  ;   190.000;30   ;     ;01   ;   939.000;07   ;     ;01   ;
07.2005  ;   119.000;17   ;19   ;03   ;   203.000;06   ;     ;01   ;
08.2005  ;    72.000;27   ;28   ;02   ;   170.000;07   ;     ;01   ;
09.2005  ;    65.200;30   ;     ;01   ;   149.000;02   ;     ;01   ;
10.2005  ;    41.700;30   ;     ;01   ;    67.000;04   ;     ;01   ;
11.2005  ;    18.100;30   ;     ;01   ;    41.800;01   ;     ;01   ;
12.2005  ;    12.500;31   ;     ;01   ;    17.700;01   ;     ;01   ;
01.2006  ;     5.700;31   ;     ;01   ;    12.100;01   ;     ;01   ;
02.2006  ;     4.740;19   ;     ;01   ;     5.640;01   ;     ;01   ;
03.2006  ;     4.990;01   ;     ;01   ;     7.660;31   ;     ;01   ;
04.2006  ;     7.940;01   ;     ;01   ;   145.000;28   ;     ;01   ;
05.2006  ;   104.000;01   ;03   ;03   ;   335.000;22   ;     ;01   ;
06.2006  ;   166.000;06   ;     ;01   ;   834.000;25   ;     ;01   ;
07.2006  ;   447.000;31   ;     ;01   ;  2500.000;16   ;     ;01   ;
08.2006  ;   236.000;28   ;     ;01   ;  1790.000;06   ;     ;01   ;
09.2006  ;   107.000;30   ;     ;01   ;   300.000;01   ;     ;01   ;
10.2006  ;    48.300;31   ;     ;01   ;   104.000;01   ;     ;01   ;
11.2006  ;    21.500;30   ;     ;01   ;    47.300;01   ;     ;01   ;
12.2006  ;    13.600;31   ;     ;01   ;    21.000;01   ;     ;01   ;
01.2007  ;     4.670;31   ;     ;01   ;    13.100;01   ;     ;01   ;
02.2007  ;     3.220;25   ;     ;01   ;     4.580;01   ;     ;01   ;
03.2007  ;     3.320;01   ;     ;01   ;     9.370;31   ;     ;01   ;
04.2007  ;    10.000;01   ;     ;01   ;   101.000;24   ;     ;01   ;
05.2007  ;    61.400;05   ;     ;01   ;   381.000;25   ;     ;01   ;
06.2007  ;    81.400;21   ;     ;01   ;   207.000;01   ;     ;01   ;
07.2007  ;    70.600;18   ;20   ;03   ;   213.000;23   ;     ;01   ;
08.2007  ;   110.000;03   ;     ;01   ;   600.000;26   ;     ;01   ;
09.2007  ;   110.000;30   ;     ;01   ;   408.000;08   ;     ;01   ;
10.2007  ;    83.600;08   ;     ;01   ;   173.000;11   ;12   ;02   ;
11.2007  ;    32.600;30   ;     ;01   ;    91.400;01   ;     ;01   ;
12.2007  ;    17.800;31   ;     ;01   ;    32.300;01   ;     ;01   ;
01.2008  ;     8.010;27   ;     ;01   ;    17.400;01   ;     ;01   ;
02.2008  ;     8.080;01   ;     ;01   ;     8.300;26   ;29   ;04   ;
03.2008  ;     8.670;01   ;     ;01   ;    18.700;31   ;     ;01   ;
04.2008  ;    19.100;01   ;     ;01   ;   132.000;26   ;     ;01   ;
05.2008  ;    90.300;01   ;     ;01   ;   349.000;23   ;     ;01   ;
06.2008  ;    93.800;21   ;     ;01   ;   170.000;23   ;     ;01   ;
07.2008  ;    83.600;05   ;     ;01   ;   362.000;10   ;     ;01   ;
08.2008  ;   117.000;01   ;     ;01   ;   379.000;21   ;     ;01   ;
09.2008  ;    94.900;10   ;11   ;02   ;   143.000;01   ;     ;01   ;
10.2008  ;    62.300;22   ;25   ;04   ;   122.000;29   ;     ;01   ;
11.2008  ;    29.200;30   ;     ;01   ;    93.800;01   ;     ;01   ;
12.2008  ;    17.600;31   ;     ;01   ;    28.700;01   ;     ;01   ;
01.2009  ;    13.900;25   ;28   ;04   ;    17.500;01   ;     ;01   ;
02.2009  ;    12.000;28   ;     ;01   ;    14.100;04   ;07   ;04   ;
03.2009  ;    11.500;05   ;     ;01   ;    14.900;30   ;     ;01   ;
04.2009  ;    15.100;01   ;     ;01   ;   106.000;24   ;     ;01   ;
05.2009  ;    87.100;01   ;     ;01   ;   290.000;24   ;     ;01   ;
06.2009  ;   175.000;02   ;03   ;02   ;   920.000;30   ;     ;01   ;
07.2009  ;   569.000;31   ;     ;01   ;  1370.000;23   ;     ;01   ;
08.2009  ;   269.000;14   ;     ;01   ;  1070.000;31   ;     ;01   ;
09.2009  ;   309.000;30   ;     ;01   ;  1380.000;03   ;     ;01   ;
10.2009  ;   105.000;31   ;     ;01   ;   308.000;01   ;     ;01   ;
11.2009  ;    37.400;30   ;     ;01   ;    95.900;04   ;     ;01   ;
12.2009  ;    18.800;31   ;     ;01   ;    35.700;01   ;     ;01   ;
01.2010  ;    12.600;31   ;     ;01   ;    18.600;01   ;     ;01   ;
02.2010  ;     7.940;28   ;     ;01   ;    12.400;01   ;     ;01   ;
03.2010  ;     7.740;10   ;     ;01   ;     9.100;31   ;     ;01   ;
04.2010  ;     9.150;01   ;     ;01   ;   129.000;29   ;     ;01   ;
05.2010  ;   121.000;15   ;16   ;02   ;   576.000;25   ;     ;01   ;
06.2010  ;   102.000;15   ;     ;01   ;   649.000;27   ;     ;01   ;
07.2010  ;   196.000;15   ;     ;01   ;   637.000;31   ;     ;01   ;
08.2010  ;   518.000;15   ;     ;01   ;  1460.000;06   ;     ;01   ;
09.2010  ;   108.000;30   ;     ;01   ;   763.000;05   ;     ;01   ;
10.2010  ;    54.000;31   ;     ;01   ;   106.000;01   ;     ;01   ;
11.2010  ;    23.600;29   ;     ;01   ;    50.800;01   ;     ;01   ;
12.2010  ;    23.900;01   ;     ;01   ;    26.200;31   ;     ;01   ;
01.2011  ;    17.700;31   ;     ;01   ;    25.800;01   ;     ;01   ;
02.2011  ;    13.900;28   ;     ;01   ;    17.500;01   ;     ;01   ;
