Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
05.01.2000; 57    ; 16    ;01     ;
10.01.2000; 57    ; 36    ;01     ;
15.01.2000; 58    ; 26    ;01     ;
20.01.2000; 58    ; 26    ;01     ;
25.01.2000; 60    ; 26    ;01     ;
31.01.2000; 62    ; 26    ;01     ;
05.02.2000; 69    ; 27    ;01     ;
10.02.2000; 70    ; 25    ;01     ;
15.02.2000; 73    ; 22    ;01     ;
20.02.2000; 73    ; 20    ;01     ;
25.02.2000; 74    ; 20    ;01     ;
29.02.2000; 74    ; 18    ;01     ;
05.03.2000; 72    ; 25    ;01     ;
10.03.2000; 72    ; 20    ;01     ;
15.03.2000; 71    ; 18    ;01     ;
20.03.2000; 70    ; 13    ;01     ;
25.03.2000; 70    ; 10    ;01     ;
31.03.2000; 69    ;  9    ;01     ;
05.04.2000;       ;       ;01     ;
10.04.2000;       ;       ;01     ;
15.04.2000;       ;       ;01     ;
10.11.2000;       ;       ;01     ;
15.11.2000;       ;       ;01     ;
20.11.2000;       ;       ;01     ;
25.11.2000;       ;       ;01     ;
30.11.2000;       ;       ;01     ;
05.12.2000; 49    ; 11    ;01     ;
10.12.2000; 52    ; 12    ;01     ;
15.12.2000; 57    ; 11    ;01     ;
20.12.2000; 64    ; 12    ;01     ;
25.12.2000; 72    ; 12    ;01     ;
31.12.2000; 90    ; 10    ;01     ;
05.01.2001; 95    ; 15    ;01     ;
10.01.2001; 96    ; 15    ;01     ;
15.01.2001; 97    ; 15    ;01     ;
20.01.2001;103    ; 16    ;01     ;
25.01.2001;104    ; 15    ;01     ;
31.01.2001;109    ; 15    ;01     ;
05.02.2001;109    ; 15    ;01     ;
10.02.2001;110    ; 14    ;01     ;
15.02.2001;114    ; 13    ;01     ;
20.02.2001;113    ; 14    ;01     ;
25.02.2001;114    ; 13    ;01     ;
28.02.2001;116    ; 13    ;01     ;
05.03.2001;127    ; 21    ;01     ;
10.03.2001;128    ; 20    ;01     ;
15.03.2001;       ;       ;01     ;
20.03.2001;       ;       ;01     ;
25.03.2001;       ;       ;01     ;
31.03.2001;       ;       ;01     ;
05.04.2001;       ;       ;01     ;
10.04.2001;       ;       ;01     ;
15.04.2001;       ;       ;01     ;
20.04.2001;       ;       ;01     ;
05.11.2001;       ;       ;01     ;
10.11.2001;       ;       ;01     ;
15.11.2001;       ;       ;01     ;
20.11.2001;       ;       ;01     ;
25.11.2001;       ;       ;01     ;
30.11.2001;       ;       ;01     ;
05.12.2001; 43    ;  5    ;01     ;
10.12.2001; 49    ;  5    ;01     ;
15.12.2001; 54    ; 16    ;01     ;
20.12.2001; 57    ; 17    ;01     ;
25.12.2001; 63    ; 15    ;01     ;
31.12.2001; 66    ; 15    ;01     ;
05.01.2002; 69    ;  9    ;01     ;
10.01.2002; 72    ;  9    ;01     ;
15.01.2002; 75    ; 12    ;01     ;
20.01.2002; 80    ; 10    ;01     ;
25.01.2002; 83    ; 18    ;01     ;
31.01.2002;109    ;       ;01     ;
05.02.2002;110    ;       ;01     ;
10.02.2002;113    ;       ;01     ;
15.02.2002;118    ;       ;01     ;
20.02.2002;121    ; 12    ;01     ;
25.02.2002;123    ; 11    ;01     ;
28.02.2002;125    ; 10    ;01     ;
05.03.2002;139    ;  8    ;01     ;
10.03.2002;137    ;       ;01     ;
15.03.2002;133    ;       ;01     ;
20.03.2002;132    ;       ;01     ;
25.03.2002;130    ;       ;01     ;
31.03.2002;127    ;       ;01     ;
05.04.2002;       ;       ;01     ;
10.04.2002;       ;       ;01     ;
15.04.2002;       ;       ;01     ;
10.11.2002;       ;       ;01     ;
15.11.2002;       ;       ;01     ;
20.11.2002;       ;       ;01     ;
25.11.2002;       ;       ;01     ;
30.11.2002;       ;       ;01     ;
05.12.2002; 52    ; 12    ;01     ;
10.12.2002; 55    ; 12    ;01     ;
15.12.2002; 61    ; 12    ;01     ;
20.12.2002; 63    ; 13    ;01     ;
25.12.2002; 69    ; 11    ;01     ;
31.12.2002; 73    ; 10    ;01     ;
05.01.2003; 76    ; 15    ;01     ;
10.01.2003; 78    ; 15    ;01     ;
15.01.2003; 81    ; 18    ;01     ;
20.01.2003; 86    ; 17    ;01     ;
25.01.2003; 88    ; 17    ;01     ;
31.01.2003; 91    ; 19    ;01     ;
05.02.2003;107    ; 17    ;01     ;
10.02.2003;109    ; 18    ;01     ;
15.02.2003;112    ; 17    ;01     ;
20.02.2003;113    ; 16    ;01     ;
25.02.2003;114    ; 15    ;01     ;
28.02.2003;115    ; 15    ;01     ;
05.03.2003;114    ; 15    ;01     ;
10.03.2003;115    ; 13    ;01     ;
15.03.2003;116    ; 12    ;01     ;
20.03.2003;       ;       ;01     ;
25.03.2003;       ;       ;01     ;
31.03.2003;       ;       ;01     ;
05.04.2003;       ;       ;01     ;
10.04.2003;       ;       ;01     ;
15.04.2003;       ;       ;01     ;
10.11.2003;       ;       ;01     ;
15.11.2003; 19    ;  5    ;01     ;
20.11.2003; 24    ; 16    ;01     ;
25.11.2003; 28    ; 17    ;01     ;
30.11.2003; 33    ; 24    ;01     ;
05.12.2003; 39    ; 15    ;01     ;
10.12.2003; 48    ; 16    ;01     ;
15.12.2003; 54    ; 15    ;01     ;
20.12.2003; 58    ; 17    ;01     ;
25.12.2003; 65    ; 18    ;01     ;
31.12.2003; 69    ; 18    ;01     ;
05.01.2004; 74    ; 19    ;01     ;
10.01.2004; 74    ; 19    ;01     ;
15.01.2004; 76    ; 20    ;01     ;
20.01.2004; 79    ; 21    ;01     ;
25.01.2004; 79    ; 19    ;01     ;
31.01.2004; 81    ; 21    ;01     ;
05.02.2004; 82    ;       ;01     ;
10.02.2004; 84    ;       ;01     ;
15.02.2004; 85    ;       ;01     ;
20.02.2004; 85    ;       ;01     ;
25.02.2004; 86    ;       ;01     ;
29.02.2004; 86    ;       ;01     ;
05.03.2004; 86    ; 21    ;01     ;
10.03.2004; 83    ; 25    ;01     ;
15.03.2004; 83    ; 23    ;01     ;
20.03.2004; 81    ; 25    ;01     ;
25.03.2004; 80    ;       ;01     ;
31.03.2004; 80    ;       ;01     ;
05.04.2004;       ;       ;01     ;
10.04.2004;       ;       ;01     ;
15.04.2004;       ;       ;01     ;
15.11.2004;       ;       ;01     ;
20.11.2004;       ;       ;01     ;
25.11.2004; 17    ;       ;01     ;
30.11.2004; 29    ;       ;01     ;
05.12.2004; 39    ;  4    ;01     ;
10.12.2004; 44    ; 17    ;01     ;
15.12.2004; 50    ; 18    ;01     ;
20.12.2004; 53    ; 15    ;01     ;
25.12.2004; 55    ; 11    ;01     ;
31.12.2004; 57    ; 10    ;01     ;
05.01.2005; 59    ; 11    ;01     ;
10.01.2005; 70    ; 10    ;01     ;
15.01.2005; 75    ; 10    ;01     ;
20.01.2005; 76    ; 10    ;01     ;
25.01.2005; 79    ; 10    ;01     ;
31.01.2005; 83    ; 10    ;01     ;
05.02.2005; 89    ; 10    ;01     ;
10.02.2005; 92    ;  8    ;01     ;
15.02.2005; 94    ;  9    ;01     ;
20.02.2005; 96    ; 12    ;01     ;
25.02.2005; 98    ; 14    ;01     ;
28.02.2005; 99    ; 13    ;01     ;
05.03.2005; 99    ; 14    ;01     ;
10.03.2005; 99    ; 12    ;01     ;
15.03.2005;100    ;  8    ;01     ;
20.03.2005;104    ;  4    ;01     ;
25.03.2005;105    ;  3    ;01     ;
31.03.2005;103    ;  2    ;01     ;
05.04.2005;       ;       ;01     ;
10.04.2005;       ;       ;01     ;
15.04.2005;       ;       ;01     ;
20.04.2005;       ;       ;01     ;
15.11.2005;       ;       ;01     ;
20.11.2005;       ;       ;01     ;
25.11.2005;       ;       ;01     ;
05.12.2005; 33    ;  1    ;01     ;
10.12.2005; 37    ;  7    ;01     ;
15.12.2005; 42    ;  9    ;01     ;
20.12.2005; 48    ;  9    ;01     ;
25.12.2005; 51    ;  9    ;01     ;
31.12.2005; 53    ;  9    ;01     ;
05.01.2006; 58    ; 12    ;01     ;
10.01.2006; 62    ; 11    ;01     ;
15.01.2006; 73    ; 15    ;01     ;
20.01.2006; 75    ; 13    ;01     ;
25.01.2006; 79    ; 13    ;01     ;
31.01.2006; 81    ; 16    ;01     ;
05.02.2006; 83    ; 16    ;01     ;
10.02.2006; 85    ; 20    ;01     ;
15.02.2006; 89    ; 20    ;01     ;
20.02.2006; 90    ; 20    ;01     ;
25.02.2006; 95    ; 22    ;01     ;
28.02.2006; 95    ; 20    ;01     ;
05.03.2006; 95    ; 20    ;01     ;
10.03.2006; 98    ; 22    ;01     ;
15.03.2006; 98    ; 26    ;01     ;
20.03.2006; 98    ; 26    ;01     ;
25.03.2006;100    ; 24    ;01     ;
31.03.2006;100    ; 25    ;01     ;
05.04.2006;       ;       ;01     ;
