Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.2000  ;     0.074;30   ;     ;01   ;     0.340;10   ;     ;01   ;
02.2000  ;     0.053;20   ;     ;01   ;     0.120;08   ;09   ;02   ;
03.2000  ;     0.075;11   ;     ;01   ;    13.500;20   ;     ;01   ;
04.2000  ;     2.200;02   ;     ;01   ;    59.100;25   ;     ;01   ;
05.2000  ;     6.840;23   ;     ;01   ;    42.500;01   ;     ;01   ;
06.2000  ;     1.390;29   ;30   ;02   ;    18.100;01   ;     ;01   ;
07.2000  ;     0.850;11   ;17   ;07   ;   193.000;31   ;     ;01   ;
08.2000  ;     6.520;18   ;21   ;04   ;   579.000;01   ;     ;01   ;
09.2000  ;    10.200;30   ;     ;01   ;   179.000;17   ;18   ;02   ;
10.2000  ;     2.740;25   ;27   ;03   ;    10.200;01   ;     ;01   ;
11.2000  ;     0.810;30   ;     ;01   ;     2.900;01   ;     ;01   ;
12.2000  ;     0.180;31   ;     ;01   ;     0.780;01   ;     ;01   ;
01.2001  ;     0.180;31   ;     ;01   ;     0.290;21   ;     ;01   ;
02.2001  ;     0.062;12   ;     ;01   ;     0.270;20   ;     ;01   ;
03.2001  ;     0.140;01   ;     ;01   ;    13.400;31   ;     ;01   ;
04.2001  ;    10.700;01   ;     ;01   ;    73.900;19   ;     ;01   ;
05.2001  ;     8.210;31   ;     ;01   ;    59.400;11   ;     ;01   ;
06.2001  ;     1.280;30   ;     ;01   ;     8.880;01   ;02   ;02   ;
07.2001  ;     1.200;01   ;02   ;02   ;    29.600;06   ;     ;01   ;
08.2001  ;     2.150;31   ;     ;01   ;    81.700;09   ;     ;01   ;
09.2001  ;     0.650;13   ;25   ;13   ;     2.150;01   ;     ;01   ;
10.2001  ;     0.700;01   ;02   ;02   ;     2.300;12   ;     ;01   ;
11.2001  ;     0.450;30   ;     ;01   ;     0.970;01   ;     ;01   ;
12.2001  ;     0.041;31   ;     ;01   ;     0.420;01   ;     ;01   ;
01.2002  ;     0.046;30   ;31   ;02   ;     0.120;13   ;     ;01   ;
02.2002  ;     0.049;01   ;     ;01   ;     0.150;19   ;23   ;05   ;
03.2002  ;     0.240;01   ;     ;01   ;     5.500;31   ;     ;01   ;
04.2002  ;     5.500;02   ;     ;01   ;    45.900;18   ;     ;01   ;
05.2002  ;     3.250;21   ;22   ;02   ;    18.300;01   ;     ;01   ;
06.2002  ;     4.020;12   ;     ;01   ;    60.400;22   ;     ;01   ;
07.2002  ;     3.460;19   ;     ;01   ;    12.600;09   ;     ;01   ;
08.2002  ;     4.860;01   ;23   ;02   ;    51.900;29   ;     ;01   ;
09.2002  ;     3.200;30   ;     ;01   ;   109.000;03   ;     ;01   ;
10.2002  ;     3.310;22   ;     ;01   ;     9.570;09   ;     ;01   ;
11.2002  ;     3.860;01   ;     ;01   ;    23.300;11   ;     ;01   ;
12.2002  ;     0.750;31   ;     ;01   ;     4.410;01   ;     ;01   ;
01.2003  ;     0.020;17   ;18   ;02   ;     0.710;01   ;     ;01   ;
02.2003  ;     0.025;01   ;     ;01   ;     0.870;19   ;     ;01   ;
03.2003  ;     0.410;01   ;06   ;06   ;    48.800;28   ;     ;01   ;
04.2003  ;    20.700;30   ;     ;01   ;    58.600;01   ;17   ;03   ;
05.2003  ;     1.690;31   ;     ;01   ;    22.800;01   ;     ;01   ;
06.2003  ;     0.710;24   ;     ;01   ;     1.580;01   ;     ;01   ;
07.2003  ;     0.580;17   ;19   ;03   ;     1.110;02   ;04   ;03   ;
08.2003  ;     0.480;31   ;     ;01   ;     2.110;12   ;     ;01   ;
09.2003  ;     0.390;20   ;26   ;07   ;     0.770;10   ;     ;01   ;
10.2003  ;     0.480;01   ;09   ;07   ;     4.790;31   ;     ;01   ;
11.2003  ;     0.700;30   ;     ;01   ;     6.050;01   ;     ;01   ;
12.2003  ;     0.480;10   ;11   ;02   ;     0.680;01   ;     ;01   ;
01.2004  ;     0.150;28   ;31   ;04   ;     0.480;01   ;     ;01   ;
02.2004  ;     0.140;06   ;12   ;07   ;     0.220;29   ;     ;01   ;
