Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.2000  ;    11.600;31   ;     ;01   ;    19.400;01   ;     ;01   ;
02.2000  ;    10.800;03   ;04   ;02   ;    11.900;28   ;29   ;02   ;
03.2000  ;    12.000;01   ;02   ;02   ;    13.700;31   ;     ;01   ;
04.2000  ;    13.800;01   ;     ;01   ;   994.000;26   ;     ;01   ;
05.2000  ;   246.000;01   ;     ;01   ;   490.000;31   ;     ;01   ;
06.2000  ;   242.000;28   ;     ;01   ;   523.000;06   ;     ;01   ;
07.2000  ;   225.000;03   ;07   ;05   ;   652.000;14   ;     ;01   ;
08.2000  ;   276.000;10   ;     ;01   ;   807.000;15   ;     ;01   ;
09.2000  ;   260.000;30   ;     ;01   ;   748.000;08   ;09   ;02   ;
10.2000  ;   166.000;30   ;     ;01   ;   298.000;13   ;     ;01   ;
11.2000  ;    38.300;30   ;     ;01   ;   167.000;01   ;02   ;02   ;
12.2000  ;    12.400;31   ;     ;01   ;    37.100;01   ;     ;01   ;
01.2001  ;     8.970;31   ;     ;01   ;    12.300;01   ;     ;01   ;
02.2001  ;     7.530;28   ;     ;01   ;     8.860;01   ;     ;01   ;
03.2001  ;     6.540;31   ;     ;01   ;     7.520;01   ;     ;01   ;
04.2001  ;     6.080;05   ;     ;01   ;   455.000;29   ;     ;01   ;
05.2001  ;   268.000;29   ;     ;01   ;   714.000;15   ;     ;01   ;
06.2001  ;   118.000;23   ;24   ;02   ;   292.000;28   ;     ;01   ;
07.2001  ;   125.000;10   ;     ;01   ;   399.000;23   ;     ;01   ;
08.2001  ;   108.000;17   ;18   ;02   ;   506.000;22   ;     ;01   ;
09.2001  ;    80.000;23   ;24   ;02   ;   187.000;01   ;     ;01   ;
10.2001  ;    70.000;30   ;31   ;02   ;    87.400;01   ;     ;01   ;
11.2001  ;    18.900;30   ;     ;01   ;    68.000;01   ;     ;01   ;
12.2001  ;    11.200;14   ;     ;01   ;    18.400;01   ;     ;01   ;
01.2002  ;    13.600;01   ;     ;01   ;    15.800;17   ;     ;01   ;
02.2002  ;    11.300;26   ;28   ;03   ;    14.500;01   ;     ;01   ;
03.2002  ;    10.700;27   ;29   ;03   ;    11.200;01   ;05   ;05   ;
04.2002  ;    10.900;01   ;     ;01   ;   535.000;30   ;     ;01   ;
05.2002  ;   196.000;27   ;     ;01   ;   565.000;01   ;     ;01   ;
06.2002  ;   158.000;26   ;28   ;03   ;   439.000;10   ;     ;01   ;
07.2002  ;   107.000;25   ;     ;01   ;   201.000;06   ;08   ;03   ;
08.2002  ;   104.000;03   ;     ;01   ;   450.000;21   ;     ;01   ;
09.2002  ;   104.000;28   ;30   ;03   ;   231.000;04   ;     ;01   ;
10.2002  ;    96.800;01   ;02   ;02   ;   171.000;06   ;     ;01   ;
11.2002  ;    32.300;30   ;     ;01   ;    96.800;01   ;     ;01   ;
12.2002  ;    22.900;31   ;     ;01   ;    32.000;01   ;     ;01   ;
