Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.2000  ;     0.570;31   ;     ;01   ;     0.750;20   ;     ;01   ;
02.2000  ;     0.370;29   ;     ;01   ;     0.570;01   ;     ;01   ;
03.2000  ;     0.380;01   ;     ;01   ;     7.310;31   ;     ;01   ;
04.2000  ;     9.370;01   ;     ;01   ;    72.600;29   ;30   ;02   ;
05.2000  ;    13.400;23   ;25   ;03   ;    74.500;02   ;03   ;02   ;
06.2000  ;     2.920;30   ;     ;01   ;    33.900;02   ;     ;01   ;
07.2000  ;     1.680;14   ;15   ;02   ;    28.300;31   ;     ;01   ;
08.2000  ;    26.500;21   ;     ;01   ;   520.000;04   ;05   ;02   ;
09.2000  ;    87.800;01   ;     ;01   ;   315.000;06   ;07   ;02   ;
10.2000  ;    10.500;31   ;     ;01   ;    93.400;01   ;     ;01   ;
11.2000  ;     3.110;30   ;     ;01   ;    10.300;01   ;     ;01   ;
12.2000  ;     1.360;31   ;     ;01   ;     3.020;01   ;     ;01   ;
01.2001  ;     0.990;31   ;     ;01   ;     1.340;01   ;     ;01   ;
02.2001  ;     0.550;19   ;     ;01   ;     0.970;01   ;     ;01   ;
03.2001  ;     0.530;18   ;     ;01   ;    40.000;31   ;     ;01   ;
04.2001  ;    51.000;01   ;     ;01   ;   154.000;16   ;17   ;02   ;
05.2001  ;    16.900;31   ;     ;01   ;    53.100;16   ;17   ;02   ;
06.2001  ;     2.950;30   ;     ;01   ;    16.700;01   ;04   ;04   ;
07.2001  ;     2.950;01   ;03   ;03   ;    21.200;09   ;     ;01   ;
08.2001  ;     9.210;01   ;     ;01   ;   149.000;15   ;16   ;02   ;
09.2001  ;     2.030;30   ;     ;01   ;    12.600;01   ;     ;01   ;
10.2001  ;     1.970;01   ;04   ;04   ;     6.730;15   ;16   ;02   ;
11.2001  ;     1.840;30   ;     ;01   ;     5.460;01   ;     ;01   ;
12.2001  ;     0.370;31   ;     ;01   ;     1.730;01   ;     ;01   ;
01.2002  ;     0.370;01   ;11   ;11   ;     0.470;30   ;31   ;02   ;
02.2002  ;     0.480;01   ;     ;01   ;     0.710;28   ;     ;01   ;
03.2002  ;     0.790;01   ;     ;01   ;    22.600;25   ;     ;01   ;
04.2002  ;    15.700;01   ;     ;01   ;    50.300;23   ;24   ;02   ;
05.2002  ;     5.670;24   ;     ;01   ;    43.300;01   ;     ;01   ;
06.2002  ;     8.350;13   ;     ;01   ;    52.300;27   ;28   ;02   ;
07.2002  ;     6.080;19   ;20   ;02   ;    34.800;31   ;     ;01   ;
08.2002  ;    36.600;01   ;     ;01   ;   102.000;17   ;18   ;02   ;
09.2002  ;     9.850;30   ;     ;01   ;   186.000;07   ;08   ;02   ;
10.2002  ;     9.190;01   ;     ;01   ;    13.900;11   ;     ;01   ;
11.2002  ;     9.830;30   ;     ;01   ;    28.000;15   ;16   ;02   ;
12.2002  ;     2.340;31   ;     ;01   ;     9.530;01   ;     ;01   ;
01.2003  ;     1.280;31   ;     ;01   ;     2.280;01   ;     ;01   ;
02.2003  ;     1.220;09   ;     ;01   ;     1.380;20   ;     ;01   ;
03.2003  ;     1.150;12   ;     ;01   ;   120.000;31   ;     ;01   ;
04.2003  ;    59.200;30   ;     ;01   ;   120.000;01   ;02   ;02   ;
05.2003  ;     4.630;31   ;     ;01   ;    57.400;01   ;     ;01   ;
06.2003  ;     1.610;28   ;29   ;02   ;     4.850;01   ;     ;01   ;
07.2003  ;     1.440;19   ;     ;01   ;     2.010;23   ;     ;01   ;
08.2003  ;     1.500;08   ;09   ;02   ;     1.900;30   ;     ;01   ;
09.2003  ;     1.610;05   ;     ;01   ;     1.900;01   ;12   ;02   ;
10.2003  ;     1.410;07   ;10   ;04   ;     4.040;31   ;     ;01   ;
11.2003  ;     1.170;30   ;     ;01   ;     7.430;03   ;05   ;03   ;
12.2003  ;     0.550;19   ;25   ;07   ;     1.130;01   ;     ;01   ;
01.2004  ;     0.140;20   ;31   ;12   ;     0.540;01   ;     ;01   ;
02.2004  ;     0.140;01   ;02   ;02   ;     0.340;29   ;     ;01   ;
03.2004  ;     0.310;09   ;10   ;02   ;    68.200;24   ;     ;01   ;
04.2004  ;    29.800;30   ;     ;01   ;    66.100;03   ;05   ;02   ;
05.2004  ;    25.100;21   ;     ;01   ;    56.700;28   ;29   ;02   ;
06.2004  ;     2.400;28   ;     ;01   ;    45.600;01   ;     ;01   ;
07.2004  ;     2.330;04   ;     ;01   ;    35.300;17   ;     ;01   ;
08.2004  ;     1.360;29   ;30   ;02   ;     5.230;06   ;07   ;02   ;
09.2004  ;     1.260;09   ;12   ;03   ;     2.840;18   ;     ;01   ;
10.2004  ;     1.360;18   ;19   ;02   ;     1.640;05   ;08   ;04   ;
11.2004  ;     1.420;02   ;05   ;04   ;     7.400;15   ;16   ;02   ;
12.2004  ;     1.270;31   ;     ;01   ;     2.720;01   ;     ;01   ;
01.2005  ;     0.930;11   ;     ;01   ;     1.380;19   ;     ;01   ;
02.2005  ;     0.630;28   ;     ;01   ;     1.020;07   ;08   ;02   ;
03.2005  ;     0.630;01   ;     ;01   ;    26.100;31   ;     ;01   ;
04.2005  ;    29.800;01   ;     ;01   ;   105.000;13   ;14   ;02   ;
05.2005  ;    60.500;02   ;     ;01   ;   198.000;23   ;     ;01   ;
06.2005  ;     5.060;30   ;     ;01   ;    64.800;01   ;     ;01   ;
07.2005  ;     4.400;02   ;     ;01   ;    23.300;10   ;     ;01   ;
08.2005  ;     9.000;06   ;07   ;02   ;    31.800;11   ;     ;01   ;
09.2005  ;     3.270;30   ;     ;01   ;    19.000;03   ;     ;01   ;
10.2005  ;     2.670;06   ;07   ;02   ;     6.250;31   ;     ;01   ;
11.2005  ;     3.860;30   ;     ;01   ;    11.000;03   ;     ;01   ;
12.2005  ;     0.970;20   ;21   ;02   ;     3.680;01   ;     ;01   ;
01.2006  ;     0.360;31   ;     ;01   ;     0.980;01   ;     ;01   ;
02.2006  ;     0.220;11   ;     ;01   ;     0.540;27   ;28   ;02   ;
03.2006  ;     0.550;01   ;     ;01   ;    11.400;31   ;     ;01   ;
04.2006  ;    12.100;01   ;     ;01   ;   194.000;29   ;     ;01   ;
05.2006  ;    21.100;31   ;     ;01   ;   180.000;01   ;     ;01   ;
06.2006  ;    10.700;09   ;22   ;02   ;    20.300;01   ;     ;01   ;
07.2006  ;     4.560;31   ;     ;01   ;    16.600;06   ;     ;01   ;
08.2006  ;     2.910;11   ;     ;01   ;    17.300;31   ;     ;01   ;
09.2006  ;     8.970;28   ;     ;01   ;    22.500;07   ;     ;01   ;
10.2006  ;     4.250;31   ;     ;01   ;     9.740;01   ;     ;01   ;
11.2006  ;     3.830;05   ;     ;01   ;    14.000;11   ;     ;01   ;
12.2006  ;     1.490;30   ;31   ;02   ;     3.780;01   ;     ;01   ;
01.2007  ;     0.690;31   ;     ;01   ;     1.440;01   ;     ;01   ;
02.2007  ;     0.700;01   ;     ;01   ;     0.810;28   ;     ;01   ;
03.2007  ;     0.780;09   ;10   ;02   ;    87.900;31   ;     ;01   ;
04.2007  ;    85.400;30   ;     ;01   ;   122.000;02   ;     ;01   ;
05.2007  ;    16.800;25   ;     ;01   ;   118.000;31   ;     ;01   ;
06.2007  ;     6.310;30   ;     ;01   ;   186.000;01   ;02   ;02   ;
07.2007  ;     2.940;31   ;     ;01   ;     6.040;01   ;     ;01   ;
08.2007  ;     1.910;30   ;31   ;02   ;     3.970;07   ;     ;01   ;
09.2007  ;     1.470;06   ;07   ;02   ;    53.900;18   ;     ;01   ;
10.2007  ;     8.110;18   ;     ;01   ;   265.000;30   ;     ;01   ;
11.2007  ;     5.520;30   ;     ;01   ;   230.000;01   ;     ;01   ;
12.2007  ;     1.480;31   ;     ;01   ;     5.300;01   ;     ;01   ;
01.2008  ;     0.500;20   ;21   ;02   ;     1.460;01   ;     ;01   ;
02.2008  ;     0.310;20   ;     ;01   ;     0.520;01   ;02   ;02   ;
