Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.2002  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.2002  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2002  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2002  ;          ;01   ;03   ;03   ;    22.100;30   ;     ;01   ;
05.2002  ;     5.480;26   ;31   ;06   ;    22.100;01   ;05   ;05   ;
06.2002  ;     1.700;25   ;     ;01   ;    14.300;08   ;11   ;04   ;
07.2002  ;     2.030;08   ;09   ;02   ;    19.400;03   ;     ;01   ;
08.2002  ;     2.030;12   ;29   ;18   ;     5.000;30   ;31   ;02   ;
09.2002  ;     2.030;20   ;     ;01   ;     5.000;01   ;     ;01   ;
10.2002  ;     0.390;31   ;     ;01   ;     3.020;03   ;04   ;02   ;
11.2002  ;          ;04   ;30   ;27   ;     0.290;01   ;     ;01   ;
12.2002  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
01.2003  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.2003  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2003  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2003  ;          ;01   ;07   ;07   ;     4.240;26   ;     ;01   ;
05.2003  ;     0.250;14   ;     ;01   ;     2.450;30   ;31   ;02   ;
06.2003  ;     1.400;03   ;     ;01   ;    37.100;30   ;     ;01   ;
07.2003  ;     5.360;24   ;25   ;02   ;    52.700;31   ;     ;01   ;
08.2003  ;     2.450;31   ;     ;01   ;    52.700;01   ;     ;01   ;
09.2003  ;          ;     ;     ;     ;          ;     ;     ;     ;
10.2003  ;          ;     ;     ;     ;          ;     ;     ;     ;
11.2003  ;          ;     ;     ;     ;          ;     ;     ;     ;
12.2003  ;          ;     ;     ;     ;          ;     ;     ;     ;
01.2005  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.2005  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2005  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2005  ;          ;01   ;14   ;14   ;     3.370;30   ;     ;01   ;
05.2005  ;     1.700;04   ;     ;01   ;    41.600;30   ;     ;01   ;
06.2005  ;     1.420;30   ;     ;01   ;    62.800;16   ;     ;01   ;
07.2005  ;     0.700;28   ;31   ;04   ;    11.200;07   ;     ;01   ;
08.2005  ;     0.600;02   ;03   ;02   ;     3.800;13   ;14   ;02   ;
09.2005  ;     1.280;06   ;30   ;09   ;     7.500;13   ;     ;01   ;
10.2005  ;     0.480;31   ;     ;01   ;     1.280;01   ;08   ;04   ;
11.2005  ;          ;22   ;30   ;09   ;     0.440;01   ;     ;01   ;
12.2005  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
01.2006  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.2006  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2006  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2006  ;          ;01   ;20   ;20   ;    22.100;28   ;     ;01   ;
05.2006  ;     4.640;22   ;31   ;06   ;    18.600;05   ;     ;01   ;
06.2006  ;     1.760;30   ;     ;01   ;   373.000;13   ;     ;01   ;
07.2006  ;     0.800;26   ;31   ;06   ;     5.320;19   ;     ;01   ;
08.2006  ;     0.800;04   ;     ;01   ;    35.200;29   ;30   ;02   ;
09.2006  ;     2.460;21   ;22   ;02   ;    21.700;01   ;     ;01   ;
10.2006  ;     0.870;17   ;     ;01   ;     2.940;01   ;     ;01   ;
11.2006  ;     0.031;30   ;     ;01   ;     1.710;01   ;     ;01   ;
12.2006  ;          ;02   ;31   ;30   ;     0.013;01   ;     ;01   ;
01.2007  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
02.2007  ;          ;01   ;28   ;28   ;          ;01   ;28   ;28   ;
03.2007  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
04.2007  ;          ;01   ;10   ;10   ;     9.860;29   ;     ;01   ;
05.2007  ;     5.620;02   ;     ;01   ;    57.500;26   ;     ;01   ;
06.2007  ;     4.200;11   ;     ;01   ;    15.300;05   ;     ;01   ;
07.2007  ;     3.800;05   ;07   ;03   ;   112.000;17   ;     ;01   ;
08.2007  ;     5.240;09   ;11   ;03   ;    18.500;28   ;     ;01   ;
09.2007  ;     5.240;09   ;17   ;08   ;    16.800;29   ;     ;01   ;
10.2007  ;     7.250;31   ;     ;01   ;    14.200;14   ;     ;01   ;
11.2007  ;     0.310;30   ;     ;01   ;     6.650;01   ;     ;01   ;
12.2007  ;          ;06   ;31   ;26   ;     0.260;01   ;     ;01   ;
01.2008  ;          ;01   ;31   ;31   ;          ;01   ;31   ;31   ;
