Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.1984  ;     1.750;31   ;     ;01   ;     2.900;01   ;     ;01   ;
02.1984  ;     1.060;29   ;     ;01   ;     1.720;01   ;     ;01   ;
03.1984  ;     1.070;01   ;     ;01   ;     1.550;31   ;     ;01   ;
04.1984  ;     1.790;01   ;     ;01   ;   151.000;30   ;     ;01   ;
05.1984  ;    18.600;28   ;     ;01   ;   151.000;01   ;     ;01   ;
06.1984  ;    14.200;06   ;     ;01   ;   142.000;12   ;     ;01   ;
07.1984  ;    14.200;13   ;14   ;02   ;    61.000;19   ;     ;01   ;
08.1984  ;     7.860;14   ;15   ;02   ;    24.800;16   ;     ;01   ;
09.1984  ;     8.480;28   ;29   ;02   ;    32.400;11   ;     ;01   ;
10.1984  ;    12.700;02   ;     ;01   ;    43.600;26   ;     ;01   ;
11.1984  ;     6.090;30   ;     ;01   ;    24.000;01   ;     ;01   ;
12.1984  ;     1.150;31   ;     ;01   ;     5.990;01   ;     ;01   ;
01.1985  ;     0.550;26   ;31   ;06   ;     1.110;01   ;     ;01   ;
02.1985  ;     0.540;20   ;     ;01   ;     0.750;28   ;     ;01   ;
03.1985  ;     0.760;01   ;     ;01   ;     2.270;31   ;     ;01   ;
04.1985  ;     4.820;01   ;     ;01   ;    72.000;28   ;     ;01   ;
05.1985  ;    10.600;30   ;31   ;02   ;    93.200;03   ;     ;01   ;
06.1985  ;     3.470;23   ;     ;01   ;    10.600;01   ;     ;01   ;
07.1985  ;     3.470;05   ;06   ;02   ;    26.400;24   ;     ;01   ;
08.1985  ;     5.400;22   ;26   ;05   ;    20.100;12   ;     ;01   ;
09.1985  ;     6.630;03   ;04   ;02   ;    17.100;09   ;     ;01   ;
10.1985  ;     8.480;01   ;     ;01   ;    20.900;17   ;     ;01   ;
11.1985  ;     3.610;21   ;     ;01   ;     8.480;01   ;     ;01   ;
12.1985  ;     1.290;20   ;     ;01   ;     3.570;01   ;     ;01   ;
01.1986  ;     1.150;31   ;     ;01   ;     1.500;10   ;     ;01   ;
02.1986  ;     0.820;20   ;23   ;04   ;     1.130;01   ;     ;01   ;
03.1986  ;     0.830;01   ;10   ;10   ;     2.640;31   ;     ;01   ;
04.1986  ;     2.840;01   ;     ;01   ;    56.800;22   ;     ;01   ;
05.1986  ;    21.600;13   ;15   ;02   ;    52.600;01   ;     ;01   ;
06.1986  ;     4.450;30   ;     ;01   ;    27.200;01   ;     ;01   ;
07.1986  ;     3.270;28   ;31   ;03   ;     4.790;01   ;18   ;05   ;
08.1986  ;     3.090;29   ;     ;01   ;    19.300;06   ;     ;01   ;
09.1986  ;     3.900;03   ;04   ;02   ;    28.900;19   ;     ;01   ;
10.1986  ;     3.900;30   ;31   ;02   ;    14.900;01   ;     ;01   ;
11.1986  ;     2.220;30   ;     ;01   ;     4.180;02   ;09   ;02   ;
12.1986  ;     0.970;31   ;     ;01   ;     2.200;01   ;     ;01   ;
01.1987  ;     0.730;29   ;31   ;03   ;     0.960;01   ;     ;01   ;
02.1987  ;     0.670;20   ;     ;01   ;     0.850;28   ;     ;01   ;
03.1987  ;     0.750;10   ;11   ;02   ;     1.890;31   ;     ;01   ;
04.1987  ;     1.970;01   ;     ;01   ;   204.000;23   ;     ;01   ;
05.1987  ;    24.000;31   ;     ;01   ;    77.700;02   ;14   ;02   ;
06.1987  ;     8.480;26   ;30   ;05   ;    98.200;05   ;     ;01   ;
07.1987  ;     7.390;03   ;06   ;04   ;    74.300;21   ;     ;01   ;
08.1987  ;     7.390;20   ;     ;01   ;    57.800;29   ;     ;01   ;
09.1987  ;     7.940;20   ;26   ;04   ;    34.200;01   ;02   ;02   ;
10.1987  ;    10.600;17   ;18   ;02   ;    35.900;20   ;     ;01   ;
11.1987  ;     4.970;30   ;     ;01   ;    14.900;01   ;     ;01   ;
12.1987  ;     2.360;31   ;     ;01   ;     4.890;01   ;     ;01   ;
01.1988  ;     1.810;31   ;     ;01   ;     2.330;01   ;     ;01   ;
02.1988  ;     1.360;29   ;     ;01   ;     1.800;01   ;     ;01   ;
03.1988  ;     1.380;01   ;     ;01   ;     2.430;31   ;     ;01   ;
04.1988  ;     3.710;01   ;     ;01   ;   123.000;20   ;     ;01   ;
05.1988  ;    16.600;31   ;     ;01   ;    94.500;02   ;     ;01   ;
06.1988  ;     8.440;30   ;     ;01   ;    21.600;09   ;     ;01   ;
07.1988  ;     3.080;31   ;     ;01   ;    12.400;11   ;     ;01   ;
08.1988  ;     1.900;08   ;10   ;03   ;    12.400;10   ;     ;01   ;
09.1988  ;     2.860;18   ;30   ;03   ;     6.880;02   ;20   ;02   ;
10.1988  ;     3.080;01   ;02   ;02   ;    13.000;22   ;     ;01   ;
11.1988  ;     2.570;30   ;     ;01   ;     7.330;01   ;     ;01   ;
12.1988  ;     1.830;31   ;     ;01   ;     2.550;01   ;     ;01   ;
01.1989  ;     1.590;20   ;     ;01   ;     1.910;10   ;     ;01   ;
02.1989  ;     1.360;28   ;     ;01   ;     1.720;01   ;02   ;02   ;
03.1989  ;     1.370;01   ;02   ;02   ;     5.250;31   ;     ;01   ;
04.1989  ;    10.500;01   ;     ;01   ;    91.300;16   ;     ;01   ;
05.1989  ;    17.400;06   ;09   ;04   ;    54.600;17   ;     ;01   ;
06.1989  ;     8.990;25   ;     ;01   ;    36.400;07   ;     ;01   ;
07.1989  ;     5.350;16   ;     ;01   ;   460.000;29   ;     ;01   ;
08.1989  ;    14.500;20   ;     ;01   ;   208.000;01   ;     ;01   ;
09.1989  ;    15.700;11   ;     ;01   ;    61.000;30   ;     ;01   ;
10.1989  ;    19.400;15   ;     ;01   ;    56.200;01   ;     ;01   ;
11.1989  ;     6.730;30   ;     ;01   ;    24.500;01   ;02   ;02   ;
12.1989  ;     4.410;31   ;     ;01   ;     6.610;01   ;     ;01   ;
01.1990  ;     2.050;31   ;     ;01   ;     4.330;01   ;     ;01   ;
02.1990  ;     2.060;01   ;02   ;02   ;     2.930;28   ;     ;01   ;
03.1990  ;     2.860;10   ;     ;01   ;    36.400;31   ;     ;01   ;
04.1990  ;    34.300;30   ;     ;01   ;   131.000;14   ;     ;01   ;
05.1990  ;    22.900;30   ;31   ;02   ;    65.200;12   ;     ;01   ;
06.1990  ;    23.800;09   ;     ;01   ;    79.500;28   ;     ;01   ;
07.1990  ;     5.480;23   ;25   ;03   ;    31.400;01   ;     ;01   ;
08.1990  ;     3.900;10   ;11   ;02   ;   151.000;26   ;     ;01   ;
09.1990  ;    10.000;30   ;     ;01   ;   187.000;04   ;     ;01   ;
10.1990  ;     5.480;17   ;     ;01   ;    22.900;20   ;     ;01   ;
11.1990  ;     4.860;29   ;30   ;02   ;     8.380;01   ;     ;01   ;
12.1990  ;     3.620;31   ;     ;01   ;     5.390;10   ;     ;01   ;
01.1991  ;     1.820;31   ;     ;01   ;     3.600;01   ;     ;01   ;
02.1991  ;     1.600;10   ;     ;01   ;     1.800;01   ;     ;01   ;
03.1991  ;     1.820;01   ;     ;01   ;     2.100;10   ;     ;01   ;
04.1991  ;     2.290;01   ;     ;01   ;   119.000;14   ;15   ;02   ;
05.1991  ;    15.100;31   ;     ;01   ;    96.898;03   ;     ;01   ;
06.1991  ;     9.460;10   ;     ;01   ;    64.000;23   ;     ;01   ;
07.1991  ;    16.801;08   ;     ;01   ;   249.000;25   ;     ;01   ;
08.1991  ;     6.490;31   ;     ;01   ;   179.000;04   ;     ;01   ;
09.1991  ;     4.580;21   ;22   ;02   ;     9.460;08   ;     ;01   ;
10.1991  ;     4.860;12   ;14   ;03   ;    64.000;29   ;     ;01   ;
11.1991  ;     7.150;30   ;     ;01   ;    50.102;01   ;     ;01   ;
12.1991  ;     2.780;31   ;     ;01   ;     6.860;01   ;     ;01   ;
01.1992  ;     2.430;20   ;21   ;02   ;     2.760;01   ;     ;01   ;
02.1992  ;     1.780;29   ;     ;01   ;     2.440;01   ;     ;01   ;
03.1992  ;     1.810;01   ;     ;01   ;     6.990;31   ;     ;01   ;
04.1992  ;    18.102;01   ;     ;01   ;    63.500;05   ;     ;01   ;
05.1992  ;    23.801;07   ;     ;01   ;    65.602;19   ;     ;01   ;
06.1992  ;    14.200;30   ;     ;01   ;    44.199;19   ;     ;01   ;
07.1992  ;     8.000;22   ;     ;01   ;    50.000;31   ;     ;01   ;
08.1992  ;     7.650;31   ;     ;01   ;    49.000;01   ;     ;01   ;
09.1992  ;     8.350;01   ;     ;01   ;    42.500;09   ;     ;01   ;
10.1992  ;     6.600;31   ;     ;01   ;    13.300;04   ;     ;01   ;
11.1992  ;     3.150;30   ;     ;01   ;     7.300;05   ;     ;01   ;
12.1992  ;     1.990;31   ;     ;01   ;     3.680;10   ;     ;01   ;
