Месяц.год;Расход    ;День ;День ;Число;Расход    ;День ;День ;Число;
         ;минимал.  ;1-й  ;посл.;случ.;максимал. ;1-й  ;посл.;случ.;
01.2000  ;     8.120;31   ;     ;01   ;    13.300;01   ;     ;01   ;
02.2000  ;     7.350;29   ;     ;01   ;     8.080;01   ;     ;01   ;
03.2000  ;     7.360;01   ;     ;01   ;    10.500;31   ;     ;01   ;
04.2000  ;    11.400;01   ;     ;01   ;   609.000;27   ;     ;01   ;
05.2000  ;   166.000;23   ;24   ;02   ;  2420.000;30   ;31   ;02   ;
06.2000  ;    61.600;30   ;     ;01   ;  1490.000;01   ;     ;01   ;
07.2000  ;    42.200;07   ;     ;01   ;   804.000;31   ;     ;01   ;
08.2000  ;   160.000;18   ;     ;01   ;  2580.000;03   ;     ;01   ;
09.2000  ;   125.000;15   ;30   ;02   ;   908.000;04   ;     ;01   ;
10.2000  ;    58.300;31   ;     ;01   ;   209.000;05   ;     ;01   ;
11.2000  ;    29.600;30   ;     ;01   ;    57.200;01   ;     ;01   ;
12.2000  ;    13.600;31   ;     ;01   ;    29.000;01   ;     ;01   ;
01.2001  ;    12.400;16   ;17   ;02   ;    13.500;01   ;02   ;02   ;
02.2001  ;    11.500;14   ;     ;01   ;    15.700;28   ;     ;01   ;
03.2001  ;    16.300;01   ;     ;01   ;    30.200;31   ;     ;01   ;
04.2001  ;    29.100;02   ;04   ;02   ;   854.000;20   ;     ;01   ;
05.2001  ;   139.000;30   ;31   ;02   ;   414.000;01   ;     ;01   ;
06.2001  ;    51.600;30   ;     ;01   ;   272.000;04   ;     ;01   ;
07.2001  ;    45.100;04   ;05   ;02   ;   261.000;09   ;     ;01   ;
08.2001  ;    52.700;31   ;     ;01   ;   747.000;11   ;     ;01   ;
09.2001  ;    29.400;30   ;     ;01   ;    52.700;01   ;03   ;03   ;
10.2001  ;    27.800;03   ;     ;01   ;    72.200;16   ;     ;01   ;
11.2001  ;    13.200;30   ;     ;01   ;    38.800;02   ;03   ;02   ;
12.2001  ;     5.610;31   ;     ;01   ;    12.800;01   ;     ;01   ;
01.2002  ;     5.640;01   ;     ;01   ;     6.420;31   ;     ;01   ;
02.2002  ;     5.080;14   ;     ;01   ;     6.320;01   ;     ;01   ;
03.2002  ;     6.070;01   ;     ;01   ;    26.400;31   ;     ;01   ;
04.2002  ;    46.200;02   ;     ;01   ;   334.000;25   ;     ;01   ;
05.2002  ;    73.600;24   ;     ;01   ;   217.000;01   ;     ;01   ;
06.2002  ;    92.800;01   ;     ;01   ;   349.000;23   ;     ;01   ;
07.2002  ;    83.800;07   ;     ;01   ;   209.000;16   ;17   ;02   ;
08.2002  ;    75.000;22   ;23   ;02   ;   256.000;30   ;     ;01   ;
09.2002  ;    41.000;30   ;     ;01   ;   448.000;04   ;     ;01   ;
10.2002  ;    41.000;01   ;03   ;03   ;   253.000;09   ;     ;01   ;
11.2002  ;    49.200;30   ;     ;01   ;    80.800;01   ;     ;01   ;
12.2002  ;    19.200;31   ;     ;01   ;    47.300;01   ;     ;01   ;
01.2003  ;    14.900;31   ;     ;01   ;    18.800;01   ;     ;01   ;
02.2003  ;    14.900;01   ;08   ;08   ;    15.900;28   ;     ;01   ;
03.2003  ;    15.900;01   ;     ;01   ;   103.000;31   ;     ;01   ;
04.2003  ;   106.000;01   ;     ;01   ;   515.000;20   ;     ;01   ;
05.2003  ;    47.800;30   ;31   ;02   ;   209.000;02   ;03   ;02   ;
06.2003  ;    21.400;30   ;     ;01   ;    47.800;01   ;     ;01   ;
07.2003  ;    14.400;19   ;     ;01   ;    21.400;01   ;     ;01   ;
08.2003  ;    13.400;30   ;31   ;02   ;    18.100;24   ;     ;01   ;
09.2003  ;    11.200;24   ;30   ;07   ;    13.900;11   ;12   ;02   ;
10.2003  ;    10.800;02   ;     ;01   ;    41.400;31   ;     ;01   ;
11.2003  ;    18.100;30   ;     ;01   ;    48.800;01   ;02   ;02   ;
12.2003  ;    12.500;31   ;     ;01   ;    17.500;01   ;     ;01   ;
01.2004  ;    10.200;31   ;     ;01   ;    12.500;01   ;     ;01   ;
02.2004  ;     8.580;29   ;     ;01   ;    11.100;14   ;     ;01   ;
03.2004  ;     8.600;01   ;     ;01   ;    84.700;31   ;     ;01   ;
04.2004  ;    74.300;04   ;     ;01   ;   332.000;23   ;     ;01   ;
05.2004  ;   120.000;31   ;     ;01   ;   702.000;09   ;     ;01   ;
06.2004  ;    39.600;21   ;22   ;02   ;   192.000;25   ;     ;01   ;
