Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
05.01.2000;       ;       ;01     ;
10.01.2000; 54    ; 24    ;01     ;
15.01.2000;       ;       ;01     ;
20.01.2000; 64    ; 25    ;01     ;
25.01.2000;       ;       ;01     ;
31.01.2000; 84    ; 24    ;01     ;
05.02.2000;       ;       ;01     ;
10.02.2000; 88    ; 14    ;01     ;
15.02.2000;       ;       ;01     ;
20.02.2000;105    ; 12    ;01     ;
25.02.2000;       ;       ;01     ;
29.02.2000;112    ; 12    ;01     ;
05.03.2000;       ;       ;01     ;
10.03.2000;110    ; 11    ;01     ;
15.03.2000;       ;       ;01     ;
20.03.2000;       ;       ;01     ;
30.11.2000; 10    ;       ;01     ;
05.12.2000;       ;       ;01     ;
10.12.2000; 43    ;  9    ;01     ;
15.12.2000;       ;       ;01     ;
20.12.2000; 68    ; 16    ;01     ;
25.12.2000;       ;       ;01     ;
31.12.2000; 73    ; 17    ;01     ;
05.01.2001;       ;       ;01     ;
10.01.2001; 90    ; 13    ;01     ;
15.01.2001;       ;       ;01     ;
20.01.2001;117    ; 13    ;01     ;
25.01.2001;       ;       ;01     ;
31.01.2001;161    ; 13    ;01     ;
05.02.2001;       ;       ;01     ;
10.02.2001;177    ; 12    ;01     ;
15.02.2001;       ;       ;01     ;
20.02.2001;178    ; 12    ;01     ;
25.02.2001;       ;       ;01     ;
28.02.2001;173    ; 12    ;01     ;
05.03.2001;       ;       ;01     ;
10.03.2001;169    ;  7    ;01     ;
15.03.2001;       ;       ;01     ;
20.03.2001;141    ;  7    ;01     ;
25.03.2001;       ;       ;01     ;
05.12.2001;       ;       ;01     ;
10.12.2001;       ;       ;01     ;
15.12.2001; 44    ;  2    ;01     ;
20.12.2001; 55    ;  2    ;01     ;
25.12.2001;       ;       ;01     ;
31.12.2001; 69    ;  2    ;01     ;
10.01.2002; 88    ;       ;01     ;
20.01.2002;104    ;       ;01     ;
31.01.2002;140    ;       ;01     ;
10.02.2002;164    ; 12    ;01     ;
20.02.2002;162    ; 10    ;01     ;
28.02.2002;174    ;  8    ;01     ;
10.03.2002;153    ;  1    ;01     ;
20.03.2002;117    ;  1    ;01     ;
31.03.2002;113    ;       ;01     ;
10.12.2002; 55    ;  8    ;01     ;
20.12.2002; 76    ;  7    ;01     ;
31.12.2002; 99    ;  8    ;01     ;
10.01.2003;152    ; 10    ;01     ;
20.01.2003;169    ; 13    ;01     ;
31.01.2003;174    ;  9    ;01     ;
10.02.2003;162    ; 11    ;01     ;
20.02.2003;158    ; 10    ;01     ;
28.02.2003;157    ; 10    ;01     ;
05.03.2003;132    ; 14    ;01     ;
10.03.2003;120    ; 10    ;01     ;
15.03.2003;118    ;  2    ;01     ;
20.03.2003;109    ;       ;01     ;
25.03.2003;100    ;       ;01     ;
31.03.2003; 97    ;       ;01     ;
05.04.2003;       ;       ;01     ;
10.12.2003; 28    ; 11    ;01     ;
20.12.2003; 51    ; 10    ;01     ;
31.12.2003; 68    ; 12    ;01     ;
10.01.2004; 76    ; 11    ;01     ;
20.01.2004;104    ; 13    ;01     ;
31.01.2004;110    ; 15    ;01     ;
10.02.2004;152    ; 15    ;01     ;
20.02.2004;150    ; 14    ;01     ;
29.02.2004;143    ; 13    ;01     ;
05.03.2004;140    ; 13    ;01     ;
10.03.2004;136    ; 11    ;01     ;
15.03.2004;121    ; 15    ;01     ;
20.03.2004;117    ; 24    ;01     ;
25.03.2004;110    ; 15    ;01     ;
10.12.2004; 48    ; 12    ;01     ;
20.12.2004; 54    ; 11    ;01     ;
31.12.2004; 61    ; 13    ;01     ;
05.01.2005;       ;       ;01     ;
10.01.2005; 87    ; 11    ;01     ;
15.01.2005;       ;       ;01     ;
20.01.2005; 89    ;  9    ;01     ;
25.01.2005;       ;       ;01     ;
31.01.2005; 87    ;  8    ;01     ;
05.02.2005;       ;       ;01     ;
10.02.2005; 90    ;  8    ;01     ;
15.02.2005;       ;       ;01     ;
20.02.2005;107    ;  7    ;01     ;
25.02.2005;       ;       ;01     ;
28.02.2005;104    ;  6    ;01     ;
05.03.2005;       ;       ;01     ;
10.03.2005;101    ;  6    ;01     ;
15.03.2005;       ;       ;01     ;
20.03.2005;100    ;       ;01     ;
25.03.2005;       ;       ;01     ;
31.03.2005; 90    ;       ;01     ;
05.04.2005;       ;       ;01     ;
10.12.2005;       ;       ;01     ;
15.12.2005;       ;       ;01     ;
20.12.2005; 41    ;  8    ;01     ;
25.12.2005;       ;       ;01     ;
31.12.2005; 61    ; 10    ;01     ;
10.01.2006; 84    ; 10    ;01     ;
