Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
05.01.2000;       ;       ;01     ;
10.01.2000; 84    ; 26    ;01     ;
15.01.2000;       ;       ;01     ;
20.01.2000; 93    ; 33    ;01     ;
25.01.2000;       ;       ;01     ;
31.01.2000; 95    ; 31    ;01     ;
05.02.2000;       ;       ;01     ;
10.02.2000;104    ; 41    ;01     ;
15.02.2000;       ;       ;01     ;
20.02.2000;106    ; 43    ;01     ;
25.02.2000;       ;       ;01     ;
29.02.2000;109    ; 43    ;01     ;
05.03.2000;       ;       ;01     ;
10.03.2000;113    ; 39    ;01     ;
15.03.2000;       ;       ;01     ;
20.03.2000;117    ; 33    ;01     ;
25.03.2000;       ;       ;01     ;
31.03.2000;117    ; 21    ;01     ;
05.04.2000;       ;       ;01     ;
10.04.2000;119    ; 15    ;01     ;
15.04.2000;       ;       ;01     ;
20.04.2000;117    ;  7    ;01     ;
25.04.2000;       ;       ;01     ;
30.04.2000; 68    ;       ;01     ;
15.11.2000;       ;       ;01     ;
20.11.2000;       ;       ;01     ;
25.11.2000; 18    ;  1    ;01     ;
30.11.2000; 40    ;  1    ;01     ;
05.12.2000;       ;       ;01     ;
10.12.2000; 58    ; 14    ;01     ;
15.12.2000;       ;       ;01     ;
20.12.2000; 62    ; 12    ;01     ;
25.12.2000;       ;       ;01     ;
31.12.2000; 66    ;  4    ;01     ;
05.01.2001;       ;       ;01     ;
10.01.2001; 67    ; 12    ;01     ;
15.01.2001;       ;       ;01     ;
20.01.2001; 71    ; 14    ;01     ;
25.01.2001;       ;       ;01     ;
31.01.2001; 84    ; 14    ;01     ;
05.02.2001;       ;       ;01     ;
10.02.2001; 86    ; 14    ;01     ;
15.02.2001;       ;       ;01     ;
20.02.2001; 91    ; 17    ;01     ;
25.02.2001;       ;       ;01     ;
28.02.2001;101    ; 17    ;01     ;
05.03.2001;       ;       ;01     ;
10.03.2001;104    ; 18    ;01     ;
15.03.2001;       ;       ;01     ;
20.03.2001;105    ; 22    ;01     ;
25.03.2001;       ;       ;01     ;
31.03.2001;105    ; 11    ;01     ;
05.04.2001;       ;       ;01     ;
10.04.2001;105    ;  8    ;01     ;
15.04.2001;       ;       ;01     ;
20.04.2001;101    ;  5    ;01     ;
25.04.2001;       ;       ;01     ;
30.04.2001; 93    ;       ;01     ;
05.05.2001;       ;       ;01     ;
10.11.2001;       ;       ;01     ;
15.11.2001;       ;       ;01     ;
20.11.2001; 21    ;  0    ;01     ;
25.11.2001;       ;       ;01     ;
30.11.2001; 33    ;  5    ;01     ;
05.12.2001;       ;       ;01     ;
10.12.2001; 41    ;  9    ;01     ;
15.12.2001;       ;       ;01     ;
20.12.2001; 50    ; 35    ;01     ;
25.12.2001;       ;       ;01     ;
31.12.2001; 61    ; 29    ;01     ;
05.01.2002;       ;       ;01     ;
10.01.2002; 68    ; 53    ;01     ;
15.01.2002;       ;       ;01     ;
20.01.2002; 77    ; 56    ;01     ;
25.01.2002;       ;       ;01     ;
31.01.2002; 80    ; 58    ;01     ;
05.02.2002;       ;       ;01     ;
10.02.2002; 80    ; 70    ;01     ;
15.02.2002;       ;       ;01     ;
20.02.2002; 84    ; 71    ;01     ;
25.02.2002;       ;       ;01     ;
28.02.2002; 93    ; 68    ;01     ;
05.03.2002;       ;       ;01     ;
10.03.2002; 96    ; 72    ;01     ;
15.03.2002;       ;       ;01     ;
20.03.2002;100    ; 40    ;01     ;
25.03.2002;       ;       ;01     ;
31.03.2002;100    ; 36    ;01     ;
05.04.2002;       ;       ;01     ;
10.04.2002; 94    ; 23    ;01     ;
15.04.2002;       ;       ;01     ;
20.04.2002; 87    ; 11    ;01     ;
25.04.2002;       ;       ;01     ;
30.04.2002; 51    ;  3    ;01     ;
10.11.2002;       ;       ;01     ;
15.11.2002;       ;       ;01     ;
20.11.2002;       ;       ;01     ;
25.11.2002;       ;       ;01     ;
30.11.2002; 30    ;  8    ;01     ;
05.12.2002;       ;       ;01     ;
10.12.2002; 43    ; 13    ;01     ;
15.12.2002;       ;       ;01     ;
20.12.2002; 50    ; 20    ;01     ;
25.12.2002;       ;       ;01     ;
31.12.2002; 63    ; 20    ;01     ;
05.01.2003;       ;       ;01     ;
10.01.2003; 70    ; 21    ;01     ;
15.01.2003;       ;       ;01     ;
20.01.2003; 81    ; 18    ;01     ;
25.01.2003;       ;       ;01     ;
31.01.2003; 88    ; 20    ;01     ;
05.02.2003;       ;       ;01     ;
10.02.2003; 97    ; 18    ;01     ;
15.02.2003;       ;       ;01     ;
20.02.2003;101    ; 16    ;01     ;
25.02.2003;       ;       ;01     ;
