Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
05.01.2000;       ;       ;01     ;
10.01.2000; 51    ; 51    ;01     ;
15.01.2000;       ;       ;01     ;
20.01.2000; 59    ; 34    ;01     ;
25.01.2000;       ;       ;01     ;
31.01.2000; 63    ; 27    ;01     ;
05.02.2000;       ;       ;01     ;
10.02.2000; 67    ; 22    ;01     ;
15.02.2000;       ;       ;01     ;
20.02.2000; 72    ; 21    ;01     ;
25.02.2000;       ;       ;01     ;
29.02.2000; 75    ; 15    ;01     ;
05.03.2000;       ;       ;01     ;
10.03.2000; 79    ; 16    ;01     ;
15.03.2000;       ;       ;01     ;
20.03.2000; 81    ; 20    ;01     ;
25.03.2000;       ;       ;01     ;
31.03.2000; 74    ; 25    ;01     ;
05.04.2000;       ;       ;01     ;
10.04.2000; 71    ; 18    ;01     ;
15.04.2000;       ;       ;01     ;
20.04.2000; 68    ;  5    ;01     ;
25.04.2000;       ;       ;01     ;
30.04.2000;       ;       ;01     ;
15.11.2000;       ;       ;01     ;
20.11.2000; 18    ;       ;01     ;
25.11.2000;       ;       ;01     ;
30.11.2000; 36    ;       ;01     ;
05.12.2000;       ;       ;01     ;
10.12.2000; 44    ; 11    ;01     ;
15.12.2000;       ;       ;01     ;
20.12.2000; 55    ; 11    ;01     ;
25.12.2000;       ;       ;01     ;
31.12.2000; 69    ; 14    ;01     ;
05.01.2001;       ;       ;01     ;
10.01.2001; 80    ; 15    ;01     ;
15.01.2001;       ;       ;01     ;
20.01.2001; 87    ; 16    ;01     ;
25.01.2001;       ;       ;01     ;
31.01.2001; 91    ; 18    ;01     ;
05.02.2001;       ;       ;01     ;
10.02.2001; 98    ; 18    ;01     ;
15.02.2001;       ;       ;01     ;
20.02.2001;109    ; 21    ;01     ;
25.02.2001;       ;       ;01     ;
28.02.2001;114    ; 19    ;01     ;
05.03.2001;       ;       ;01     ;
10.03.2001;115    ; 21    ;01     ;
15.03.2001;       ;       ;01     ;
20.03.2001;117    ; 26    ;01     ;
25.03.2001;       ;       ;01     ;
31.03.2001;105    ; 24    ;01     ;
05.04.2001;       ;       ;01     ;
10.04.2001;103    ; 19    ;01     ;
15.04.2001;       ;       ;01     ;
20.04.2001; 98    ;  7    ;01     ;
25.04.2001;       ;       ;01     ;
30.04.2001;       ;       ;01     ;
05.05.2001;       ;       ;01     ;
10.11.2001;       ;       ;01     ;
15.11.2001;       ;       ;01     ;
20.11.2001; 10    ;       ;01     ;
25.11.2001;       ;       ;01     ;
30.11.2001; 19    ;  7    ;01     ;
05.12.2001;       ;       ;01     ;
10.12.2001; 25    ;  9    ;01     ;
15.12.2001;       ;       ;01     ;
20.12.2001; 41    ; 18    ;01     ;
25.12.2001;       ;       ;01     ;
31.12.2001; 50    ; 21    ;01     ;
05.01.2002;       ;       ;01     ;
10.01.2002; 52    ; 47    ;01     ;
15.01.2002;       ;       ;01     ;
20.01.2002; 58    ; 35    ;01     ;
25.01.2002;       ;       ;01     ;
31.01.2002; 72    ; 33    ;01     ;
05.02.2002;       ;       ;01     ;
10.02.2002; 86    ; 53    ;01     ;
15.02.2002;       ;       ;01     ;
20.02.2002; 88    ; 57    ;01     ;
25.02.2002;       ;       ;01     ;
28.02.2002; 91    ; 56    ;01     ;
05.03.2002;       ;       ;01     ;
10.03.2002; 92    ; 31    ;01     ;
15.03.2002;       ;       ;01     ;
20.03.2002; 91    ; 27    ;01     ;
25.03.2002;       ;       ;01     ;
31.03.2002; 87    ; 24    ;01     ;
05.04.2002;       ;       ;01     ;
10.04.2002; 83    ; 15    ;01     ;
15.04.2002;       ;       ;01     ;
20.04.2002; 76    ; 13    ;01     ;
25.04.2002;       ;       ;01     ;
30.04.2002;       ;       ;01     ;
15.11.2002;       ;       ;01     ;
20.11.2002; 16    ; 11    ;01     ;
25.11.2002;       ;       ;01     ;
30.11.2002; 18    ; 14    ;01     ;
05.12.2002;       ;       ;01     ;
10.12.2002; 24    ; 11    ;01     ;
15.12.2002;       ;       ;01     ;
20.12.2002; 32    ;  9    ;01     ;
25.12.2002;       ;       ;01     ;
31.12.2002; 46    ;  7    ;01     ;
05.01.2003;       ;       ;01     ;
10.01.2003; 48    ; 17    ;01     ;
15.01.2003;       ;       ;01     ;
20.01.2003; 53    ; 17    ;01     ;
25.01.2003;       ;       ;01     ;
31.01.2003; 66    ; 20    ;01     ;
05.02.2003;       ;       ;01     ;
10.02.2003; 69    ; 12    ;01     ;
15.02.2003;       ;       ;01     ;
20.02.2003; 72    ; 15    ;01     ;
25.02.2003;       ;       ;01     ;
