Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
05.01.2000;       ;       ;01     ;
10.01.2000; 89    ; 26    ;01     ;
15.01.2000;       ;       ;01     ;
20.01.2000; 93    ; 26    ;01     ;
25.01.2000;       ;       ;01     ;
31.01.2000;100    ; 25    ;01     ;
10.02.2000;109    ; 25    ;01     ;
20.02.2000;121    ; 24    ;01     ;
29.02.2000;129    ; 24    ;01     ;
05.03.2000;       ;       ;01     ;
10.03.2000;134    ; 25    ;01     ;
15.03.2000;       ;       ;01     ;
20.03.2000;139    ; 25    ;01     ;
25.03.2000;       ;       ;01     ;
31.03.2000;144    ; 24    ;01     ;
05.04.2000;       ;       ;01     ;
10.04.2000;135    ; 24    ;01     ;
15.04.2000;       ;       ;01     ;
20.04.2000;121    ;       ;01     ;
25.04.2000;       ;       ;01     ;
25.10.2000;       ;       ;01     ;
31.10.2000;       ;       ;01     ;
05.11.2000;       ;       ;01     ;
10.11.2000;       ;       ;01     ;
15.11.2000;       ;       ;01     ;
20.11.2000; 38    ;  7    ;01     ;
25.11.2000;       ;       ;01     ;
30.11.2000; 47    ; 12    ;01     ;
05.12.2000;       ;       ;01     ;
10.12.2000; 74    ; 11    ;01     ;
15.12.2000;       ;       ;01     ;
20.12.2000; 85    ; 15    ;01     ;
25.12.2000;       ;       ;01     ;
31.12.2000; 93    ; 18    ;01     ;
05.01.2001;       ;       ;01     ;
10.01.2001;104    ; 10    ;01     ;
15.01.2001;       ;       ;01     ;
20.01.2001;118    ; 14    ;01     ;
25.01.2001;       ;       ;01     ;
31.01.2001;129    ; 16    ;01     ;
05.02.2001;       ;       ;01     ;
10.02.2001;141    ; 16    ;01     ;
15.02.2001;       ;       ;01     ;
20.02.2001;152    ; 16    ;01     ;
25.02.2001;       ;       ;01     ;
28.02.2001;159    ; 17    ;01     ;
05.03.2001;       ;       ;01     ;
10.03.2001;156    ; 16    ;01     ;
15.03.2001;       ;       ;01     ;
20.03.2001;161    ; 18    ;01     ;
25.03.2001;       ;       ;01     ;
31.03.2001;170    ; 19    ;01     ;
05.04.2001;       ;       ;01     ;
10.04.2001;173    ; 24    ;01     ;
15.04.2001;       ;       ;01     ;
20.04.2001;158    ;  4    ;01     ;
25.04.2001;       ;       ;01     ;
30.04.2001;144    ;       ;01     ;
05.05.2001;       ;       ;01     ;
10.05.2001;       ;       ;01     ;
25.10.2001;       ;       ;01     ;
31.10.2001;       ;       ;01     ;
05.11.2001;       ;       ;01     ;
10.11.2001;       ;       ;01     ;
15.11.2001; 18    ; 10    ;01     ;
20.11.2001; 27    ; 13    ;01     ;
25.11.2001; 34    ; 21    ;01     ;
30.11.2001; 36    ; 23    ;01     ;
05.12.2001;       ;       ;01     ;
10.12.2001; 42    ; 21    ;01     ;
15.12.2001;       ;       ;01     ;
20.12.2001; 73    ; 21    ;01     ;
25.12.2001;       ;       ;01     ;
31.12.2001; 70    ; 18    ;01     ;
10.01.2002; 73    ; 30    ;01     ;
20.01.2002; 83    ; 37    ;01     ;
31.01.2002; 99    ; 25    ;01     ;
10.02.2002; 97    ; 35    ;01     ;
20.02.2002;103    ; 36    ;01     ;
28.02.2002; 99    ; 24    ;01     ;
10.03.2002;115    ; 23    ;01     ;
20.03.2002;115    ; 20    ;01     ;
31.03.2002;117    ; 18    ;01     ;
05.04.2002;117    ; 18    ;01     ;
10.04.2002;110    ; 18    ;01     ;
15.04.2002;100    ; 16    ;01     ;
20.10.2002;       ;       ;01     ;
25.10.2002;       ;       ;01     ;
31.10.2002;       ;       ;01     ;
05.11.2002; 18    ;  1    ;01     ;
10.11.2002; 31    ;  2    ;01     ;
15.11.2002; 40    ;  3    ;01     ;
20.11.2002; 50    ;  5    ;01     ;
25.11.2002; 62    ;       ;01     ;
30.11.2002; 79    ;  6    ;01     ;
10.12.2002; 81    ;  9    ;01     ;
20.12.2002; 94    ; 13    ;01     ;
31.12.2002;110    ; 13    ;01     ;
10.01.2003;121    ; 15    ;01     ;
20.01.2003;134    ; 16    ;01     ;
31.01.2003;147    ; 18    ;01     ;
10.02.2003;152    ; 21    ;01     ;
20.02.2003;164    ; 22    ;01     ;
28.02.2003;170    ; 20    ;01     ;
10.03.2003;175    ; 22    ;01     ;
20.03.2003;180    ; 18    ;01     ;
31.03.2003;180    ; 16    ;01     ;
05.04.2003;180    ;  8    ;01     ;
10.04.2003;178    ;  4    ;01     ;
15.04.2003;170    ;       ;01     ;
20.04.2003;159    ;       ;01     ;
30.04.2003;104    ;       ;01     ;
05.05.2003;       ;       ;01     ;
10.05.2003;       ;       ;01     ;
