Дата      ;Толщина;Высота ;Место  ;
          ;льда   ;снега  ;измер. ;
31.10.2000;       ;       ;01     ;
05.11.2000;       ;       ;01     ;
10.11.2000; 32    ;  3    ;01     ;
15.11.2000;       ;       ;01     ;
20.11.2000; 41    ;  6    ;01     ;
25.11.2000;       ;       ;01     ;
30.11.2000; 46    ;  7    ;01     ;
05.12.2000;       ;       ;01     ;
10.12.2000; 51    ;  8    ;01     ;
15.12.2000;       ;       ;01     ;
20.12.2000; 54    ; 10    ;01     ;
25.12.2000;       ;       ;01     ;
31.12.2000; 57    ; 10    ;01     ;
05.11.2001;       ;       ;01     ;
10.11.2001; 62    ;       ;01     ;
15.11.2001; 64    ;       ;01     ;
20.11.2001; 64    ;       ;01     ;
25.11.2001; 65    ;       ;01     ;
30.11.2001; 67    ;       ;01     ;
05.12.2001;       ;       ;01     ;
10.12.2001; 73    ;       ;01     ;
15.12.2001;       ;       ;01     ;
20.12.2001; 80    ;       ;01     ;
25.12.2001;       ;       ;01     ;
31.12.2001; 82    ;       ;01     ;
05.01.2002;       ;       ;01     ;
10.01.2002; 82    ;       ;01     ;
15.01.2002;       ;       ;01     ;
20.01.2002; 86    ;       ;01     ;
25.01.2002;       ;       ;01     ;
31.01.2002; 87    ;       ;01     ;
05.02.2002;       ;       ;01     ;
10.02.2002; 90    ;       ;01     ;
15.02.2002;       ;       ;01     ;
20.02.2002; 94    ;       ;01     ;
25.02.2002;       ;       ;01     ;
28.02.2002; 96    ;       ;01     ;
05.03.2002;       ;       ;01     ;
10.03.2002; 97    ;       ;01     ;
15.03.2002;       ;       ;01     ;
20.03.2002; 98    ;       ;01     ;
25.03.2002;118    ;       ;01     ;
31.03.2002;120    ;       ;01     ;
05.04.2002;116    ;       ;01     ;
10.04.2002;108    ;       ;01     ;
15.04.2002; 93    ;       ;01     ;
20.04.2002;       ;       ;01     ;
25.04.2002;       ;       ;01     ;
05.11.2002;       ;       ;01     ;
10.11.2002;       ;       ;01     ;
15.11.2002;       ;       ;01     ;
20.11.2002; 21    ;       ;01     ;
25.11.2002; 25    ;       ;01     ;
30.11.2002; 28    ;       ;01     ;
05.12.2002;       ;       ;01     ;
10.12.2002; 34    ;       ;01     ;
15.12.2002;       ;       ;01     ;
20.12.2002; 39    ;       ;01     ;
25.12.2002;       ;       ;01     ;
31.12.2002; 46    ;       ;01     ;
05.01.2003;       ;       ;01     ;
10.01.2003; 51    ;       ;01     ;
15.01.2003;       ;       ;01     ;
20.01.2003; 63    ;       ;01     ;
25.01.2003;       ;       ;01     ;
31.01.2003; 74    ;       ;01     ;
05.02.2003;       ;       ;01     ;
10.02.2003; 82    ;       ;01     ;
15.02.2003;       ;       ;01     ;
